Coac;Marasbot;Conrisc;AntiSquid;Baseline1;Baseline2;UJIAgent1;UJIAgent2
94.68;46.00;43.47;51.67;24.96;37.63;43.89;57.60
94.69;46.05;43.48;51.66;24.95;37.62;43.88;57.60
94.69;46.06;43.48;51.63;24.93;37.60;43.95;57.59
94.69;46.06;43.49;51.65;24.93;37.60;43.98;57.60
94.71;46.05;43.47;51.63;24.93;37.58;43.96;57.58
94.71;46.10;43.49;51.62;24.93;37.57;43.96;57.57
94.70;46.07;43.46;51.61;24.91;37.56;44.00;57.61
94.70;46.08;43.48;51.61;24.92;37.60;44.01;57.61
94.70;46.06;43.45;51.60;24.92;37.59;44.00;57.59
94.69;46.08;43.45;51.60;24.93;37.59;43.99;57.60
94.70;46.06;43.44;51.58;24.91;37.58;44.03;57.63
94.70;46.08;43.44;51.59;24.92;37.61;44.04;57.62
94.68;46.08;43.42;51.59;24.92;37.61;44.01;57.61
94.68;46.12;43.42;51.58;24.91;37.59;44.02;57.61
94.68;46.10;43.41;51.58;24.92;37.57;44.05;57.61
94.67;46.10;43.42;51.59;24.95;37.59;44.07;57.61
94.68;46.08;43.40;51.59;24.94;37.58;44.05;57.60
94.68;46.08;43.38;51.59;24.94;37.59;44.04;57.62
94.68;46.05;43.37;51.60;24.93;37.57;44.07;57.66
94.68;46.06;43.40;51.59;24.93;37.56;44.09;57.68
94.70;46.06;43.38;51.55;24.92;37.56;44.08;57.66
94.68;46.05;43.40;51.54;24.93;37.56;44.09;57.67
94.68;46.04;43.39;51.53;24.92;37.56;44.13;57.68
94.68;46.03;43.40;51.53;24.93;37.58;44.14;57.70
94.69;46.03;43.38;51.52;24.92;37.57;44.12;57.68
94.69;46.02;43.36;51.52;24.94;37.57;44.14;57.69
94.69;46.00;43.36;51.52;24.94;37.56;44.16;57.71
94.69;46.01;43.37;51.52;24.94;37.58;44.17;57.72
94.70;46.00;43.35;51.53;24.92;37.57;44.15;57.70
94.70;46.01;43.36;51.52;24.91;37.57;44.18;57.69
94.70;46.00;43.36;51.51;24.90;37.56;44.19;57.71
94.70;46.01;43.37;51.51;24.90;37.60;44.20;57.72
94.71;45.99;43.35;51.50;24.90;37.59;44.18;57.70
94.72;46.01;43.37;51.49;24.89;37.56;44.18;57.71
94.70;45.99;43.37;51.48;24.88;37.56;44.19;57.76
94.71;46.01;43.37;51.48;24.87;37.58;44.21;57.77
94.72;45.99;43.35;51.48;24.86;37.56;44.19;57.76
94.72;45.97;43.37;51.48;24.86;37.59;44.20;57.76
94.71;45.95;43.36;51.49;24.84;37.60;44.24;57.73
94.71;45.95;43.35;51.50;24.86;37.62;44.26;57.74
94.72;45.94;43.34;51.53;24.84;37.59;44.24;57.71
94.72;45.94;43.34;51.54;24.84;37.59;44.24;57.72
94.71;45.92;43.34;51.55;24.83;37.59;44.26;57.72
94.71;45.92;43.34;51.56;24.84;37.62;44.27;57.74
94.72;45.90;43.33;51.53;24.84;37.59;44.27;57.73
94.72;45.91;43.34;51.51;24.85;37.60;44.26;57.73
94.73;45.89;43.32;51.51;24.84;37.59;44.31;57.74
94.73;45.90;43.31;51.54;24.84;37.63;44.31;57.75
94.74;45.88;43.30;51.52;24.84;37.60;44.29;57.73
94.74;45.87;43.29;51.51;24.84;37.62;44.32;57.76
94.74;45.86;43.27;51.52;24.83;37.60;44.37;57.74
94.74;45.84;43.27;51.53;24.84;37.62;44.39;57.76
94.75;45.83;43.25;51.52;24.84;37.60;44.37;57.75
94.75;45.83;43.28;51.50;24.83;37.59;44.38;57.76
94.76;45.82;43.27;51.51;24.81;37.59;44.41;57.75
94.76;45.82;43.28;51.51;24.84;37.62;44.41;57.76
94.76;45.80;43.27;51.50;24.83;37.62;44.39;57.74
94.77;45.79;43.28;51.49;24.83;37.63;44.39;57.75
94.76;45.78;43.26;51.49;24.83;37.62;44.44;57.74
94.76;45.79;43.26;51.51;24.86;37.64;44.43;57.75
94.74;45.79;43.23;51.53;24.87;37.62;44.41;57.73
94.74;45.79;43.25;51.52;24.87;37.63;44.41;57.73
94.72;45.78;43.23;51.52;24.86;37.62;44.44;57.76
94.71;45.78;43.23;51.52;24.92;37.62;44.44;57.77
94.69;45.78;43.23;51.51;24.93;37.61;44.41;57.75
94.69;45.75;43.25;51.50;24.95;37.62;44.41;57.76
94.69;45.75;43.24;51.50;24.95;37.63;44.39;57.78
94.69;45.75;43.26;51.53;24.96;37.62;44.40;57.80
94.69;45.73;43.24;51.56;24.95;37.60;44.37;57.78
94.69;45.73;43.25;51.54;24.97;37.60;44.37;57.78
94.69;45.70;43.25;51.56;24.97;37.59;44.36;57.80
94.68;45.68;43.26;51.56;25.02;37.59;44.38;57.82
94.66;45.69;43.25;51.55;25.02;37.58;44.36;57.81
94.64;45.66;43.26;51.54;25.04;37.60;44.37;57.82
94.63;45.66;43.26;51.54;25.03;37.58;44.37;57.85
94.63;45.66;43.28;51.53;25.03;37.63;44.38;57.86
94.62;45.66;43.26;51.52;25.02;37.62;44.38;57.84
94.61;45.64;43.28;51.53;25.01;37.65;44.39;57.82
94.62;45.62;43.26;51.53;24.99;37.64;44.44;57.84
94.62;45.62;43.27;51.54;25.02;37.64;44.45;57.85
94.60;45.61;43.25;51.53;25.03;37.62;44.43;57.85
94.61;45.57;43.26;51.54;25.02;37.61;44.45;57.87
94.61;45.55;43.24;51.52;25.03;37.59;44.48;57.90
94.61;45.54;43.24;51.53;25.08;37.59;44.49;57.91
94.61;45.53;43.22;51.51;25.08;37.58;44.47;57.91
94.61;45.55;43.23;51.51;25.09;37.57;44.46;57.92
94.59;45.53;43.22;51.52;25.10;37.56;44.47;57.94
94.58;45.53;43.23;51.49;25.14;37.59;44.48;57.95
94.58;45.52;43.22;51.47;25.14;37.58;44.46;57.94
94.58;45.53;43.25;51.45;25.15;37.59;44.46;57.93
94.58;45.52;43.23;51.44;25.14;37.58;44.50;57.93
94.58;45.55;43.23;51.46;25.15;37.57;44.52;57.93
94.58;45.53;43.23;51.46;25.15;37.56;44.50;57.91
94.58;45.58;43.22;51.45;25.16;37.56;44.49;57.90
94.57;45.56;43.21;51.45;25.14;37.56;44.53;57.91
94.57;45.56;43.21;51.45;25.19;37.57;44.52;57.93
94.58;45.55;43.19;51.45;25.19;37.56;44.50;57.91
94.58;45.56;43.20;51.44;25.18;37.57;44.49;57.91
94.59;45.56;43.21;51.43;25.17;37.57;44.48;57.93
94.59;45.56;43.24;51.42;25.21;37.57;44.47;57.94
94.60;45.56;43.21;51.44;25.20;37.55;44.44;57.92
94.60;45.55;43.26;51.43;25.20;37.55;44.44;57.90
94.60;45.53;43.25;51.44;25.20;37.54;44.47;57.90
94.61;45.53;43.27;51.42;25.22;37.57;44.47;57.92
94.62;45.52;43.25;51.40;25.21;37.55;44.45;57.91
94.61;45.53;43.30;51.39;25.21;37.54;44.46;57.89
94.61;45.54;43.29;51.40;25.20;37.54;44.43;57.93
94.61;45.55;43.31;51.40;25.19;37.59;44.42;57.93
94.63;45.54;43.31;51.39;25.18;37.57;44.40;57.92
94.61;45.53;43.34;51.38;25.18;37.57;44.41;57.92
94.62;45.52;43.35;51.37;25.17;37.57;44.41;57.94
94.62;45.53;43.36;51.37;25.17;37.59;44.42;57.94
94.63;45.52;43.34;51.37;25.16;37.57;44.40;57.93
94.62;45.50;43.36;51.36;25.15;37.59;44.40;57.95
94.63;45.49;43.36;51.36;25.15;37.59;44.41;57.94
94.63;45.50;43.37;51.37;25.15;37.59;44.42;57.95
94.63;45.49;43.37;51.35;25.14;37.57;44.41;57.95
94.63;45.52;43.34;51.37;25.14;37.57;44.41;57.96
94.63;45.50;43.35;51.37;25.12;37.59;44.43;57.95
94.64;45.49;43.34;51.39;25.13;37.64;44.43;57.96
94.65;45.48;43.32;51.38;25.13;37.62;44.41;57.93
94.65;45.48;43.32;51.38;25.14;37.63;44.41;57.93
94.64;45.47;43.32;51.37;25.13;37.63;44.42;57.95
94.64;45.48;43.32;51.37;25.17;37.67;44.41;57.94
94.66;45.48;43.32;51.33;25.16;37.66;44.40;57.92
94.66;45.48;43.31;51.33;25.17;37.65;44.41;57.94
94.65;45.47;43.31;51.33;25.16;37.64;44.41;57.97
94.65;45.47;43.31;51.33;25.17;37.67;44.42;57.99
94.66;45.46;43.30;51.31;25.17;37.64;44.40;57.97
94.66;45.46;43.33;51.31;25.18;37.62;44.40;57.98
94.65;45.44;43.33;51.31;25.17;37.62;44.42;57.99
94.66;45.46;43.32;51.31;25.18;37.64;44.43;58.00
94.66;45.46;43.31;51.29;25.19;37.63;44.42;57.97
94.67;45.44;43.36;51.27;25.19;37.64;44.41;57.96
94.65;45.44;43.35;51.27;25.17;37.64;44.44;57.96
94.66;45.46;43.36;51.26;25.19;37.66;44.44;57.96
94.65;45.48;43.34;51.26;25.19;37.64;44.42;57.94
94.65;45.48;43.31;51.26;25.21;37.66;44.43;57.93
94.63;45.48;43.30;51.27;25.19;37.66;44.46;57.94
94.62;45.48;43.30;51.27;25.21;37.71;44.47;57.94
94.61;45.46;43.29;51.29;25.20;37.68;44.46;57.92
94.60;45.52;43.27;51.28;25.20;37.68;44.46;57.93
94.60;45.51;43.27;51.28;25.19;37.66;44.48;57.95
94.60;45.52;43.28;51.30;25.19;37.66;44.49;57.95
94.61;45.51;43.27;51.29;25.19;37.65;44.46;57.95
94.60;45.52;43.32;51.26;25.18;37.66;44.45;57.94
94.60;45.50;43.33;51.26;25.17;37.66;44.48;57.94
94.60;45.50;43.34;51.26;25.21;37.66;44.47;57.94
94.61;45.51;43.33;51.27;25.20;37.65;44.45;57.91
94.59;45.51;43.36;51.27;25.20;37.65;44.44;57.92
94.56;45.50;43.35;51.26;25.20;37.64;44.46;57.98
94.55;45.50;43.34;51.28;25.21;37.66;44.47;57.99
94.54;45.48;43.32;51.29;25.20;37.65;44.46;57.97
94.52;45.53;43.34;51.28;25.20;37.65;44.45;57.98
94.52;45.52;43.34;51.28;25.20;37.65;44.46;57.95
94.52;45.54;43.34;51.29;25.22;37.63;44.49;57.97
94.52;45.54;43.32;51.29;25.21;37.63;44.47;57.95
94.51;45.57;43.32;51.28;25.22;37.63;44.47;57.94
94.51;45.56;43.31;51.29;25.21;37.63;44.47;57.95
94.52;45.56;43.32;51.30;25.24;37.63;44.48;57.95
94.52;45.56;43.31;51.26;25.24;37.63;44.46;57.94
94.53;45.56;43.32;51.26;25.24;37.61;44.47;57.96
94.53;45.54;43.29;51.25;25.24;37.62;44.50;57.97
94.53;45.53;43.30;51.27;25.26;37.61;44.51;57.98
94.52;45.52;43.28;51.26;25.27;37.60;44.49;57.98
94.52;45.53;43.31;51.24;25.26;37.60;44.49;58.00
94.52;45.52;43.30;51.24;25.26;37.61;44.49;58.01
94.52;45.53;43.29;51.25;25.29;37.62;44.49;58.01
94.50;45.53;43.27;51.26;25.28;37.61;44.47;58.00
94.50;45.58;43.25;51.24;25.28;37.62;44.48;58.00
94.50;45.58;43.26;51.26;25.27;37.62;44.45;58.00
94.50;45.61;43.26;51.25;25.28;37.62;44.47;58.00
94.50;45.60;43.23;51.26;25.29;37.60;44.45;57.99
94.49;45.61;43.27;51.25;25.28;37.60;44.44;58.00
94.48;45.60;43.27;51.24;25.26;37.59;44.45;58.05
94.48;45.62;43.27;51.26;25.27;37.58;44.45;58.07
94.48;45.62;43.26;51.23;25.27;37.55;44.44;58.06
94.49;45.63;43.27;51.24;25.27;37.56;44.43;58.05
94.49;45.62;43.26;51.22;25.25;37.57;44.46;58.07
94.49;45.63;43.26;51.23;25.22;37.62;44.46;58.09
94.48;45.62;43.24;51.24;25.21;37.61;44.45;58.06
94.48;45.65;43.29;51.22;25.21;37.61;44.43;58.06
94.48;45.66;43.29;51.22;25.19;37.61;44.39;58.09
94.48;45.66;43.29;51.22;25.18;37.65;44.40;58.11
94.46;45.66;43.28;51.19;25.18;37.64;44.40;58.11
94.46;45.72;43.30;51.17;25.18;37.63;44.39;58.10
94.46;45.71;43.29;51.17;25.18;37.62;44.39;58.12
94.45;45.72;43.30;51.17;25.20;37.65;44.39;58.13
94.42;45.73;43.30;51.17;25.20;37.63;44.37;58.12
94.42;45.75;43.31;51.16;25.18;37.64;44.37;58.11
94.41;45.74;43.31;51.14;25.18;37.64;44.38;58.15
94.41;45.76;43.32;51.16;25.17;37.66;44.37;58.15
94.41;45.76;43.32;51.10;25.18;37.66;44.36;58.14
94.41;45.79;43.36;51.09;25.16;37.64;44.36;58.14
94.40;45.78;43.35;51.07;25.16;37.64;44.36;58.19
94.41;45.79;43.35;51.07;25.15;37.68;44.36;58.19
94.41;45.78;43.33;51.06;25.15;37.66;44.34;58.19
94.40;45.81;43.34;51.06;25.15;37.67;44.33;58.19
94.39;45.81;43.35;51.05;25.13;37.67;44.31;58.21
94.39;45.81;43.35;51.04;25.14;37.73;44.33;58.22
94.39;45.81;43.34;51.02;25.13;37.71;44.31;58.21
94.39;45.82;43.37;51.02;25.13;37.71;44.31;58.20
94.39;45.82;43.37;51.00;25.11;37.72;44.31;58.22
94.39;45.82;43.39;50.99;25.13;37.74;44.31;58.23
94.38;45.82;43.36;50.99;25.12;37.74;44.29;58.23
94.37;45.84;43.40;50.97;25.11;37.73;44.28;58.23
94.37;45.86;43.39;50.97;25.11;37.73;44.27;58.24
94.36;45.87;43.40;50.98;25.12;37.74;44.28;58.25
94.36;45.86;43.38;50.97;25.11;37.73;44.27;58.25
94.35;45.89;43.37;50.95;25.12;37.75;44.26;58.25
94.34;45.90;43.38;50.94;25.11;37.75;44.25;58.27
94.34;45.88;43.39;50.94;25.12;37.79;44.26;58.27
94.35;45.87;43.38;50.94;25.11;37.79;44.25;58.25
94.35;45.88;43.43;50.93;25.10;37.77;44.24;58.24
94.34;45.88;43.44;50.92;25.09;37.77;44.27;58.23
94.34;45.89;43.45;50.93;25.10;37.78;44.28;58.23
94.34;45.88;43.44;50.94;25.09;37.76;44.26;58.22
94.34;45.88;43.45;50.93;25.11;37.75;44.25;58.23
94.34;45.89;43.44;50.93;25.11;37.74;44.24;58.25
94.34;45.91;43.44;50.92;25.12;37.77;44.23;58.28
94.35;45.90;43.42;50.93;25.11;37.76;44.21;58.26
94.35;45.92;43.43;50.93;25.11;37.75;44.20;58.26
94.34;45.91;43.43;50.92;25.10;37.74;44.21;58.28
94.34;45.93;43.43;50.95;25.08;37.76;44.23;58.29
94.35;45.91;43.43;50.96;25.09;37.74;44.21;58.26
94.35;45.93;43.41;50.96;25.09;37.73;44.20;58.27
94.35;45.94;43.42;50.97;25.09;37.73;44.18;58.29
94.35;45.93;43.42;50.98;25.09;37.76;44.18;58.29
94.36;45.93;43.40;50.97;25.08;37.74;44.16;58.28
94.36;45.93;43.38;50.97;25.09;37.75;44.16;58.30
94.36;45.93;43.38;50.97;25.08;37.73;44.19;58.31
94.36;45.93;43.37;50.98;25.10;37.75;44.18;58.32
94.36;45.92;43.36;50.99;25.10;37.73;44.17;58.31
94.36;45.92;43.35;50.99;25.11;37.72;44.17;58.31
94.37;45.93;43.34;50.99;25.10;37.70;44.19;58.33
94.37;45.94;43.34;51.00;25.10;37.73;44.19;58.34
94.38;45.92;43.33;51.01;25.10;37.71;44.17;58.31
94.38;45.96;43.33;51.00;25.10;37.70;44.17;58.31
94.38;45.96;43.33;51.00;25.09;37.69;44.17;58.32
94.38;45.97;43.34;51.02;25.08;37.69;44.18;58.34
94.38;45.96;43.33;51.01;25.07;37.68;44.18;58.32
94.39;45.97;43.31;51.02;25.08;37.69;44.17;58.32
94.39;45.96;43.30;51.02;25.08;37.68;44.16;58.35
94.39;45.96;43.30;51.03;25.09;37.70;44.17;58.36
94.40;45.94;43.28;51.02;25.09;37.69;44.16;58.36
94.40;45.97;43.27;51.02;25.08;37.69;44.15;58.35
94.40;45.97;43.26;51.02;25.08;37.69;44.15;58.38
94.40;45.97;43.26;51.01;25.12;37.70;44.15;58.40
94.41;45.97;43.24;51.00;25.12;37.68;44.14;58.38
94.41;45.96;43.24;51.00;25.12;37.69;44.14;58.38
94.42;45.97;43.25;51.00;25.10;37.67;44.13;58.40
94.41;45.98;43.23;51.00;25.13;37.70;44.14;58.41
94.42;45.96;43.22;51.01;25.12;37.69;44.12;58.39
94.43;45.98;43.23;51.01;25.12;37.69;44.10;58.39
94.42;45.98;43.22;51.00;25.12;37.69;44.12;58.40
94.42;45.99;43.22;51.02;25.11;37.70;44.12;58.41
94.42;45.98;43.20;51.02;25.11;37.68;44.10;58.41
94.43;45.98;43.20;51.02;25.11;37.68;44.11;58.42
94.43;45.99;43.20;51.02;25.11;37.67;44.11;58.42
94.43;45.98;43.20;51.00;25.11;37.70;44.13;58.43
94.44;45.97;43.18;51.04;25.10;37.68;44.11;58.41
94.44;45.97;43.19;51.03;25.09;37.68;44.12;58.42
94.44;45.98;43.18;51.05;25.08;37.68;44.11;58.41
94.44;45.99;43.19;51.07;25.09;37.68;44.12;58.43
94.45;45.99;43.16;51.09;25.08;37.66;44.09;58.41
94.44;46.00;43.18;51.09;25.08;37.65;44.10;58.41
94.44;45.98;43.16;51.10;25.08;37.64;44.10;58.43
94.45;45.99;43.17;51.09;25.09;37.65;44.11;58.45
94.45;45.99;43.16;51.11;25.08;37.65;44.09;58.42
94.45;46.00;43.15;51.11;25.08;37.65;44.10;58.42
94.45;45.99;43.15;51.12;25.07;37.64;44.10;58.42
94.45;45.99;43.17;51.13;25.06;37.66;44.11;58.44
94.45;45.98;43.15;51.12;25.06;37.66;44.09;58.42
94.45;45.99;43.17;51.12;25.05;37.67;44.09;58.42
94.45;46.00;43.16;51.12;25.05;37.67;44.09;58.41
94.45;46.00;43.18;51.13;25.02;37.71;44.09;58.41
94.47;46.00;43.16;51.11;25.01;37.71;44.08;58.40
94.46;46.01;43.17;51.11;25.01;37.71;44.07;58.41
94.45;46.01;43.17;51.10;25.00;37.72;44.07;58.43
94.46;46.00;43.18;51.11;24.99;37.76;44.07;58.43
94.46;45.99;43.16;51.14;24.99;37.74;44.05;58.41
94.46;46.01;43.14;51.15;25.01;37.73;44.06;58.40
94.45;46.00;43.13;51.15;24.99;37.72;44.08;58.42
94.45;46.00;43.13;51.15;25.02;37.74;44.08;58.43
94.45;45.98;43.11;51.17;25.02;37.73;44.05;58.41
94.46;46.00;43.11;51.17;25.02;37.74;44.05;58.41
94.45;45.99;43.11;51.20;25.01;37.74;44.04;58.40
94.46;45.99;43.12;51.22;24.99;37.75;44.05;58.42
94.47;45.99;43.10;51.21;24.99;37.74;44.03;58.40
94.46;45.99;43.13;51.21;24.99;37.75;44.02;58.40
94.46;45.97;43.11;51.22;24.99;37.75;44.03;58.41
94.46;45.97;43.12;51.24;24.97;37.78;44.04;58.43
94.47;45.96;43.11;51.23;24.96;37.78;44.02;58.40
94.47;45.98;43.12;51.23;24.96;37.78;44.02;58.40
94.47;45.97;43.12;51.24;24.95;37.78;44.00;58.42
94.47;45.98;43.13;51.24;24.96;37.81;44.00;58.42
94.48;45.97;43.11;51.22;24.96;37.80;43.99;58.40
94.47;46.00;43.13;51.22;24.96;37.79;43.98;58.40
94.46;46.00;43.12;51.23;24.96;37.78;44.00;58.39
94.46;46.02;43.13;51.23;24.96;37.79;44.00;58.41
94.45;46.02;43.11;51.22;24.96;37.79;43.99;58.40
94.45;46.04;43.11;51.21;24.97;37.78;43.99;58.40
94.44;46.04;43.10;51.21;24.96;37.76;44.01;58.42
94.45;46.04;43.11;51.23;24.98;37.74;44.02;58.44
94.46;46.04;43.10;51.19;24.98;37.74;44.01;58.42
94.45;46.07;43.11;51.19;24.98;37.74;44.00;58.41
94.45;46.07;43.12;51.20;24.97;37.73;43.99;58.43
94.45;46.08;43.13;51.20;24.99;37.72;44.00;58.44
94.44;46.08;43.11;51.20;24.99;37.71;43.98;58.42
94.44;46.10;43.09;51.21;24.99;37.71;43.99;58.42
94.43;46.10;43.08;51.22;24.99;37.71;44.01;58.41
94.44;46.09;43.09;51.23;24.99;37.71;44.03;58.42
94.44;46.08;43.07;51.23;25.01;37.69;44.01;58.40
94.43;46.10;43.07;51.24;25.01;37.68;44.00;58.42
94.43;46.10;43.05;51.25;25.01;37.68;44.01;58.42
94.43;46.11;43.07;51.25;25.04;37.66;44.00;58.44
94.42;46.10;43.05;51.24;25.05;37.66;43.99;58.42
94.43;46.09;43.06;51.24;25.07;37.66;43.98;58.42
94.42;46.08;43.05;51.24;25.08;37.65;44.01;58.42
94.41;46.09;43.06;51.25;25.11;37.62;44.02;58.43
94.41;46.09;43.04;51.25;25.11;37.61;44.01;58.42
94.40;46.07;43.07;51.25;25.10;37.61;44.02;58.43
94.39;46.07;43.06;51.25;25.10;37.61;44.01;58.46
94.38;46.07;43.05;51.25;25.14;37.60;44.03;58.47
94.39;46.06;43.03;51.25;25.15;37.58;44.01;58.46
94.38;46.08;43.04;51.25;25.16;37.58;43.99;58.46
94.37;46.07;43.03;51.25;25.15;37.58;44.02;58.47
94.37;46.08;43.04;51.26;25.17;37.59;44.01;58.47
94.38;46.06;43.02;51.28;25.17;37.57;44.00;58.46
94.37;46.10;43.02;51.27;25.17;37.56;43.99;58.46
94.38;46.09;43.00;51.27;25.17;37.55;44.00;58.48
94.38;46.09;43.01;51.28;25.20;37.54;44.01;58.49
94.38;46.09;42.99;51.29;25.19;37.52;43.99;58.48
94.37;46.10;42.98;51.29;25.20;37.52;44.00;58.48
94.37;46.11;42.97;51.30;25.20;37.51;44.02;58.48
94.37;46.11;42.97;51.32;25.21;37.52;44.02;58.48
94.37;46.10;42.96;51.32;25.21;37.50;44.00;58.47
94.36;46.15;42.96;51.32;25.21;37.50;44.00;58.45
94.36;46.15;42.95;51.32;25.20;37.49;44.00;58.46
94.36;46.16;42.96;51.32;25.21;37.48;44.01;58.48
94.33;46.16;42.96;51.34;25.20;37.46;44.00;58.48
94.32;46.19;42.95;51.34;25.20;37.46;44.00;58.49
94.31;46.18;42.94;51.33;25.18;37.45;44.03;58.53
94.31;46.20;42.96;51.34;25.18;37.44;44.03;58.54
94.32;46.20;42.94;51.32;25.18;37.42;44.01;58.53
94.31;46.23;42.94;51.31;25.18;37.44;44.00;58.54
94.30;46.23;42.93;51.31;25.17;37.43;44.00;58.57
94.31;46.23;42.93;51.32;25.20;37.43;44.00;58.59
94.29;46.24;42.92;51.31;25.19;37.42;43.98;58.58
94.29;46.27;42.92;51.31;25.19;37.41;43.97;58.58
94.29;46.27;42.92;51.30;25.18;37.39;43.99;58.60
94.30;46.28;42.92;51.32;25.19;37.40;43.98;58.62
94.30;46.27;42.90;51.31;25.19;37.39;43.96;58.61
94.30;46.28;42.91;51.31;25.20;37.38;43.96;58.61
94.30;46.28;42.91;51.30;25.19;37.37;43.96;58.63
94.30;46.29;42.91;51.31;25.22;37.37;43.96;58.64
94.28;46.29;42.89;51.32;25.22;37.36;43.94;58.63
94.29;46.31;42.92;51.31;25.21;37.35;43.94;58.63
94.28;46.30;42.91;51.30;25.21;37.35;43.94;58.65
94.28;46.32;42.92;51.32;25.22;37.35;43.94;58.66
94.26;46.32;42.90;51.32;25.21;37.34;43.93;58.66
94.25;46.33;42.91;51.31;25.20;37.34;43.93;58.68
94.26;46.32;42.91;51.32;25.19;37.33;43.95;58.68
94.25;46.34;42.92;51.32;25.21;37.33;43.95;58.69
94.25;46.33;42.91;51.30;25.22;37.31;43.94;58.69
94.24;46.36;42.91;51.28;25.24;37.30;43.93;58.68
94.24;46.35;42.91;51.28;25.23;37.30;43.94;58.70
94.24;46.36;42.92;51.29;25.24;37.30;43.94;58.71
94.22;46.34;42.91;51.29;25.25;37.29;43.92;58.71
94.22;46.38;42.92;51.28;25.26;37.29;43.91;58.71
94.21;46.38;42.92;51.28;25.25;37.27;43.91;58.71
94.22;46.39;42.93;51.28;25.31;37.26;43.90;58.71
94.19;46.41;42.91;51.28;25.31;37.25;43.89;58.71
94.18;46.43;42.90;51.28;25.31;37.25;43.89;58.71
94.17;46.43;42.88;51.29;25.30;37.25;43.91;58.71
94.18;46.45;42.89;51.29;25.32;37.23;43.93;58.72
94.18;46.45;42.88;51.26;25.32;37.22;43.93;58.71
94.18;46.47;42.89;51.25;25.32;37.22;43.93;58.71
94.19;46.46;42.88;51.24;25.31;37.21;43.96;58.70
94.19;46.44;42.87;51.22;25.37;37.24;43.96;58.70
94.20;46.44;42.86;51.20;25.37;37.22;43.95;58.69
94.20;46.47;42.86;51.19;25.37;37.23;43.94;58.69
94.21;46.47;42.85;51.20;25.36;37.22;43.96;58.68
94.20;46.47;42.85;51.19;25.38;37.24;43.97;58.68
94.21;46.46;42.84;51.19;25.38;37.23;43.96;58.67
94.21;46.48;42.86;51.18;25.39;37.23;43.96;58.65
94.21;46.47;42.85;51.17;25.38;37.22;44.00;58.65
94.21;46.48;42.86;51.18;25.41;37.21;44.01;58.64
94.23;46.48;42.84;51.14;25.41;37.21;44.01;58.62
94.23;46.49;42.83;51.13;25.41;37.22;44.02;58.62
94.23;46.49;42.81;51.12;25.41;37.23;44.05;58.61
94.23;46.49;42.82;51.11;25.42;37.25;44.05;58.62
94.24;46.49;42.80;51.08;25.42;37.24;44.04;58.61
94.24;46.52;42.82;51.07;25.41;37.24;44.05;58.60
94.24;46.51;42.81;51.06;25.42;37.23;44.06;58.60
94.25;46.51;42.81;51.07;25.44;37.26;44.05;58.61
94.25;46.52;42.80;51.02;25.45;37.25;44.05;58.60
94.25;46.55;42.79;51.03;25.45;37.25;44.04;58.60
94.24;46.55;42.77;51.01;25.44;37.25;44.06;58.63
94.24;46.56;42.77;50.99;25.47;37.26;44.06;58.63
94.25;46.56;42.76;50.98;25.47;37.26;44.05;58.62
94.25;46.59;42.77;50.96;25.47;37.25;44.04;58.62
94.25;46.58;42.76;50.96;25.46;37.23;44.07;58.63
94.25;46.59;42.76;50.96;25.46;37.26;44.07;58.65
94.25;46.59;42.76;50.92;25.46;37.25;44.07;58.64
94.25;46.61;42.74;50.93;25.46;37.26;44.07;58.64
94.25;46.60;42.72;50.91;25.46;37.25;44.11;58.66
94.25;46.61;42.72;50.91;25.47;37.27;44.10;58.67
94.24;46.60;42.71;50.89;25.47;37.27;44.10;58.66
94.25;46.63;42.71;50.87;25.47;37.28;44.10;58.65
94.24;46.63;42.70;50.85;25.46;37.27;44.13;58.66
94.25;46.64;42.69;50.85;25.48;37.28;44.14;58.68
94.24;46.63;42.69;50.84;25.47;37.27;44.12;58.67
94.24;46.64;42.69;50.84;25.48;37.28;44.12;58.66
94.24;46.64;42.69;50.84;25.46;37.27;44.13;58.68
94.25;46.65;42.67;50.83;25.50;37.28;44.13;58.68
94.24;46.65;42.67;50.82;25.50;37.27;44.13;58.67
94.24;46.66;42.72;50.81;25.50;37.25;44.12;58.65
94.24;46.66;42.71;50.81;25.48;37.25;44.16;58.65
94.24;46.66;42.72;50.81;25.50;37.26;44.15;58.66
94.25;46.66;42.72;50.79;25.49;37.26;44.15;58.63
94.24;46.66;42.72;50.78;25.51;37.25;44.15;58.64
94.25;46.66;42.71;50.77;25.49;37.25;44.17;58.65
94.24;46.66;42.73;50.77;25.50;37.27;44.17;58.66
94.24;46.66;42.72;50.75;25.50;37.28;44.15;58.64
94.23;46.68;42.76;50.73;25.49;37.28;44.14;58.63
94.24;46.68;42.75;50.74;25.48;37.27;44.16;58.64
94.24;46.67;42.75;50.75;25.50;37.27;44.17;58.64
94.24;46.67;42.75;50.71;25.51;37.27;44.16;58.64
94.21;46.68;42.79;50.70;25.51;37.27;44.15;58.64
94.20;46.67;42.79;50.70;25.51;37.26;44.16;58.65
94.21;46.68;42.79;50.69;25.51;37.29;44.17;58.66
94.21;46.67;42.78;50.68;25.51;37.29;44.16;58.65
94.21;46.67;42.81;50.67;25.50;37.29;44.16;58.64
94.21;46.67;42.81;50.67;25.52;37.29;44.15;58.64
