Baseline1;Baseline2;Chad;Coac;OneLaneIsEnough;ReinforcedGreediness
 12.63; 16.83; 80.03; 74.79; 59.57; 56.15
 12.62; 16.83; 80.03; 74.79; 59.57; 56.15
 12.62; 16.83; 80.03; 74.79; 59.58; 56.15
 12.63; 16.83; 80.03; 74.79; 59.57; 56.16
 12.63; 16.83; 80.02; 74.79; 59.57; 56.15
 12.63; 16.83; 80.02; 74.80; 59.58; 56.15
 12.63; 16.83; 80.01; 74.79; 59.58; 56.16
 12.62; 16.84; 80.01; 74.79; 59.57; 56.16
 12.62; 16.84; 80.01; 74.79; 59.58; 56.16
 12.62; 16.84; 80.01; 74.79; 59.59; 56.16
 12.62; 16.84; 80.01; 74.78; 59.58; 56.16
 12.62; 16.84; 80.01; 74.77; 59.58; 56.17
 12.62; 16.83; 80.02; 74.77; 59.59; 56.17
 12.62; 16.83; 80.01; 74.77; 59.60; 56.16
 12.62; 16.83; 80.00; 74.77; 59.61; 56.16
 12.63; 16.83; 80.01; 74.77; 59.60; 56.17
 12.63; 16.83; 80.01; 74.77; 59.61; 56.17
 12.63; 16.82; 80.00; 74.77; 59.62; 56.16
 12.63; 16.83; 80.00; 74.76; 59.62; 56.17
 12.63; 16.83; 80.00; 74.75; 59.62; 56.18
 12.63; 16.83; 80.00; 74.75; 59.61; 56.17
 12.63; 16.82; 80.00; 74.76; 59.61; 56.17
 12.63; 16.82; 80.01; 74.75; 59.61; 56.18
 12.64; 16.82; 80.01; 74.74; 59.61; 56.18
 12.64; 16.82; 80.01; 74.74; 59.61; 56.19
 12.63; 16.83; 80.01; 74.74; 59.62; 56.17
 12.64; 16.83; 80.01; 74.74; 59.61; 56.17
 12.64; 16.83; 80.01; 74.73; 59.61; 56.18
 12.64; 16.83; 80.00; 74.73; 59.61; 56.18
 12.64; 16.83; 80.01; 74.73; 59.61; 56.18
 12.64; 16.83; 80.01; 74.73; 59.61; 56.18
 12.65; 16.83; 80.01; 74.72; 59.61; 56.18
 12.64; 16.83; 80.01; 74.72; 59.62; 56.18
 12.65; 16.83; 80.01; 74.72; 59.62; 56.18
 12.65; 16.82; 80.00; 74.72; 59.62; 56.18
 12.66; 16.82; 80.01; 74.72; 59.61; 56.18
 12.66; 16.82; 80.00; 74.73; 59.61; 56.18
 12.66; 16.82; 80.00; 74.73; 59.61; 56.18
 12.66; 16.82; 80.00; 74.73; 59.62; 56.18
 12.65; 16.82; 80.01; 74.72; 59.62; 56.18
 12.66; 16.82; 80.01; 74.71; 59.62; 56.19
 12.66; 16.82; 80.01; 74.70; 59.61; 56.19
 12.66; 16.82; 80.02; 74.70; 59.61; 56.20
 12.66; 16.82; 80.02; 74.70; 59.60; 56.20
 12.66; 16.82; 80.02; 74.70; 59.60; 56.20
 12.66; 16.82; 80.02; 74.71; 59.59; 56.20
 12.65; 16.82; 80.03; 74.71; 59.59; 56.20
 12.65; 16.82; 80.03; 74.71; 59.59; 56.19
 12.66; 16.82; 80.03; 74.71; 59.58; 56.20
 12.66; 16.82; 80.04; 74.70; 59.58; 56.20
 12.66; 16.82; 80.03; 74.70; 59.59; 56.20
 12.66; 16.82; 80.03; 74.70; 59.59; 56.20
 12.66; 16.82; 80.03; 74.70; 59.59; 56.20
 12.66; 16.82; 80.04; 74.69; 59.59; 56.20
 12.66; 16.82; 80.04; 74.69; 59.59; 56.21
 12.66; 16.82; 80.04; 74.69; 59.59; 56.20
 12.66; 16.81; 80.05; 74.68; 59.59; 56.21
 12.66; 16.81; 80.05; 74.69; 59.58; 56.21
 12.66; 16.81; 80.06; 74.69; 59.58; 56.21
 12.67; 16.81; 80.06; 74.69; 59.58; 56.20
 12.67; 16.81; 80.06; 74.68; 59.57; 56.21
 12.66; 16.81; 80.06; 74.68; 59.57; 56.21
 12.67; 16.80; 80.06; 74.68; 59.56; 56.22
 12.67; 16.81; 80.06; 74.69; 59.57; 56.21
 12.67; 16.81; 80.07; 74.68; 59.56; 56.22
 12.67; 16.81; 80.07; 74.68; 59.55; 56.22
 12.67; 16.81; 80.07; 74.68; 59.55; 56.21
 12.67; 16.81; 80.07; 74.68; 59.56; 56.21
 12.67; 16.81; 80.08; 74.68; 59.55; 56.21
 12.67; 16.81; 80.08; 74.68; 59.55; 56.21
 12.67; 16.81; 80.08; 74.68; 59.54; 56.21
 12.67; 16.81; 80.08; 74.68; 59.55; 56.20
 12.68; 16.81; 80.08; 74.68; 59.55; 56.21
 12.68; 16.82; 80.08; 74.68; 59.54; 56.21
 12.67; 16.82; 80.08; 74.67; 59.54; 56.21
 12.67; 16.82; 80.09; 74.68; 59.54; 56.20
 12.67; 16.82; 80.09; 74.67; 59.54; 56.21
 12.67; 16.83; 80.10; 74.66; 59.53; 56.21
 12.67; 16.83; 80.09; 74.66; 59.54; 56.21
 12.67; 16.83; 80.09; 74.67; 59.54; 56.21
 12.67; 16.83; 80.08; 74.66; 59.55; 56.20
 12.68; 16.82; 80.08; 74.67; 59.55; 56.20
 12.68; 16.82; 80.08; 74.68; 59.55; 56.19
 12.68; 16.81; 80.08; 74.68; 59.56; 56.19
 12.69; 16.81; 80.07; 74.68; 59.56; 56.19
 12.69; 16.80; 80.07; 74.68; 59.56; 56.20
 12.69; 16.80; 80.07; 74.68; 59.57; 56.19
 12.69; 16.80; 80.07; 74.68; 59.57; 56.19
 12.69; 16.81; 80.06; 74.68; 59.57; 56.19
 12.68; 16.81; 80.06; 74.68; 59.57; 56.19
 12.69; 16.80; 80.07; 74.68; 59.58; 56.19
 12.69; 16.80; 80.07; 74.68; 59.58; 56.19
 12.69; 16.81; 80.07; 74.68; 59.58; 56.18
 12.69; 16.80; 80.07; 74.69; 59.58; 56.17
 12.69; 16.80; 80.07; 74.68; 59.58; 56.17
 12.69; 16.80; 80.06; 74.69; 59.58; 56.18
 12.69; 16.80; 80.06; 74.68; 59.59; 56.17
 12.69; 16.80; 80.06; 74.68; 59.58; 56.17
 12.69; 16.81; 80.06; 74.68; 59.58; 56.18
 12.69; 16.81; 80.05; 74.69; 59.58; 56.17
 12.69; 16.82; 80.05; 74.69; 59.59; 56.17
 12.69; 16.81; 80.04; 74.69; 59.60; 56.17
 12.68; 16.81; 80.05; 74.70; 59.59; 56.17
 12.69; 16.81; 80.04; 74.70; 59.60; 56.17
 12.69; 16.81; 80.03; 74.70; 59.60; 56.17
 12.69; 16.81; 80.04; 74.70; 59.60; 56.17
 12.69; 16.81; 80.03; 74.71; 59.59; 56.17
 12.69; 16.81; 80.03; 74.70; 59.60; 56.18
 12.69; 16.81; 80.03; 74.70; 59.60; 56.18
 12.69; 16.81; 80.03; 74.69; 59.60; 56.18
 12.68; 16.81; 80.04; 74.69; 59.59; 56.19
 12.68; 16.81; 80.04; 74.69; 59.60; 56.19
 12.68; 16.81; 80.03; 74.69; 59.60; 56.18
 12.68; 16.81; 80.03; 74.69; 59.60; 56.19
 12.68; 16.81; 80.03; 74.69; 59.60; 56.19
 12.68; 16.81; 80.03; 74.69; 59.60; 56.19
 12.69; 16.80; 80.03; 74.69; 59.61; 56.19
 12.69; 16.80; 80.02; 74.70; 59.61; 56.18
 12.69; 16.81; 80.02; 74.69; 59.61; 56.18
 12.69; 16.80; 80.02; 74.69; 59.62; 56.19
 12.69; 16.80; 80.02; 74.69; 59.61; 56.19
 12.69; 16.80; 80.02; 74.69; 59.62; 56.19
 12.69; 16.80; 80.02; 74.69; 59.61; 56.19
 12.69; 16.80; 80.03; 74.68; 59.61; 56.20
 12.68; 16.80; 80.03; 74.68; 59.61; 56.20
 12.68; 16.81; 80.03; 74.68; 59.60; 56.20
 12.68; 16.81; 80.02; 74.69; 59.60; 56.19
 12.68; 16.81; 80.03; 74.68; 59.60; 56.20
 12.68; 16.81; 80.03; 74.69; 59.60; 56.19
 12.69; 16.81; 80.03; 74.68; 59.60; 56.19
 12.69; 16.82; 80.03; 74.69; 59.59; 56.19
 12.69; 16.81; 80.03; 74.68; 59.60; 56.19
 12.69; 16.81; 80.04; 74.68; 59.60; 56.19
 12.69; 16.81; 80.03; 74.67; 59.60; 56.19
 12.69; 16.82; 80.03; 74.67; 59.60; 56.19
 12.69; 16.82; 80.04; 74.67; 59.59; 56.20
 12.69; 16.82; 80.04; 74.67; 59.59; 56.20
 12.70; 16.81; 80.04; 74.67; 59.59; 56.20
 12.70; 16.81; 80.04; 74.67; 59.58; 56.20
 12.70; 16.82; 80.04; 74.66; 59.58; 56.20
 12.70; 16.81; 80.05; 74.65; 59.58; 56.21
 12.71; 16.81; 80.04; 74.66; 59.57; 56.21
 12.70; 16.81; 80.05; 74.66; 59.57; 56.21
 12.70; 16.81; 80.04; 74.66; 59.57; 56.22
 12.70; 16.81; 80.03; 74.66; 59.57; 56.22
 12.70; 16.81; 80.04; 74.66; 59.57; 56.22
 12.70; 16.81; 80.04; 74.66; 59.56; 56.22
 12.70; 16.80; 80.04; 74.66; 59.56; 56.23
 12.70; 16.81; 80.04; 74.66; 59.56; 56.23
 12.71; 16.80; 80.04; 74.65; 59.56; 56.23
 12.71; 16.80; 80.04; 74.66; 59.56; 56.23
 12.71; 16.80; 80.04; 74.65; 59.56; 56.23
 12.71; 16.80; 80.04; 74.65; 59.57; 56.24
 12.70; 16.80; 80.05; 74.64; 59.56; 56.24
 12.70; 16.80; 80.05; 74.65; 59.56; 56.24
 12.70; 16.80; 80.04; 74.65; 59.57; 56.24
 12.70; 16.80; 80.05; 74.64; 59.57; 56.24
 12.70; 16.80; 80.05; 74.64; 59.57; 56.24
 12.70; 16.80; 80.05; 74.64; 59.56; 56.24
 12.71; 16.79; 80.05; 74.65; 59.56; 56.25
 12.70; 16.79; 80.04; 74.65; 59.56; 56.24
 12.71; 16.79; 80.04; 74.66; 59.55; 56.25
 12.71; 16.79; 80.05; 74.66; 59.55; 56.24
 12.71; 16.79; 80.04; 74.67; 59.55; 56.25
 12.70; 16.79; 80.04; 74.67; 59.55; 56.24
 12.71; 16.79; 80.05; 74.67; 59.54; 56.24
 12.71; 16.79; 80.05; 74.66; 59.54; 56.24
 12.71; 16.79; 80.05; 74.67; 59.54; 56.24
 12.71; 16.79; 80.05; 74.67; 59.54; 56.24
 12.71; 16.79; 80.04; 74.67; 59.54; 56.25
 12.71; 16.79; 80.05; 74.66; 59.54; 56.24
 12.71; 16.78; 80.05; 74.66; 59.55; 56.25
 12.71; 16.79; 80.05; 74.66; 59.55; 56.24
 12.71; 16.78; 80.05; 74.65; 59.56; 56.24
 12.71; 16.79; 80.06; 74.65; 59.55; 56.25
 12.70; 16.79; 80.05; 74.65; 59.56; 56.25
 12.70; 16.79; 80.05; 74.65; 59.56; 56.25
 12.70; 16.79; 80.05; 74.65; 59.56; 56.25
 12.70; 16.79; 80.06; 74.64; 59.56; 56.25
 12.69; 16.79; 80.05; 74.65; 59.57; 56.25
 12.69; 16.79; 80.05; 74.65; 59.57; 56.25
 12.69; 16.79; 80.05; 74.65; 59.57; 56.25
 12.69; 16.79; 80.05; 74.64; 59.58; 56.26
 12.68; 16.79; 80.05; 74.64; 59.58; 56.25
 12.68; 16.79; 80.05; 74.65; 59.58; 56.25
 12.69; 16.79; 80.05; 74.65; 59.58; 56.24
 12.69; 16.79; 80.05; 74.65; 59.57; 56.24
 12.69; 16.79; 80.05; 74.66; 59.57; 56.24
 12.69; 16.79; 80.05; 74.66; 59.57; 56.24
 12.69; 16.79; 80.05; 74.66; 59.58; 56.24
 12.69; 16.78; 80.05; 74.65; 59.58; 56.24
 12.69; 16.78; 80.05; 74.66; 59.58; 56.24
 12.68; 16.78; 80.04; 74.67; 59.58; 56.24
 12.69; 16.78; 80.04; 74.67; 59.59; 56.24
 12.69; 16.78; 80.04; 74.67; 59.58; 56.24
 12.69; 16.77; 80.03; 74.67; 59.59; 56.24
 12.69; 16.78; 80.03; 74.67; 59.59; 56.24
 12.69; 16.78; 80.03; 74.67; 59.59; 56.24
 12.69; 16.77; 80.03; 74.67; 59.59; 56.24
 12.69; 16.78; 80.03; 74.67; 59.60; 56.24
 12.70; 16.77; 80.03; 74.66; 59.60; 56.24
 12.70; 16.77; 80.03; 74.66; 59.60; 56.25
 12.70; 16.77; 80.03; 74.66; 59.59; 56.25
 12.70; 16.77; 80.03; 74.66; 59.59; 56.25
 12.71; 16.77; 80.03; 74.64; 59.59; 56.25
 12.71; 16.77; 80.03; 74.64; 59.59; 56.25
 12.71; 16.77; 80.04; 74.64; 59.59; 56.25
 12.72; 16.76; 80.04; 74.64; 59.60; 56.24
 12.72; 16.76; 80.04; 74.63; 59.60; 56.25
 12.71; 16.76; 80.04; 74.64; 59.60; 56.25
 12.72; 16.76; 80.04; 74.63; 59.60; 56.24
 12.71; 16.76; 80.05; 74.63; 59.60; 56.25
 12.71; 16.76; 80.05; 74.63; 59.60; 56.25
 12.71; 16.77; 80.05; 74.63; 59.59; 56.25
 12.72; 16.76; 80.05; 74.64; 59.59; 56.24
 12.72; 16.76; 80.04; 74.64; 59.60; 56.24
 12.73; 16.76; 80.05; 74.64; 59.59; 56.24
 12.73; 16.77; 80.05; 74.64; 59.59; 56.23
 12.73; 16.77; 80.04; 74.64; 59.58; 56.23
 12.73; 16.76; 80.04; 74.64; 59.58; 56.25
 12.74; 16.76; 80.04; 74.64; 59.57; 56.25
 12.74; 16.77; 80.04; 74.64; 59.57; 56.25
 12.74; 16.76; 80.04; 74.64; 59.56; 56.25
 12.74; 16.76; 80.04; 74.64; 59.57; 56.25
 12.74; 16.76; 80.04; 74.63; 59.57; 56.25
 12.74; 16.76; 80.04; 74.63; 59.57; 56.25
 12.75; 16.76; 80.04; 74.63; 59.57; 56.25
 12.75; 16.76; 80.04; 74.62; 59.57; 56.25
 12.76; 16.75; 80.04; 74.61; 59.57; 56.26
 12.76; 16.75; 80.04; 74.61; 59.57; 56.26
 12.76; 16.75; 80.04; 74.62; 59.57; 56.26
 12.76; 16.75; 80.04; 74.61; 59.57; 56.27
 12.77; 16.75; 80.04; 74.61; 59.56; 56.28
 12.76; 16.74; 80.05; 74.60; 59.56; 56.28
 12.76; 16.74; 80.05; 74.60; 59.57; 56.28
 12.77; 16.74; 80.04; 74.60; 59.57; 56.28
 12.77; 16.73; 80.05; 74.59; 59.57; 56.29
 12.77; 16.74; 80.04; 74.60; 59.57; 56.28
 12.77; 16.74; 80.05; 74.60; 59.57; 56.28
 12.77; 16.74; 80.05; 74.59; 59.57; 56.28
 12.77; 16.74; 80.05; 74.59; 59.58; 56.27
 12.77; 16.74; 80.05; 74.59; 59.57; 56.27
 12.78; 16.74; 80.05; 74.59; 59.58; 56.27
 12.77; 16.74; 80.05; 74.59; 59.57; 56.27
 12.78; 16.74; 80.06; 74.59; 59.58; 56.26
 12.78; 16.74; 80.06; 74.58; 59.58; 56.27
 12.78; 16.74; 80.05; 74.58; 59.58; 56.26
 12.78; 16.74; 80.05; 74.58; 59.59; 56.26
 12.78; 16.74; 80.05; 74.59; 59.59; 56.25
 12.78; 16.74; 80.05; 74.58; 59.58; 56.26
 12.77; 16.75; 80.05; 74.58; 59.59; 56.26
 12.77; 16.74; 80.05; 74.58; 59.59; 56.26
 12.77; 16.74; 80.05; 74.59; 59.59; 56.26
 12.77; 16.75; 80.05; 74.59; 59.59; 56.26
 12.77; 16.74; 80.05; 74.59; 59.59; 56.25
 12.78; 16.74; 80.05; 74.58; 59.59; 56.26
 12.78; 16.73; 80.06; 74.58; 59.60; 56.25
 12.78; 16.73; 80.06; 74.58; 59.59; 56.25
 12.78; 16.74; 80.05; 74.58; 59.59; 56.25
 12.78; 16.74; 80.05; 74.59; 59.59; 56.25
 12.78; 16.75; 80.05; 74.59; 59.59; 56.24
 12.78; 16.75; 80.05; 74.58; 59.58; 56.25
 12.78; 16.76; 80.05; 74.58; 59.59; 56.25
 12.78; 16.76; 80.04; 74.59; 59.59; 56.25
 12.78; 16.75; 80.04; 74.59; 59.60; 56.25
 12.78; 16.75; 80.04; 74.60; 59.60; 56.24
 12.78; 16.76; 80.03; 74.60; 59.60; 56.24
 12.78; 16.76; 80.03; 74.60; 59.60; 56.24
 12.78; 16.75; 80.02; 74.61; 59.60; 56.23
 12.79; 16.75; 80.03; 74.61; 59.60; 56.23
 12.79; 16.75; 80.03; 74.61; 59.60; 56.22
 12.78; 16.75; 80.02; 74.62; 59.60; 56.22
 12.79; 16.75; 80.02; 74.63; 59.60; 56.21
 12.79; 16.75; 80.03; 74.62; 59.59; 56.22
 12.79; 16.75; 80.03; 74.63; 59.59; 56.22
 12.79; 16.75; 80.03; 74.62; 59.58; 56.22
 12.79; 16.75; 80.04; 74.62; 59.59; 56.22
 12.80; 16.75; 80.03; 74.62; 59.59; 56.22
 12.80; 16.75; 80.03; 74.62; 59.59; 56.22
 12.80; 16.75; 80.03; 74.62; 59.59; 56.22
 12.79; 16.75; 80.03; 74.63; 59.58; 56.22
 12.79; 16.75; 80.02; 74.63; 59.59; 56.22
 12.79; 16.75; 80.03; 74.63; 59.58; 56.22
 12.79; 16.74; 80.02; 74.63; 59.59; 56.22
 12.79; 16.75; 80.02; 74.64; 59.59; 56.22
 12.79; 16.75; 80.02; 74.63; 59.60; 56.21
 12.79; 16.74; 80.03; 74.64; 59.59; 56.21
 12.79; 16.75; 80.02; 74.64; 59.59; 56.21
 12.79; 16.75; 80.02; 74.65; 59.59; 56.20
 12.79; 16.74; 80.02; 74.65; 59.60; 56.20
 12.80; 16.74; 80.02; 74.65; 59.60; 56.20
 12.80; 16.74; 80.01; 74.65; 59.61; 56.19
 12.80; 16.74; 80.01; 74.64; 59.61; 56.19
 12.79; 16.75; 80.01; 74.64; 59.61; 56.20
 12.80; 16.74; 80.01; 74.64; 59.61; 56.20
 12.79; 16.74; 80.01; 74.64; 59.62; 56.20
 12.79; 16.74; 80.01; 74.64; 59.61; 56.20
 12.79; 16.74; 80.01; 74.65; 59.62; 56.20
 12.80; 16.73; 80.01; 74.64; 59.62; 56.20
 12.79; 16.74; 80.01; 74.65; 59.61; 56.20
 12.80; 16.74; 80.00; 74.65; 59.61; 56.21
 12.80; 16.73; 80.00; 74.65; 59.61; 56.21
 12.80; 16.73; 80.00; 74.64; 59.62; 56.22
 12.80; 16.73; 79.99; 74.64; 59.63; 56.21
 12.80; 16.74; 79.99; 74.64; 59.62; 56.21
 12.79; 16.74; 79.99; 74.64; 59.62; 56.22
 12.80; 16.73; 79.99; 74.64; 59.63; 56.22
 12.79; 16.73; 79.99; 74.63; 59.63; 56.22
 12.79; 16.73; 79.99; 74.64; 59.63; 56.22
 12.79; 16.73; 79.99; 74.64; 59.63; 56.22
 12.79; 16.73; 79.99; 74.64; 59.63; 56.22
 12.79; 16.73; 79.99; 74.64; 59.63; 56.22
 12.79; 16.73; 79.99; 74.64; 59.62; 56.22
 12.79; 16.73; 80.00; 74.64; 59.62; 56.23
 12.78; 16.73; 80.00; 74.64; 59.62; 56.23
 12.78; 16.73; 80.00; 74.64; 59.62; 56.22
 12.79; 16.73; 80.00; 74.64; 59.63; 56.22
 12.78; 16.73; 80.00; 74.64; 59.64; 56.22
 12.78; 16.72; 80.00; 74.64; 59.64; 56.22
 12.78; 16.73; 79.99; 74.64; 59.64; 56.22
 12.78; 16.73; 79.99; 74.64; 59.64; 56.22
 12.78; 16.73; 79.99; 74.63; 59.64; 56.23
 12.77; 16.73; 79.99; 74.63; 59.65; 56.23
 12.78; 16.72; 79.99; 74.62; 59.65; 56.24
 12.78; 16.72; 79.99; 74.63; 59.64; 56.24
 12.78; 16.73; 79.99; 74.63; 59.64; 56.24
 12.78; 16.72; 79.99; 74.63; 59.64; 56.24
 12.78; 16.72; 79.99; 74.62; 59.64; 56.24
 12.78; 16.73; 79.99; 74.63; 59.64; 56.23
 12.78; 16.73; 80.00; 74.62; 59.63; 56.24
 12.78; 16.73; 79.99; 74.62; 59.63; 56.24
 12.79; 16.73; 79.99; 74.62; 59.63; 56.24
 12.79; 16.73; 79.99; 74.62; 59.63; 56.24
 12.79; 16.73; 80.00; 74.61; 59.62; 56.25
 12.79; 16.73; 80.00; 74.61; 59.62; 56.26
 12.79; 16.73; 79.99; 74.60; 59.63; 56.26
 12.79; 16.73; 79.99; 74.60; 59.62; 56.26
 12.79; 16.73; 80.00; 74.60; 59.62; 56.26
 12.79; 16.73; 80.00; 74.60; 59.62; 56.26
 12.79; 16.73; 80.00; 74.60; 59.61; 56.27
 12.79; 16.73; 80.00; 74.61; 59.62; 56.26
 12.79; 16.73; 80.00; 74.61; 59.61; 56.27
 12.79; 16.73; 80.00; 74.60; 59.61; 56.27
 12.79; 16.73; 80.00; 74.59; 59.61; 56.28
 12.79; 16.74; 80.00; 74.59; 59.61; 56.28
 12.79; 16.74; 80.00; 74.58; 59.61; 56.27
 12.79; 16.73; 80.01; 74.57; 59.61; 56.28
 12.80; 16.74; 80.00; 74.57; 59.61; 56.28
 12.79; 16.74; 80.01; 74.57; 59.61; 56.28
 12.80; 16.74; 80.00; 74.57; 59.61; 56.28
 12.81; 16.73; 80.00; 74.57; 59.60; 56.28
 12.81; 16.73; 80.01; 74.57; 59.60; 56.29
 12.81; 16.73; 80.01; 74.57; 59.59; 56.29
 12.81; 16.73; 80.01; 74.57; 59.59; 56.29
 12.81; 16.73; 80.00; 74.58; 59.59; 56.29
 12.82; 16.73; 80.00; 74.57; 59.59; 56.29
 12.82; 16.73; 80.00; 74.57; 59.60; 56.29
 12.82; 16.73; 80.00; 74.57; 59.60; 56.28
 12.82; 16.73; 79.99; 74.57; 59.60; 56.28
 12.83; 16.72; 79.99; 74.57; 59.60; 56.29
 12.83; 16.73; 79.99; 74.57; 59.60; 56.28
 12.83; 16.73; 79.99; 74.57; 59.60; 56.29
 12.83; 16.72; 79.99; 74.57; 59.59; 56.29
 12.83; 16.72; 79.99; 74.57; 59.60; 56.29
 12.83; 16.73; 79.99; 74.56; 59.60; 56.29
 12.83; 16.73; 79.99; 74.56; 59.60; 56.30
 12.83; 16.72; 79.99; 74.56; 59.60; 56.30
 12.84; 16.72; 79.99; 74.57; 59.59; 56.29
 12.83; 16.73; 79.99; 74.57; 59.59; 56.29
 12.83; 16.73; 79.99; 74.57; 59.59; 56.29
 12.84; 16.73; 79.99; 74.57; 59.58; 56.30
 12.84; 16.73; 79.99; 74.57; 59.58; 56.30
 12.83; 16.74; 79.99; 74.57; 59.57; 56.30
 12.83; 16.74; 79.99; 74.56; 59.57; 56.30
 12.83; 16.74; 79.99; 74.57; 59.57; 56.30
 12.84; 16.74; 79.99; 74.57; 59.57; 56.30
 12.84; 16.74; 79.98; 74.57; 59.56; 56.30
 12.84; 16.74; 79.99; 74.57; 59.56; 56.30
 12.84; 16.74; 79.99; 74.57; 59.55; 56.30
 12.84; 16.75; 79.98; 74.57; 59.56; 56.30
 12.85; 16.74; 79.98; 74.56; 59.56; 56.31
 12.84; 16.74; 79.98; 74.56; 59.57; 56.31
 12.85; 16.74; 79.99; 74.56; 59.56; 56.31
 12.85; 16.73; 79.98; 74.56; 59.57; 56.30
 12.85; 16.74; 79.98; 74.56; 59.57; 56.31
 12.85; 16.73; 79.99; 74.56; 59.57; 56.31
 12.86; 16.73; 79.99; 74.56; 59.55; 56.31
 12.86; 16.73; 79.99; 74.56; 59.56; 56.31
 12.87; 16.73; 79.99; 74.55; 59.55; 56.31
 12.86; 16.73; 79.98; 74.55; 59.56; 56.32
 12.87; 16.73; 79.98; 74.55; 59.55; 56.32
 12.87; 16.73; 79.98; 74.56; 59.55; 56.31
 12.87; 16.73; 79.99; 74.56; 59.55; 56.31
 12.87; 16.73; 79.99; 74.55; 59.55; 56.31
 12.87; 16.73; 79.99; 74.54; 59.55; 56.32
 12.87; 16.73; 79.99; 74.54; 59.55; 56.32
 12.87; 16.72; 80.00; 74.54; 59.55; 56.32
 12.87; 16.72; 79.99; 74.54; 59.55; 56.32
 12.88; 16.72; 79.99; 74.54; 59.54; 56.33
 12.88; 16.72; 79.99; 74.54; 59.54; 56.33
 12.88; 16.72; 79.99; 74.55; 59.54; 56.32
 12.87; 16.72; 79.99; 74.54; 59.55; 56.33
 12.87; 16.72; 80.00; 74.54; 59.54; 56.33
 12.87; 16.71; 80.00; 74.54; 59.55; 56.33
 12.87; 16.71; 80.00; 74.54; 59.55; 56.33
 12.87; 16.71; 79.99; 74.53; 59.55; 56.34
 12.87; 16.72; 79.99; 74.54; 59.55; 56.34
 12.87; 16.72; 79.99; 74.54; 59.55; 56.34
 12.87; 16.72; 79.99; 74.55; 59.55; 56.33
 12.86; 16.72; 79.99; 74.54; 59.55; 56.34
 12.86; 16.72; 79.99; 74.54; 59.55; 56.34
 12.86; 16.72; 79.99; 74.54; 59.54; 56.35
 12.86; 16.72; 79.99; 74.54; 59.54; 56.34
 12.86; 16.72; 79.99; 74.54; 59.54; 56.34
 12.86; 16.72; 79.99; 74.54; 59.54; 56.35
 12.86; 16.72; 80.00; 74.55; 59.54; 56.34
 12.86; 16.71; 80.00; 74.55; 59.54; 56.34
 12.86; 16.71; 79.99; 74.55; 59.54; 56.34
 12.86; 16.72; 80.00; 74.55; 59.54; 56.34
 12.86; 16.72; 79.99; 74.55; 59.54; 56.34
 12.86; 16.72; 79.99; 74.56; 59.54; 56.34
 12.86; 16.72; 79.99; 74.56; 59.53; 56.34
 12.87; 16.72; 79.99; 74.56; 59.52; 56.34
 12.87; 16.71; 79.99; 74.56; 59.52; 56.34
 12.87; 16.71; 79.99; 74.56; 59.52; 56.34
 12.88; 16.72; 79.98; 74.56; 59.52; 56.35
 12.88; 16.71; 79.99; 74.56; 59.50; 56.35
 12.89; 16.71; 79.99; 74.57; 59.50; 56.35
 12.88; 16.72; 79.99; 74.57; 59.50; 56.35
 12.88; 16.72; 79.99; 74.56; 59.51; 56.35
 12.88; 16.72; 79.99; 74.56; 59.51; 56.35
 12.88; 16.72; 79.99; 74.56; 59.51; 56.35
 12.88; 16.71; 79.99; 74.56; 59.51; 56.35
 12.87; 16.72; 79.99; 74.56; 59.51; 56.35
 12.88; 16.72; 79.99; 74.56; 59.51; 56.35
 12.87; 16.72; 79.99; 74.57; 59.51; 56.35
 12.87; 16.72; 79.99; 74.57; 59.51; 56.34
 12.87; 16.72; 79.99; 74.57; 59.52; 56.34
 12.86; 16.72; 79.99; 74.57; 59.53; 56.34
 12.87; 16.72; 79.99; 74.57; 59.52; 56.33
 12.87; 16.72; 79.99; 74.57; 59.51; 56.33
 12.87; 16.72; 79.99; 74.57; 59.52; 56.33
 12.87; 16.72; 79.99; 74.57; 59.52; 56.33
 12.87; 16.71; 79.99; 74.57; 59.52; 56.33
 12.87; 16.71; 79.99; 74.57; 59.52; 56.33
 12.88; 16.71; 79.99; 74.58; 59.52; 56.33
 12.87; 16.70; 80.00; 74.57; 59.52; 56.33
 12.88; 16.70; 80.00; 74.57; 59.52; 56.33
 12.88; 16.70; 80.00; 74.57; 59.52; 56.33
 12.88; 16.70; 80.00; 74.57; 59.53; 56.32
 12.88; 16.69; 80.00; 74.57; 59.54; 56.33
 12.87; 16.70; 80.00; 74.57; 59.53; 56.33
 12.88; 16.69; 80.00; 74.56; 59.53; 56.34
 12.88; 16.69; 80.00; 74.56; 59.54; 56.33
 12.88; 16.69; 80.00; 74.56; 59.53; 56.34
 12.88; 16.69; 80.00; 74.56; 59.54; 56.33
 12.88; 16.69; 80.01; 74.55; 59.54; 56.33
 12.88; 16.69; 80.01; 74.55; 59.53; 56.33
 12.88; 16.69; 80.01; 74.56; 59.54; 56.33
 12.88; 16.69; 80.01; 74.56; 59.53; 56.34
 12.88; 16.68; 80.01; 74.57; 59.53; 56.33
 12.88; 16.68; 80.01; 74.56; 59.54; 56.33
 12.88; 16.68; 80.01; 74.56; 59.55; 56.33
 12.87; 16.68; 80.01; 74.56; 59.55; 56.33
 12.87; 16.68; 80.01; 74.56; 59.54; 56.33
