Baseline1;Baseline2;Chad;Coac;OneLaneIsEnough;ReinforcedGreediness
 12.60; 16.75; 80.21; 74.77; 59.46; 56.20
 12.60; 16.76; 80.21; 74.77; 59.46; 56.20
 12.60; 16.76; 80.20; 74.77; 59.46; 56.20
 12.60; 16.76; 80.21; 74.78; 59.46; 56.19
 12.61; 16.76; 80.21; 74.78; 59.46; 56.19
 12.61; 16.76; 80.21; 74.77; 59.46; 56.19
 12.61; 16.76; 80.20; 74.77; 59.47; 56.19
 12.61; 16.76; 80.20; 74.78; 59.47; 56.18
 12.61; 16.75; 80.20; 74.77; 59.47; 56.18
 12.61; 16.77; 80.21; 74.76; 59.46; 56.19
 12.61; 16.78; 80.21; 74.76; 59.46; 56.18
 12.61; 16.77; 80.21; 74.77; 59.46; 56.18
 12.62; 16.77; 80.22; 74.76; 59.46; 56.18
 12.61; 16.78; 80.22; 74.75; 59.46; 56.19
 12.61; 16.78; 80.21; 74.75; 59.46; 56.18
 12.61; 16.78; 80.21; 74.75; 59.47; 56.18
 12.61; 16.78; 80.22; 74.75; 59.47; 56.18
 12.61; 16.78; 80.22; 74.74; 59.46; 56.18
 12.61; 16.79; 80.22; 74.74; 59.46; 56.19
 12.61; 16.78; 80.22; 74.75; 59.46; 56.18
 12.61; 16.78; 80.22; 74.74; 59.47; 56.18
 12.61; 16.79; 80.22; 74.74; 59.46; 56.19
 12.61; 16.79; 80.22; 74.74; 59.46; 56.18
 12.61; 16.79; 80.21; 74.75; 59.46; 56.18
 12.61; 16.79; 80.22; 74.74; 59.46; 56.18
 12.63; 16.79; 80.22; 74.74; 59.47; 56.16
 12.63; 16.78; 80.22; 74.75; 59.47; 56.16
 12.63; 16.78; 80.21; 74.75; 59.47; 56.16
 12.64; 16.77; 80.21; 74.75; 59.46; 56.16
 12.64; 16.77; 80.21; 74.76; 59.46; 56.16
 12.64; 16.76; 80.21; 74.76; 59.47; 56.16
 12.64; 16.77; 80.20; 74.76; 59.48; 56.15
 12.64; 16.76; 80.20; 74.75; 59.49; 56.15
 12.65; 16.76; 80.21; 74.75; 59.48; 56.15
 12.64; 16.76; 80.21; 74.75; 59.49; 56.15
 12.64; 16.77; 80.21; 74.75; 59.49; 56.15
 12.64; 16.76; 80.22; 74.74; 59.48; 56.16
 12.64; 16.75; 80.22; 74.74; 59.48; 56.16
 12.64; 16.75; 80.22; 74.75; 59.48; 56.16
 12.64; 16.75; 80.21; 74.75; 59.49; 56.16
 12.65; 16.75; 80.21; 74.74; 59.49; 56.16
 12.66; 16.75; 80.21; 74.74; 59.48; 56.16
 12.65; 16.75; 80.22; 74.73; 59.48; 56.16
 12.65; 16.75; 80.22; 74.74; 59.48; 56.16
 12.65; 16.76; 80.22; 74.74; 59.48; 56.16
 12.65; 16.76; 80.22; 74.74; 59.47; 56.16
 12.65; 16.76; 80.21; 74.74; 59.48; 56.16
 12.65; 16.76; 80.21; 74.74; 59.48; 56.16
 12.65; 16.75; 80.22; 74.74; 59.48; 56.16
 12.66; 16.75; 80.22; 74.75; 59.47; 56.15
 12.65; 16.75; 80.22; 74.74; 59.49; 56.15
 12.65; 16.76; 80.22; 74.74; 59.48; 56.15
 12.66; 16.76; 80.22; 74.73; 59.48; 56.16
 12.66; 16.76; 80.22; 74.74; 59.47; 56.15
 12.66; 16.75; 80.21; 74.74; 59.47; 56.15
 12.66; 16.75; 80.21; 74.74; 59.48; 56.16
 12.67; 16.74; 80.22; 74.74; 59.47; 56.16
 12.67; 16.74; 80.22; 74.75; 59.47; 56.16
 12.68; 16.73; 80.21; 74.75; 59.48; 56.15
 12.67; 16.74; 80.22; 74.74; 59.48; 56.15
 12.68; 16.73; 80.22; 74.74; 59.48; 56.16
 12.68; 16.73; 80.22; 74.75; 59.47; 56.16
 12.68; 16.72; 80.22; 74.75; 59.47; 56.15
 12.68; 16.72; 80.22; 74.75; 59.47; 56.16
 12.68; 16.72; 80.22; 74.75; 59.46; 56.17
 12.69; 16.72; 80.22; 74.74; 59.45; 56.18
 12.69; 16.72; 80.22; 74.74; 59.45; 56.18
 12.69; 16.71; 80.22; 74.74; 59.45; 56.19
 12.69; 16.71; 80.22; 74.75; 59.45; 56.18
 12.69; 16.71; 80.23; 74.74; 59.44; 56.19
 12.69; 16.70; 80.23; 74.74; 59.44; 56.19
 12.70; 16.70; 80.23; 74.73; 59.46; 56.19
 12.70; 16.70; 80.23; 74.74; 59.46; 56.18
 12.69; 16.70; 80.23; 74.73; 59.45; 56.19
 12.70; 16.69; 80.24; 74.73; 59.45; 56.19
 12.70; 16.69; 80.24; 74.73; 59.45; 56.20
 12.71; 16.69; 80.24; 74.72; 59.45; 56.19
 12.71; 16.69; 80.25; 74.72; 59.45; 56.19
 12.71; 16.69; 80.25; 74.72; 59.44; 56.19
 12.72; 16.68; 80.25; 74.73; 59.44; 56.18
 12.71; 16.68; 80.25; 74.72; 59.44; 56.19
 12.71; 16.69; 80.25; 74.72; 59.43; 56.20
 12.71; 16.69; 80.25; 74.71; 59.43; 56.20
 12.71; 16.69; 80.25; 74.71; 59.44; 56.20
 12.71; 16.69; 80.25; 74.71; 59.44; 56.21
 12.71; 16.69; 80.25; 74.70; 59.44; 56.21
 12.70; 16.70; 80.24; 74.71; 59.45; 56.20
 12.70; 16.69; 80.24; 74.70; 59.45; 56.21
 12.70; 16.69; 80.24; 74.71; 59.46; 56.20
 12.70; 16.69; 80.25; 74.70; 59.46; 56.21
 12.69; 16.69; 80.25; 74.70; 59.46; 56.20
 12.70; 16.69; 80.25; 74.70; 59.45; 56.21
 12.71; 16.68; 80.24; 74.71; 59.45; 56.21
 12.71; 16.68; 80.25; 74.70; 59.45; 56.21
 12.72; 16.68; 80.24; 74.70; 59.45; 56.22
 12.72; 16.67; 80.24; 74.70; 59.45; 56.21
 12.72; 16.68; 80.24; 74.70; 59.46; 56.20
 12.72; 16.68; 80.25; 74.69; 59.46; 56.21
 12.73; 16.68; 80.24; 74.69; 59.45; 56.21
 12.72; 16.68; 80.24; 74.69; 59.45; 56.21
 12.73; 16.68; 80.24; 74.70; 59.45; 56.20
 12.73; 16.67; 80.24; 74.70; 59.45; 56.20
 12.73; 16.68; 80.25; 74.70; 59.45; 56.21
 12.72; 16.67; 80.24; 74.70; 59.46; 56.20
 12.73; 16.67; 80.24; 74.71; 59.46; 56.19
 12.73; 16.68; 80.25; 74.70; 59.46; 56.19
 12.72; 16.68; 80.24; 74.70; 59.46; 56.19
 12.72; 16.68; 80.24; 74.70; 59.47; 56.20
 12.72; 16.67; 80.24; 74.69; 59.47; 56.20
 12.73; 16.67; 80.25; 74.69; 59.46; 56.20
 12.73; 16.68; 80.25; 74.69; 59.47; 56.19
 12.73; 16.68; 80.25; 74.69; 59.46; 56.19
 12.73; 16.69; 80.25; 74.68; 59.46; 56.19
 12.73; 16.69; 80.26; 74.67; 59.46; 56.19
 12.72; 16.69; 80.25; 74.68; 59.46; 56.20
 12.72; 16.69; 80.26; 74.67; 59.46; 56.20
 12.72; 16.69; 80.25; 74.67; 59.47; 56.20
 12.72; 16.69; 80.26; 74.67; 59.47; 56.20
 12.72; 16.70; 80.26; 74.66; 59.47; 56.19
 12.73; 16.69; 80.25; 74.67; 59.47; 56.19
 12.73; 16.69; 80.25; 74.67; 59.47; 56.19
 12.74; 16.69; 80.25; 74.66; 59.47; 56.19
 12.74; 16.69; 80.26; 74.66; 59.47; 56.19
 12.74; 16.69; 80.26; 74.66; 59.47; 56.19
 12.74; 16.69; 80.26; 74.65; 59.47; 56.20
 12.75; 16.69; 80.26; 74.64; 59.47; 56.20
 12.75; 16.68; 80.27; 74.63; 59.47; 56.19
 12.75; 16.69; 80.27; 74.63; 59.47; 56.19
 12.75; 16.69; 80.26; 74.64; 59.47; 56.19
 12.76; 16.68; 80.27; 74.63; 59.48; 56.19
 12.75; 16.68; 80.27; 74.63; 59.49; 56.18
 12.76; 16.68; 80.27; 74.63; 59.49; 56.18
 12.75; 16.68; 80.27; 74.62; 59.49; 56.19
 12.75; 16.68; 80.27; 74.61; 59.48; 56.20
 12.75; 16.69; 80.27; 74.61; 59.49; 56.19
 12.75; 16.69; 80.27; 74.61; 59.49; 56.19
 12.75; 16.69; 80.28; 74.61; 59.49; 56.19
 12.75; 16.69; 80.28; 74.59; 59.49; 56.20
 12.74; 16.69; 80.28; 74.60; 59.49; 56.19
 12.74; 16.70; 80.28; 74.60; 59.49; 56.19
 12.74; 16.71; 80.27; 74.60; 59.49; 56.20
 12.75; 16.71; 80.27; 74.59; 59.48; 56.20
 12.75; 16.70; 80.28; 74.59; 59.49; 56.20
 12.75; 16.70; 80.28; 74.59; 59.48; 56.20
 12.76; 16.69; 80.27; 74.60; 59.48; 56.20
 12.76; 16.70; 80.27; 74.60; 59.48; 56.20
 12.76; 16.70; 80.28; 74.60; 59.48; 56.19
 12.75; 16.70; 80.28; 74.59; 59.48; 56.19
 12.75; 16.70; 80.28; 74.59; 59.48; 56.20
 12.74; 16.70; 80.28; 74.59; 59.48; 56.20
 12.74; 16.70; 80.29; 74.58; 59.49; 56.20
 12.74; 16.71; 80.28; 74.59; 59.49; 56.19
 12.75; 16.71; 80.28; 74.59; 59.49; 56.19
 12.74; 16.71; 80.28; 74.59; 59.49; 56.19
 12.74; 16.71; 80.28; 74.58; 59.49; 56.19
 12.74; 16.71; 80.28; 74.58; 59.50; 56.18
 12.74; 16.71; 80.28; 74.59; 59.50; 56.18
 12.74; 16.72; 80.28; 74.59; 59.50; 56.17
 12.74; 16.72; 80.27; 74.60; 59.51; 56.16
 12.74; 16.72; 80.27; 74.59; 59.51; 56.16
 12.74; 16.71; 80.27; 74.58; 59.53; 56.16
 12.74; 16.71; 80.27; 74.58; 59.53; 56.16
 12.74; 16.72; 80.27; 74.58; 59.54; 56.16
 12.73; 16.71; 80.27; 74.59; 59.54; 56.15
 12.73; 16.72; 80.27; 74.59; 59.54; 56.16
 12.73; 16.72; 80.26; 74.59; 59.54; 56.15
 12.73; 16.73; 80.26; 74.59; 59.55; 56.14
 12.73; 16.73; 80.26; 74.59; 59.54; 56.14
 12.73; 16.73; 80.27; 74.60; 59.55; 56.14
 12.72; 16.73; 80.26; 74.60; 59.55; 56.13
 12.72; 16.73; 80.26; 74.60; 59.56; 56.13
 12.73; 16.73; 80.26; 74.60; 59.56; 56.13
 12.73; 16.73; 80.25; 74.61; 59.55; 56.13
 12.72; 16.74; 80.25; 74.61; 59.56; 56.12
 12.73; 16.74; 80.24; 74.61; 59.56; 56.12
 12.72; 16.75; 80.24; 74.61; 59.56; 56.12
 12.72; 16.75; 80.23; 74.62; 59.57; 56.11
 12.71; 16.76; 80.23; 74.63; 59.58; 56.10
 12.71; 16.75; 80.23; 74.63; 59.58; 56.09
 12.72; 16.75; 80.23; 74.63; 59.58; 56.09
 12.72; 16.76; 80.22; 74.64; 59.57; 56.09
 12.71; 16.76; 80.22; 74.64; 59.58; 56.09
 12.72; 16.76; 80.22; 74.64; 59.58; 56.09
 12.71; 16.76; 80.22; 74.63; 59.58; 56.09
 12.71; 16.77; 80.22; 74.64; 59.58; 56.08
 12.70; 16.77; 80.21; 74.63; 59.59; 56.09
 12.70; 16.78; 80.22; 74.63; 59.58; 56.08
 12.71; 16.78; 80.21; 74.64; 59.58; 56.08
 12.71; 16.78; 80.21; 74.64; 59.59; 56.09
 12.70; 16.78; 80.21; 74.63; 59.59; 56.09
 12.70; 16.77; 80.21; 74.64; 59.59; 56.09
 12.70; 16.77; 80.21; 74.64; 59.60; 56.09
 12.69; 16.78; 80.21; 74.63; 59.60; 56.09
 12.69; 16.78; 80.20; 74.64; 59.61; 56.09
 12.68; 16.78; 80.20; 74.64; 59.61; 56.08
 12.68; 16.79; 80.20; 74.64; 59.61; 56.08
 12.68; 16.79; 80.20; 74.63; 59.62; 56.08
 12.68; 16.78; 80.20; 74.63; 59.62; 56.08
 12.68; 16.80; 80.19; 74.63; 59.63; 56.08
 12.68; 16.79; 80.19; 74.63; 59.62; 56.08
 12.68; 16.80; 80.18; 74.63; 59.62; 56.08
 12.67; 16.80; 80.18; 74.64; 59.63; 56.08
 12.67; 16.80; 80.17; 74.63; 59.64; 56.08
 12.68; 16.80; 80.17; 74.64; 59.63; 56.08
 12.68; 16.81; 80.16; 74.64; 59.64; 56.08
 12.67; 16.80; 80.16; 74.63; 59.64; 56.09
 12.67; 16.81; 80.16; 74.63; 59.65; 56.09
 12.68; 16.80; 80.16; 74.63; 59.65; 56.08
 12.67; 16.81; 80.16; 74.62; 59.65; 56.09
 12.67; 16.81; 80.17; 74.62; 59.65; 56.09
 12.67; 16.81; 80.17; 74.62; 59.65; 56.09
 12.67; 16.80; 80.17; 74.62; 59.65; 56.09
 12.67; 16.81; 80.17; 74.61; 59.65; 56.09
 12.67; 16.81; 80.17; 74.61; 59.66; 56.09
 12.67; 16.81; 80.16; 74.61; 59.66; 56.08
 12.67; 16.80; 80.16; 74.62; 59.66; 56.09
 12.67; 16.81; 80.15; 74.63; 59.66; 56.08
 12.67; 16.81; 80.15; 74.62; 59.66; 56.09
 12.67; 16.81; 80.15; 74.62; 59.66; 56.09
 12.68; 16.81; 80.15; 74.62; 59.66; 56.09
 12.67; 16.81; 80.15; 74.62; 59.66; 56.09
 12.67; 16.81; 80.15; 74.62; 59.66; 56.09
 12.67; 16.81; 80.15; 74.62; 59.66; 56.09
 12.67; 16.81; 80.14; 74.63; 59.66; 56.09
 12.67; 16.81; 80.14; 74.62; 59.67; 56.09
 12.67; 16.81; 80.14; 74.63; 59.66; 56.09
 12.67; 16.81; 80.15; 74.62; 59.66; 56.09
 12.66; 16.81; 80.15; 74.62; 59.66; 56.09
 12.66; 16.81; 80.16; 74.62; 59.66; 56.10
 12.66; 16.80; 80.16; 74.63; 59.66; 56.09
 12.66; 16.81; 80.16; 74.63; 59.65; 56.09
 12.65; 16.81; 80.16; 74.63; 59.65; 56.09
 12.65; 16.82; 80.16; 74.63; 59.65; 56.09
 12.65; 16.82; 80.17; 74.63; 59.65; 56.08
 12.66; 16.82; 80.17; 74.63; 59.64; 56.08
 12.66; 16.82; 80.17; 74.63; 59.64; 56.08
 12.66; 16.83; 80.17; 74.63; 59.64; 56.07
 12.66; 16.83; 80.17; 74.63; 59.64; 56.07
 12.66; 16.83; 80.17; 74.64; 59.64; 56.07
 12.66; 16.83; 80.16; 74.64; 59.64; 56.06
 12.67; 16.83; 80.16; 74.63; 59.63; 56.07
 12.67; 16.83; 80.16; 74.63; 59.62; 56.07
 12.67; 16.84; 80.16; 74.64; 59.61; 56.08
 12.67; 16.84; 80.16; 74.63; 59.61; 56.08
 12.67; 16.84; 80.17; 74.63; 59.61; 56.09
 12.67; 16.85; 80.16; 74.63; 59.60; 56.09
 12.66; 16.85; 80.16; 74.64; 59.60; 56.09
 12.66; 16.85; 80.16; 74.64; 59.61; 56.08
 12.67; 16.85; 80.16; 74.63; 59.60; 56.09
 12.66; 16.85; 80.16; 74.63; 59.61; 56.09
 12.66; 16.86; 80.16; 74.63; 59.62; 56.08
 12.66; 16.86; 80.16; 74.63; 59.62; 56.08
 12.65; 16.87; 80.15; 74.62; 59.62; 56.09
 12.66; 16.86; 80.15; 74.63; 59.62; 56.09
 12.66; 16.87; 80.14; 74.63; 59.63; 56.08
 12.65; 16.88; 80.14; 74.63; 59.63; 56.07
 12.65; 16.88; 80.14; 74.62; 59.62; 56.08
 12.66; 16.87; 80.15; 74.62; 59.61; 56.08
 12.66; 16.88; 80.14; 74.63; 59.61; 56.08
 12.65; 16.89; 80.14; 74.63; 59.61; 56.08
 12.65; 16.89; 80.14; 74.64; 59.60; 56.08
 12.66; 16.89; 80.14; 74.64; 59.59; 56.08
 12.65; 16.90; 80.14; 74.64; 59.60; 56.08
 12.65; 16.90; 80.13; 74.64; 59.61; 56.07
 12.65; 16.91; 80.14; 74.63; 59.60; 56.08
 12.65; 16.90; 80.14; 74.63; 59.59; 56.08
 12.65; 16.91; 80.14; 74.63; 59.59; 56.08
 12.64; 16.91; 80.13; 74.63; 59.60; 56.08
 12.64; 16.92; 80.13; 74.63; 59.60; 56.08
 12.65; 16.92; 80.14; 74.62; 59.60; 56.08
 12.64; 16.91; 80.14; 74.63; 59.59; 56.08
 12.64; 16.91; 80.13; 74.63; 59.60; 56.08
 12.64; 16.91; 80.14; 74.63; 59.60; 56.08
 12.64; 16.91; 80.14; 74.63; 59.60; 56.08
 12.64; 16.91; 80.14; 74.63; 59.60; 56.09
 12.63; 16.91; 80.14; 74.62; 59.61; 56.09
 12.63; 16.91; 80.14; 74.62; 59.61; 56.09
 12.63; 16.91; 80.14; 74.62; 59.60; 56.09
 12.63; 16.91; 80.14; 74.63; 59.60; 56.09
 12.63; 16.91; 80.14; 74.63; 59.61; 56.09
 12.62; 16.91; 80.14; 74.62; 59.61; 56.09
 12.62; 16.92; 80.14; 74.63; 59.60; 56.09
 12.62; 16.91; 80.13; 74.63; 59.61; 56.09
 12.63; 16.91; 80.13; 74.63; 59.62; 56.08
 12.62; 16.91; 80.14; 74.63; 59.61; 56.09
 12.63; 16.91; 80.14; 74.63; 59.61; 56.09
 12.63; 16.91; 80.14; 74.62; 59.61; 56.09
 12.64; 16.90; 80.13; 74.62; 59.61; 56.10
 12.63; 16.91; 80.13; 74.61; 59.62; 56.09
 12.64; 16.91; 80.13; 74.62; 59.63; 56.08
 12.64; 16.90; 80.13; 74.61; 59.62; 56.09
 12.64; 16.90; 80.14; 74.61; 59.63; 56.09
 12.63; 16.90; 80.13; 74.61; 59.63; 56.10
 12.64; 16.90; 80.13; 74.61; 59.62; 56.10
 12.64; 16.90; 80.13; 74.61; 59.62; 56.11
 12.64; 16.90; 80.13; 74.60; 59.62; 56.11
 12.64; 16.89; 80.13; 74.61; 59.62; 56.11
 12.64; 16.89; 80.14; 74.60; 59.62; 56.11
 12.64; 16.89; 80.14; 74.60; 59.61; 56.12
 12.64; 16.89; 80.13; 74.61; 59.62; 56.12
 12.64; 16.89; 80.14; 74.61; 59.62; 56.11
 12.64; 16.89; 80.14; 74.60; 59.61; 56.12
 12.64; 16.89; 80.14; 74.60; 59.61; 56.11
 12.64; 16.88; 80.14; 74.60; 59.62; 56.11
 12.64; 16.88; 80.14; 74.61; 59.62; 56.11
 12.64; 16.88; 80.14; 74.61; 59.62; 56.11
 12.64; 16.88; 80.14; 74.62; 59.61; 56.11
 12.64; 16.88; 80.14; 74.61; 59.60; 56.12
 12.64; 16.88; 80.14; 74.62; 59.61; 56.12
 12.64; 16.88; 80.13; 74.62; 59.61; 56.12
 12.64; 16.88; 80.13; 74.63; 59.61; 56.11
 12.64; 16.88; 80.14; 74.62; 59.60; 56.12
 12.64; 16.88; 80.13; 74.62; 59.60; 56.12
 12.64; 16.88; 80.13; 74.62; 59.61; 56.12
 12.63; 16.88; 80.13; 74.62; 59.61; 56.12
 12.64; 16.88; 80.13; 74.62; 59.61; 56.12
 12.63; 16.88; 80.13; 74.63; 59.61; 56.11
 12.63; 16.89; 80.13; 74.63; 59.61; 56.11
 12.63; 16.89; 80.13; 74.63; 59.62; 56.11
 12.63; 16.89; 80.13; 74.62; 59.62; 56.11
 12.64; 16.88; 80.12; 74.63; 59.61; 56.11
 12.63; 16.88; 80.12; 74.64; 59.61; 56.11
 12.63; 16.89; 80.12; 74.64; 59.61; 56.12
 12.62; 16.89; 80.12; 74.64; 59.60; 56.13
 12.63; 16.89; 80.12; 74.64; 59.59; 56.13
 12.62; 16.89; 80.12; 74.64; 59.60; 56.13
 12.62; 16.89; 80.12; 74.64; 59.60; 56.13
 12.62; 16.89; 80.12; 74.64; 59.59; 56.13
 12.62; 16.89; 80.13; 74.64; 59.59; 56.12
 12.62; 16.90; 80.12; 74.65; 59.60; 56.12
 12.62; 16.90; 80.11; 74.65; 59.60; 56.12
 12.62; 16.90; 80.12; 74.65; 59.59; 56.13
 12.62; 16.89; 80.12; 74.65; 59.59; 56.13
 12.61; 16.89; 80.12; 74.65; 59.60; 56.13
 12.61; 16.90; 80.12; 74.65; 59.59; 56.13
 12.61; 16.89; 80.12; 74.65; 59.59; 56.13
 12.61; 16.89; 80.12; 74.65; 59.59; 56.14
 12.61; 16.89; 80.12; 74.65; 59.59; 56.13
 12.61; 16.89; 80.12; 74.66; 59.59; 56.13
 12.61; 16.89; 80.12; 74.65; 59.58; 56.14
 12.61; 16.89; 80.13; 74.65; 59.58; 56.14
 12.61; 16.90; 80.12; 74.66; 59.58; 56.13
 12.61; 16.89; 80.12; 74.67; 59.57; 56.13
 12.61; 16.89; 80.13; 74.66; 59.57; 56.14
 12.61; 16.89; 80.13; 74.66; 59.57; 56.14
 12.62; 16.89; 80.13; 74.65; 59.57; 56.14
 12.62; 16.88; 80.13; 74.65; 59.56; 56.15
 12.63; 16.89; 80.13; 74.65; 59.56; 56.15
 12.63; 16.89; 80.13; 74.65; 59.56; 56.14
 12.63; 16.89; 80.14; 74.64; 59.55; 56.14
 12.63; 16.88; 80.14; 74.65; 59.55; 56.15
 12.63; 16.89; 80.14; 74.64; 59.55; 56.15
 12.63; 16.89; 80.14; 74.63; 59.56; 56.16
 12.63; 16.88; 80.14; 74.62; 59.57; 56.16
 12.63; 16.88; 80.14; 74.62; 59.57; 56.16
 12.64; 16.87; 80.14; 74.62; 59.57; 56.16
 12.63; 16.87; 80.14; 74.62; 59.57; 56.17
 12.63; 16.87; 80.15; 74.61; 59.57; 56.17
 12.64; 16.87; 80.15; 74.61; 59.56; 56.18
 12.64; 16.86; 80.15; 74.61; 59.56; 56.18
 12.64; 16.86; 80.15; 74.62; 59.55; 56.18
 12.64; 16.86; 80.15; 74.61; 59.55; 56.19
 12.64; 16.86; 80.15; 74.62; 59.55; 56.18
 12.64; 16.86; 80.15; 74.62; 59.55; 56.18
 12.63; 16.86; 80.15; 74.62; 59.56; 56.18
 12.64; 16.85; 80.14; 74.61; 59.57; 56.19
 12.64; 16.85; 80.14; 74.61; 59.56; 56.19
 12.64; 16.85; 80.14; 74.62; 59.56; 56.19
 12.63; 16.85; 80.14; 74.62; 59.56; 56.19
 12.64; 16.85; 80.14; 74.61; 59.57; 56.19
 12.64; 16.84; 80.15; 74.61; 59.57; 56.19
 12.64; 16.85; 80.15; 74.61; 59.57; 56.19
 12.63; 16.85; 80.14; 74.62; 59.58; 56.18
 12.63; 16.85; 80.14; 74.62; 59.57; 56.18
 12.64; 16.85; 80.14; 74.62; 59.57; 56.19
 12.63; 16.85; 80.13; 74.62; 59.57; 56.19
 12.63; 16.85; 80.13; 74.62; 59.58; 56.18
 12.64; 16.86; 80.13; 74.62; 59.57; 56.19
 12.64; 16.86; 80.13; 74.62; 59.57; 56.19
 12.63; 16.86; 80.13; 74.62; 59.57; 56.19
 12.63; 16.86; 80.13; 74.62; 59.58; 56.18
 12.64; 16.85; 80.13; 74.61; 59.58; 56.18
 12.64; 16.85; 80.13; 74.62; 59.58; 56.18
 12.64; 16.84; 80.13; 74.63; 59.58; 56.18
 12.64; 16.84; 80.13; 74.64; 59.57; 56.18
 12.64; 16.84; 80.13; 74.64; 59.57; 56.18
 12.64; 16.84; 80.12; 74.64; 59.57; 56.18
 12.64; 16.84; 80.13; 74.63; 59.57; 56.19
 12.64; 16.84; 80.13; 74.64; 59.57; 56.18
 12.64; 16.84; 80.12; 74.65; 59.57; 56.18
 12.64; 16.84; 80.12; 74.65; 59.56; 56.18
 12.64; 16.85; 80.13; 74.65; 59.55; 56.18
 12.64; 16.85; 80.12; 74.66; 59.56; 56.17
 12.64; 16.85; 80.12; 74.66; 59.55; 56.18
 12.64; 16.85; 80.12; 74.66; 59.56; 56.17
 12.64; 16.85; 80.13; 74.65; 59.55; 56.18
 12.64; 16.85; 80.13; 74.66; 59.55; 56.18
 12.65; 16.85; 80.12; 74.65; 59.55; 56.18
 12.65; 16.85; 80.12; 74.65; 59.55; 56.18
 12.66; 16.84; 80.13; 74.64; 59.55; 56.18
 12.65; 16.84; 80.13; 74.65; 59.55; 56.18
 12.66; 16.85; 80.12; 74.65; 59.54; 56.18
 12.66; 16.84; 80.12; 74.66; 59.54; 56.18
 12.66; 16.84; 80.13; 74.65; 59.54; 56.18
 12.66; 16.84; 80.12; 74.66; 59.54; 56.18
 12.66; 16.84; 80.12; 74.66; 59.53; 56.18
 12.66; 16.84; 80.12; 74.65; 59.54; 56.18
 12.66; 16.84; 80.13; 74.65; 59.54; 56.18
 12.65; 16.84; 80.13; 74.66; 59.54; 56.18
 12.65; 16.85; 80.13; 74.66; 59.54; 56.18
 12.66; 16.84; 80.12; 74.67; 59.54; 56.17
 12.65; 16.84; 80.13; 74.66; 59.54; 56.18
 12.66; 16.84; 80.12; 74.66; 59.54; 56.18
 12.66; 16.84; 80.12; 74.67; 59.54; 56.17
 12.66; 16.83; 80.12; 74.68; 59.54; 56.17
 12.66; 16.83; 80.12; 74.68; 59.53; 56.17
 12.66; 16.83; 80.12; 74.68; 59.54; 56.18
 12.65; 16.83; 80.12; 74.68; 59.54; 56.18
 12.65; 16.83; 80.12; 74.68; 59.55; 56.17
 12.65; 16.83; 80.13; 74.68; 59.54; 56.18
 12.65; 16.82; 80.13; 74.68; 59.54; 56.18
 12.65; 16.82; 80.13; 74.69; 59.53; 56.18
 12.65; 16.82; 80.13; 74.70; 59.53; 56.18
 12.66; 16.82; 80.13; 74.69; 59.52; 56.18
 12.66; 16.82; 80.12; 74.70; 59.52; 56.18
 12.65; 16.82; 80.12; 74.70; 59.52; 56.19
 12.65; 16.81; 80.12; 74.70; 59.53; 56.19
 12.65; 16.81; 80.12; 74.70; 59.52; 56.20
 12.66; 16.82; 80.10; 74.70; 59.53; 56.19
 12.66; 16.81; 80.10; 74.70; 59.54; 56.19
 12.66; 16.81; 80.10; 74.70; 59.54; 56.19
 12.66; 16.81; 80.11; 74.69; 59.54; 56.19
 12.65; 16.81; 80.10; 74.70; 59.54; 56.19
 12.65; 16.81; 80.10; 74.71; 59.55; 56.19
 12.66; 16.80; 80.09; 74.71; 59.54; 56.19
 12.65; 16.81; 80.09; 74.71; 59.55; 56.19
 12.65; 16.80; 80.09; 74.71; 59.56; 56.18
 12.65; 16.80; 80.09; 74.71; 59.56; 56.18
 12.65; 16.81; 80.08; 74.72; 59.56; 56.18
 12.65; 16.81; 80.09; 74.72; 59.55; 56.18
 12.64; 16.82; 80.08; 74.72; 59.55; 56.18
 12.64; 16.82; 80.08; 74.73; 59.55; 56.18
 12.64; 16.82; 80.08; 74.73; 59.54; 56.18
 12.64; 16.82; 80.08; 74.73; 59.54; 56.18
 12.63; 16.82; 80.08; 74.74; 59.55; 56.18
 12.63; 16.82; 80.08; 74.74; 59.55; 56.18
 12.63; 16.82; 80.08; 74.74; 59.55; 56.18
 12.62; 16.82; 80.09; 74.74; 59.54; 56.18
 12.63; 16.82; 80.07; 74.75; 59.55; 56.18
 12.63; 16.82; 80.07; 74.75; 59.55; 56.18
 12.63; 16.82; 80.07; 74.75; 59.56; 56.18
 12.62; 16.83; 80.07; 74.75; 59.55; 56.18
 12.64; 16.83; 80.05; 74.75; 59.55; 56.18
 12.63; 16.83; 80.05; 74.76; 59.56; 56.18
 12.63; 16.83; 80.05; 74.76; 59.56; 56.17
 12.63; 16.83; 80.05; 74.76; 59.56; 56.17
 12.63; 16.83; 80.05; 74.77; 59.56; 56.16
 12.63; 16.83; 80.05; 74.77; 59.57; 56.16
 12.63; 16.82; 80.05; 74.77; 59.57; 56.15
 12.63; 16.83; 80.05; 74.77; 59.57; 56.15
 12.63; 16.83; 80.04; 74.78; 59.57; 56.15
 12.63; 16.83; 80.04; 74.78; 59.57; 56.15
 12.63; 16.83; 80.04; 74.79; 59.57; 56.15
 12.62; 16.83; 80.04; 74.78; 59.57; 56.15
 12.62; 16.83; 80.03; 74.79; 59.57; 56.15
