AntiSquid;Baseline1;Baseline2;Chad;Coac;Conrisc;Fabbiamo;Marasbot;ProphetCoac;ReinforcedGreediness;UJIAgent1;UJIAgent2;UJIAgent3
 43.73; 21.04; 27.75; 78.37; 85.72; 34.72; 43.24; 55.78; 57.68; 60.87; 40.94; 54.32; 45.82
 43.72; 21.04; 27.77; 78.37; 85.73; 34.72; 43.25; 55.77; 57.67; 60.87; 40.94; 54.32; 45.82
 43.73; 21.05; 27.77; 78.37; 85.72; 34.71; 43.25; 55.77; 57.67; 60.87; 40.94; 54.32; 45.82
 43.73; 21.05; 27.78; 78.36; 85.72; 34.72; 43.25; 55.77; 57.67; 60.87; 40.95; 54.33; 45.81
 43.73; 21.05; 27.78; 78.36; 85.73; 34.72; 43.25; 55.76; 57.67; 60.88; 40.95; 54.32; 45.80
 43.73; 21.04; 27.78; 78.37; 85.73; 34.73; 43.23; 55.77; 57.67; 60.86; 40.95; 54.32; 45.80
 43.73; 21.05; 27.78; 78.38; 85.74; 34.72; 43.23; 55.76; 57.67; 60.87; 40.96; 54.31; 45.81
 43.72; 21.05; 27.77; 78.38; 85.74; 34.72; 43.23; 55.77; 57.68; 60.87; 40.96; 54.31; 45.80
 43.72; 21.05; 27.78; 78.38; 85.75; 34.72; 43.25; 55.77; 57.66; 60.86; 40.96; 54.30; 45.80
 43.72; 21.05; 27.78; 78.38; 85.75; 34.72; 43.24; 55.76; 57.67; 60.86; 40.96; 54.31; 45.81
 43.71; 21.05; 27.79; 78.39; 85.75; 34.72; 43.23; 55.76; 57.68; 60.85; 40.96; 54.31; 45.79
 43.71; 21.05; 27.79; 78.39; 85.75; 34.72; 43.23; 55.76; 57.68; 60.85; 40.97; 54.30; 45.79
 43.72; 21.04; 27.80; 78.39; 85.76; 34.72; 43.21; 55.77; 57.69; 60.84; 40.97; 54.29; 45.79
 43.72; 21.04; 27.80; 78.40; 85.75; 34.71; 43.22; 55.77; 57.69; 60.85; 40.97; 54.28; 45.80
 43.71; 21.05; 27.80; 78.40; 85.75; 34.71; 43.21; 55.78; 57.69; 60.87; 40.95; 54.28; 45.81
 43.71; 21.05; 27.80; 78.40; 85.76; 34.70; 43.22; 55.77; 57.69; 60.86; 40.95; 54.28; 45.81
 43.71; 21.05; 27.81; 78.40; 85.77; 34.70; 43.21; 55.78; 57.69; 60.86; 40.96; 54.27; 45.80
 43.71; 21.05; 27.81; 78.39; 85.77; 34.70; 43.22; 55.76; 57.69; 60.85; 40.97; 54.27; 45.81
 43.71; 21.06; 27.81; 78.40; 85.77; 34.70; 43.23; 55.76; 57.68; 60.85; 40.95; 54.28; 45.80
 43.72; 21.06; 27.82; 78.40; 85.77; 34.70; 43.22; 55.76; 57.68; 60.85; 40.95; 54.26; 45.80
 43.72; 21.06; 27.81; 78.41; 85.77; 34.69; 43.23; 55.75; 57.69; 60.85; 40.96; 54.26; 45.80
 43.72; 21.06; 27.80; 78.41; 85.77; 34.68; 43.23; 55.76; 57.69; 60.85; 40.95; 54.27; 45.81
 43.71; 21.05; 27.81; 78.42; 85.77; 34.68; 43.24; 55.76; 57.69; 60.84; 40.95; 54.27; 45.80
 43.72; 21.06; 27.82; 78.42; 85.78; 34.66; 43.25; 55.76; 57.69; 60.84; 40.96; 54.26; 45.80
 43.72; 21.05; 27.82; 78.41; 85.79; 34.66; 43.24; 55.74; 57.71; 60.82; 40.97; 54.26; 45.80
 43.71; 21.06; 27.81; 78.42; 85.79; 34.68; 43.24; 55.73; 57.72; 60.83; 40.96; 54.25; 45.80
 43.71; 21.06; 27.83; 78.43; 85.79; 34.67; 43.24; 55.74; 57.73; 60.81; 40.96; 54.24; 45.80
 43.73; 21.05; 27.82; 78.44; 85.78; 34.67; 43.25; 55.72; 57.73; 60.81; 40.95; 54.25; 45.79
 43.71; 21.05; 27.82; 78.45; 85.78; 34.67; 43.25; 55.72; 57.73; 60.81; 40.95; 54.25; 45.80
 43.70; 21.05; 27.84; 78.45; 85.79; 34.68; 43.25; 55.72; 57.73; 60.81; 40.95; 54.24; 45.80
 43.71; 21.05; 27.84; 78.46; 85.78; 34.69; 43.25; 55.72; 57.72; 60.80; 40.93; 54.25; 45.79
 43.71; 21.05; 27.85; 78.46; 85.78; 34.69; 43.26; 55.71; 57.73; 60.80; 40.94; 54.25; 45.78
 43.71; 21.05; 27.86; 78.46; 85.78; 34.69; 43.26; 55.71; 57.74; 60.80; 40.94; 54.24; 45.78
 43.71; 21.04; 27.86; 78.45; 85.79; 34.69; 43.25; 55.72; 57.75; 60.79; 40.94; 54.23; 45.77
 43.71; 21.05; 27.87; 78.46; 85.77; 34.68; 43.26; 55.72; 57.76; 60.79; 40.94; 54.23; 45.76
 43.70; 21.05; 27.87; 78.47; 85.78; 34.68; 43.26; 55.72; 57.76; 60.79; 40.93; 54.23; 45.77
 43.70; 21.04; 27.87; 78.46; 85.79; 34.68; 43.28; 55.71; 57.75; 60.78; 40.92; 54.23; 45.77
 43.72; 21.04; 27.88; 78.45; 85.79; 34.67; 43.27; 55.72; 57.76; 60.77; 40.92; 54.23; 45.77
 43.71; 21.04; 27.87; 78.44; 85.80; 34.69; 43.28; 55.72; 57.76; 60.76; 40.92; 54.24; 45.76
 43.71; 21.05; 27.87; 78.45; 85.81; 34.69; 43.28; 55.70; 57.77; 60.76; 40.92; 54.24; 45.76
 43.72; 21.04; 27.87; 78.45; 85.81; 34.70; 43.27; 55.71; 57.78; 60.76; 40.91; 54.24; 45.75
 43.71; 21.05; 27.86; 78.46; 85.81; 34.70; 43.25; 55.71; 57.78; 60.76; 40.91; 54.24; 45.76
 43.71; 21.04; 27.85; 78.45; 85.81; 34.70; 43.26; 55.72; 57.78; 60.76; 40.91; 54.24; 45.76
 43.71; 21.04; 27.86; 78.45; 85.81; 34.70; 43.27; 55.72; 57.77; 60.76; 40.90; 54.24; 45.76
 43.71; 21.04; 27.86; 78.46; 85.81; 34.71; 43.29; 55.71; 57.77; 60.76; 40.90; 54.23; 45.75
 43.70; 21.05; 27.87; 78.46; 85.82; 34.72; 43.28; 55.70; 57.78; 60.75; 40.90; 54.24; 45.75
 43.70; 21.06; 27.86; 78.45; 85.83; 34.72; 43.29; 55.71; 57.78; 60.74; 40.89; 54.24; 45.74
 43.70; 21.05; 27.88; 78.45; 85.83; 34.71; 43.28; 55.73; 57.77; 60.74; 40.89; 54.23; 45.74
 43.69; 21.06; 27.87; 78.46; 85.82; 34.71; 43.30; 55.72; 57.78; 60.74; 40.90; 54.23; 45.74
 43.68; 21.07; 27.87; 78.47; 85.82; 34.70; 43.30; 55.73; 57.78; 60.73; 40.89; 54.22; 45.75
 43.68; 21.05; 27.87; 78.47; 85.83; 34.69; 43.32; 55.73; 57.77; 60.74; 40.88; 54.22; 45.75
 43.67; 21.05; 27.88; 78.46; 85.83; 34.69; 43.31; 55.73; 57.78; 60.74; 40.88; 54.22; 45.76
 43.67; 21.06; 27.88; 78.45; 85.83; 34.69; 43.31; 55.74; 57.78; 60.73; 40.88; 54.22; 45.75
 43.67; 21.06; 27.88; 78.45; 85.84; 34.70; 43.32; 55.73; 57.78; 60.73; 40.89; 54.21; 45.75
 43.68; 21.07; 27.87; 78.47; 85.82; 34.71; 43.31; 55.73; 57.77; 60.74; 40.89; 54.20; 45.74
 43.67; 21.06; 27.87; 78.47; 85.82; 34.71; 43.31; 55.74; 57.77; 60.74; 40.90; 54.21; 45.74
 43.68; 21.07; 27.87; 78.46; 85.83; 34.71; 43.29; 55.75; 57.77; 60.73; 40.91; 54.21; 45.73
 43.66; 21.08; 27.87; 78.46; 85.82; 34.72; 43.29; 55.75; 57.78; 60.72; 40.91; 54.22; 45.72
 43.66; 21.08; 27.87; 78.46; 85.82; 34.71; 43.30; 55.74; 57.79; 60.73; 40.90; 54.22; 45.72
 43.67; 21.09; 27.87; 78.44; 85.83; 34.71; 43.30; 55.74; 57.79; 60.71; 40.92; 54.22; 45.72
 43.66; 21.10; 27.88; 78.44; 85.83; 34.72; 43.29; 55.73; 57.78; 60.72; 40.92; 54.21; 45.72
 43.66; 21.09; 27.89; 78.45; 85.83; 34.71; 43.28; 55.73; 57.78; 60.72; 40.93; 54.21; 45.72
 43.66; 21.09; 27.89; 78.46; 85.83; 34.71; 43.28; 55.73; 57.78; 60.72; 40.93; 54.20; 45.72
 43.66; 21.09; 27.89; 78.45; 85.84; 34.71; 43.28; 55.73; 57.77; 60.71; 40.95; 54.20; 45.73
 43.67; 21.10; 27.88; 78.45; 85.84; 34.71; 43.26; 55.72; 57.78; 60.71; 40.97; 54.20; 45.73
 43.66; 21.09; 27.87; 78.44; 85.85; 34.70; 43.27; 55.72; 57.78; 60.71; 40.97; 54.21; 45.73
 43.66; 21.09; 27.87; 78.43; 85.86; 34.71; 43.26; 55.72; 57.78; 60.70; 40.97; 54.20; 45.73
 43.65; 21.10; 27.89; 78.44; 85.86; 34.72; 43.26; 55.71; 57.77; 60.71; 40.96; 54.20; 45.74
 43.65; 21.10; 27.87; 78.45; 85.85; 34.73; 43.26; 55.72; 57.77; 60.71; 40.97; 54.19; 45.73
 43.65; 21.09; 27.88; 78.46; 85.85; 34.73; 43.26; 55.71; 57.76; 60.71; 40.98; 54.19; 45.74
 43.65; 21.09; 27.88; 78.45; 85.86; 34.73; 43.25; 55.72; 57.75; 60.71; 40.98; 54.20; 45.74
 43.66; 21.09; 27.88; 78.45; 85.86; 34.73; 43.24; 55.72; 57.76; 60.71; 40.97; 54.20; 45.72
 43.65; 21.08; 27.87; 78.45; 85.87; 34.74; 43.25; 55.72; 57.77; 60.70; 40.97; 54.21; 45.72
 43.66; 21.10; 27.87; 78.45; 85.88; 34.73; 43.23; 55.72; 57.76; 60.69; 40.97; 54.21; 45.72
 43.66; 21.10; 27.89; 78.46; 85.88; 34.75; 43.22; 55.72; 57.75; 60.69; 40.97; 54.20; 45.72
 43.65; 21.09; 27.89; 78.46; 85.88; 34.76; 43.23; 55.73; 57.75; 60.69; 40.97; 54.20; 45.71
 43.64; 21.08; 27.90; 78.47; 85.87; 34.76; 43.23; 55.73; 57.74; 60.69; 40.98; 54.20; 45.71
 43.65; 21.09; 27.90; 78.46; 85.87; 34.75; 43.23; 55.73; 57.73; 60.68; 40.99; 54.20; 45.71
 43.66; 21.10; 27.91; 78.46; 85.87; 34.75; 43.22; 55.74; 57.74; 60.66; 40.99; 54.20; 45.69
 43.66; 21.10; 27.91; 78.45; 85.88; 34.74; 43.23; 55.74; 57.74; 60.65; 41.00; 54.20; 45.69
 43.67; 21.11; 27.91; 78.44; 85.88; 34.75; 43.22; 55.73; 57.75; 60.64; 41.01; 54.20; 45.68
 43.67; 21.12; 27.92; 78.43; 85.89; 34.76; 43.21; 55.72; 57.74; 60.65; 41.01; 54.19; 45.68
 43.67; 21.11; 27.92; 78.44; 85.88; 34.77; 43.22; 55.72; 57.74; 60.65; 41.02; 54.19; 45.68
 43.66; 21.09; 27.92; 78.45; 85.89; 34.76; 43.22; 55.72; 57.74; 60.65; 41.03; 54.19; 45.67
 43.66; 21.10; 27.92; 78.45; 85.90; 34.76; 43.21; 55.73; 57.73; 60.64; 41.05; 54.19; 45.67
 43.67; 21.09; 27.92; 78.45; 85.90; 34.76; 43.21; 55.73; 57.75; 60.63; 41.05; 54.17; 45.65
 43.67; 21.09; 27.92; 78.44; 85.91; 34.75; 43.21; 55.74; 57.76; 60.64; 41.05; 54.17; 45.66
 43.67; 21.09; 27.90; 78.44; 85.90; 34.76; 43.21; 55.73; 57.76; 60.64; 41.06; 54.18; 45.66
 43.66; 21.10; 27.90; 78.44; 85.90; 34.77; 43.21; 55.74; 57.75; 60.64; 41.05; 54.18; 45.65
 43.66; 21.11; 27.90; 78.45; 85.90; 34.77; 43.21; 55.75; 57.74; 60.64; 41.04; 54.19; 45.65
 43.65; 21.10; 27.90; 78.46; 85.91; 34.77; 43.21; 55.75; 57.73; 60.63; 41.06; 54.19; 45.63
 43.65; 21.11; 27.90; 78.45; 85.91; 34.77; 43.20; 55.76; 57.72; 60.61; 41.07; 54.20; 45.63
 43.65; 21.11; 27.90; 78.45; 85.91; 34.77; 43.19; 55.77; 57.73; 60.61; 41.07; 54.19; 45.64
 43.65; 21.12; 27.89; 78.44; 85.92; 34.77; 43.19; 55.77; 57.74; 60.62; 41.06; 54.19; 45.65
 43.66; 21.13; 27.88; 78.43; 85.92; 34.77; 43.19; 55.76; 57.74; 60.62; 41.06; 54.19; 45.65
 43.64; 21.13; 27.89; 78.43; 85.93; 34.78; 43.20; 55.76; 57.72; 60.61; 41.06; 54.19; 45.66
 43.64; 21.13; 27.89; 78.45; 85.92; 34.77; 43.19; 55.77; 57.72; 60.62; 41.08; 54.18; 45.65
 43.63; 21.12; 27.91; 78.45; 85.92; 34.77; 43.19; 55.77; 57.71; 60.61; 41.08; 54.18; 45.65
 43.63; 21.13; 27.91; 78.45; 85.92; 34.75; 43.19; 55.78; 57.70; 60.60; 41.09; 54.18; 45.66
 43.64; 21.13; 27.90; 78.45; 85.93; 34.76; 43.17; 55.78; 57.71; 60.60; 41.09; 54.18; 45.64
 43.64; 21.13; 27.89; 78.44; 85.94; 34.76; 43.18; 55.77; 57.72; 60.60; 41.10; 54.19; 45.63
 43.65; 21.13; 27.89; 78.43; 85.94; 34.76; 43.18; 55.78; 57.73; 60.60; 41.10; 54.19; 45.63
 43.64; 21.12; 27.90; 78.45; 85.94; 34.78; 43.18; 55.78; 57.72; 60.59; 41.10; 54.18; 45.63
 43.65; 21.12; 27.89; 78.45; 85.93; 34.78; 43.20; 55.77; 57.71; 60.59; 41.10; 54.18; 45.62
 43.64; 21.11; 27.90; 78.46; 85.93; 34.78; 43.21; 55.78; 57.71; 60.59; 41.10; 54.18; 45.62
 43.64; 21.12; 27.90; 78.44; 85.93; 34.78; 43.21; 55.78; 57.71; 60.57; 41.10; 54.20; 45.63
 43.64; 21.13; 27.90; 78.45; 85.94; 34.78; 43.20; 55.77; 57.73; 60.56; 41.09; 54.20; 45.63
 43.64; 21.13; 27.89; 78.44; 85.94; 34.78; 43.21; 55.77; 57.73; 60.56; 41.07; 54.21; 45.63
 43.65; 21.13; 27.89; 78.43; 85.95; 34.77; 43.20; 55.77; 57.73; 60.55; 41.08; 54.21; 45.63
 43.64; 21.14; 27.90; 78.44; 85.95; 34.78; 43.20; 55.77; 57.72; 60.55; 41.07; 54.21; 45.63
 43.64; 21.13; 27.90; 78.44; 85.95; 34.79; 43.19; 55.78; 57.71; 60.55; 41.08; 54.21; 45.63
 43.63; 21.13; 27.91; 78.45; 85.95; 34.77; 43.19; 55.78; 57.71; 60.54; 41.08; 54.22; 45.62
 43.63; 21.13; 27.91; 78.44; 85.95; 34.76; 43.19; 55.79; 57.71; 60.53; 41.09; 54.22; 45.63
 43.63; 21.13; 27.91; 78.44; 85.96; 34.76; 43.18; 55.80; 57.73; 60.53; 41.08; 54.23; 45.62
 43.62; 21.12; 27.91; 78.45; 85.96; 34.76; 43.18; 55.79; 57.74; 60.54; 41.08; 54.23; 45.62
 43.63; 21.13; 27.91; 78.44; 85.97; 34.76; 43.18; 55.79; 57.73; 60.53; 41.09; 54.23; 45.62
 43.63; 21.13; 27.93; 78.44; 85.97; 34.76; 43.18; 55.78; 57.71; 60.54; 41.09; 54.22; 45.62
 43.63; 21.14; 27.93; 78.46; 85.96; 34.76; 43.18; 55.78; 57.71; 60.55; 41.09; 54.22; 45.61
 43.63; 21.13; 27.94; 78.47; 85.96; 34.76; 43.17; 55.78; 57.70; 60.55; 41.09; 54.21; 45.60
 43.62; 21.13; 27.94; 78.46; 85.96; 34.77; 43.17; 55.78; 57.70; 60.54; 41.10; 54.22; 45.60
 43.63; 21.14; 27.94; 78.46; 85.96; 34.77; 43.16; 55.78; 57.71; 60.54; 41.09; 54.22; 45.60
 43.63; 21.13; 27.94; 78.47; 85.95; 34.78; 43.16; 55.78; 57.70; 60.54; 41.09; 54.24; 45.60
 43.64; 21.13; 27.95; 78.47; 85.95; 34.78; 43.15; 55.79; 57.71; 60.54; 41.08; 54.23; 45.59
 43.64; 21.12; 27.95; 78.47; 85.95; 34.77; 43.15; 55.80; 57.71; 60.54; 41.08; 54.23; 45.60
 43.64; 21.13; 27.95; 78.46; 85.95; 34.77; 43.15; 55.79; 57.72; 60.53; 41.09; 54.22; 45.60
 43.64; 21.12; 27.95; 78.47; 85.95; 34.78; 43.15; 55.78; 57.73; 60.52; 41.10; 54.22; 45.59
 43.63; 21.12; 27.95; 78.47; 85.95; 34.76; 43.16; 55.80; 57.73; 60.51; 41.10; 54.23; 45.58
 43.64; 21.13; 27.94; 78.47; 85.96; 34.76; 43.16; 55.79; 57.75; 60.49; 41.11; 54.23; 45.58
 43.63; 21.13; 27.94; 78.48; 85.95; 34.76; 43.17; 55.79; 57.75; 60.50; 41.11; 54.22; 45.57
 43.63; 21.13; 27.94; 78.48; 85.96; 34.76; 43.17; 55.79; 57.75; 60.50; 41.11; 54.21; 45.56
 43.63; 21.14; 27.93; 78.49; 85.95; 34.75; 43.17; 55.80; 57.75; 60.51; 41.10; 54.20; 45.57
 43.63; 21.15; 27.93; 78.49; 85.95; 34.76; 43.18; 55.79; 57.73; 60.50; 41.10; 54.20; 45.57
 43.62; 21.15; 27.93; 78.49; 85.96; 34.76; 43.20; 55.78; 57.74; 60.50; 41.10; 54.20; 45.56
 43.62; 21.14; 27.94; 78.49; 85.96; 34.76; 43.22; 55.78; 57.74; 60.49; 41.09; 54.21; 45.56
 43.63; 21.14; 27.93; 78.49; 85.96; 34.76; 43.22; 55.78; 57.75; 60.48; 41.09; 54.21; 45.56
 43.63; 21.14; 27.92; 78.49; 85.96; 34.77; 43.21; 55.79; 57.75; 60.48; 41.08; 54.22; 45.56
 43.63; 21.14; 27.92; 78.50; 85.95; 34.76; 43.21; 55.79; 57.76; 60.49; 41.08; 54.21; 45.55
 43.62; 21.13; 27.92; 78.50; 85.96; 34.76; 43.20; 55.79; 57.76; 60.49; 41.09; 54.22; 45.56
 43.63; 21.14; 27.93; 78.49; 85.95; 34.76; 43.18; 55.79; 57.75; 60.49; 41.10; 54.22; 45.56
 43.62; 21.15; 27.93; 78.50; 85.96; 34.76; 43.19; 55.78; 57.74; 60.49; 41.10; 54.23; 45.56
 43.62; 21.15; 27.92; 78.50; 85.96; 34.75; 43.20; 55.78; 57.75; 60.48; 41.09; 54.23; 45.56
 43.64; 21.14; 27.92; 78.50; 85.96; 34.74; 43.20; 55.77; 57.76; 60.48; 41.11; 54.23; 45.55
 43.64; 21.13; 27.92; 78.51; 85.95; 34.75; 43.19; 55.76; 57.76; 60.49; 41.11; 54.23; 45.55
 43.63; 21.13; 27.92; 78.51; 85.96; 34.74; 43.19; 55.77; 57.76; 60.49; 41.11; 54.22; 45.55
 43.64; 21.13; 27.93; 78.51; 85.96; 34.74; 43.20; 55.77; 57.75; 60.49; 41.11; 54.22; 45.56
 43.63; 21.12; 27.93; 78.51; 85.97; 34.74; 43.19; 55.75; 57.74; 60.50; 41.11; 54.24; 45.57
 43.64; 21.12; 27.92; 78.50; 85.97; 34.75; 43.19; 55.75; 57.74; 60.48; 41.12; 54.25; 45.57
 43.63; 21.12; 27.94; 78.50; 85.97; 34.74; 43.19; 55.76; 57.74; 60.48; 41.11; 54.25; 45.57
 43.64; 21.12; 27.92; 78.50; 85.98; 34.73; 43.19; 55.75; 57.76; 60.47; 41.12; 54.25; 45.57
 43.63; 21.11; 27.92; 78.50; 85.97; 34.75; 43.18; 55.77; 57.75; 60.49; 41.13; 54.25; 45.56
 43.63; 21.10; 27.92; 78.50; 85.97; 34.75; 43.19; 55.76; 57.75; 60.49; 41.13; 54.25; 45.56
 43.64; 21.11; 27.91; 78.50; 85.97; 34.74; 43.18; 55.78; 57.75; 60.49; 41.12; 54.24; 45.58
 43.64; 21.11; 27.91; 78.50; 85.98; 34.74; 43.18; 55.77; 57.73; 60.49; 41.12; 54.25; 45.57
 43.65; 21.11; 27.91; 78.50; 85.98; 34.74; 43.18; 55.76; 57.73; 60.49; 41.12; 54.25; 45.57
 43.65; 21.11; 27.91; 78.50; 85.98; 34.73; 43.19; 55.77; 57.74; 60.48; 41.11; 54.25; 45.57
 43.66; 21.11; 27.91; 78.50; 85.98; 34.74; 43.18; 55.76; 57.76; 60.46; 41.12; 54.25; 45.57
 43.65; 21.10; 27.90; 78.50; 85.97; 34.75; 43.18; 55.77; 57.75; 60.46; 41.12; 54.26; 45.58
 43.65; 21.10; 27.91; 78.50; 85.98; 34.74; 43.17; 55.77; 57.74; 60.45; 41.13; 54.27; 45.57
 43.65; 21.11; 27.90; 78.51; 85.98; 34.73; 43.17; 55.77; 57.75; 60.46; 41.13; 54.26; 45.58
 43.65; 21.11; 27.89; 78.50; 85.98; 34.74; 43.17; 55.76; 57.75; 60.46; 41.14; 54.27; 45.59
 43.65; 21.11; 27.89; 78.49; 85.99; 34.74; 43.20; 55.75; 57.75; 60.45; 41.14; 54.27; 45.57
 43.65; 21.10; 27.90; 78.50; 85.99; 34.73; 43.21; 55.75; 57.75; 60.44; 41.14; 54.27; 45.57
 43.65; 21.11; 27.89; 78.50; 85.98; 34.73; 43.20; 55.75; 57.76; 60.44; 41.15; 54.27; 45.57
 43.65; 21.10; 27.89; 78.50; 85.98; 34.74; 43.19; 55.75; 57.77; 60.44; 41.15; 54.28; 45.56
 43.64; 21.10; 27.89; 78.51; 85.98; 34.73; 43.20; 55.75; 57.77; 60.43; 41.17; 54.28; 45.56
 43.64; 21.10; 27.88; 78.51; 85.98; 34.72; 43.20; 55.75; 57.78; 60.43; 41.17; 54.27; 45.56
 43.64; 21.10; 27.88; 78.50; 85.99; 34.73; 43.19; 55.74; 57.77; 60.43; 41.19; 54.28; 45.56
 43.65; 21.09; 27.89; 78.50; 85.99; 34.73; 43.21; 55.74; 57.77; 60.41; 41.19; 54.29; 45.55
 43.65; 21.10; 27.89; 78.49; 86.00; 34.71; 43.22; 55.74; 57.78; 60.40; 41.18; 54.28; 45.55
 43.66; 21.10; 27.89; 78.50; 85.99; 34.72; 43.21; 55.73; 57.78; 60.39; 41.19; 54.28; 45.54
 43.66; 21.09; 27.88; 78.51; 86.00; 34.73; 43.21; 55.73; 57.78; 60.40; 41.19; 54.28; 45.54
 43.65; 21.09; 27.88; 78.50; 85.99; 34.73; 43.22; 55.73; 57.78; 60.40; 41.19; 54.28; 45.54
 43.66; 21.10; 27.87; 78.51; 86.00; 34.73; 43.23; 55.72; 57.78; 60.40; 41.19; 54.27; 45.55
 43.66; 21.11; 27.87; 78.50; 86.00; 34.72; 43.21; 55.73; 57.78; 60.40; 41.20; 54.27; 45.55
 43.66; 21.12; 27.88; 78.50; 86.00; 34.72; 43.23; 55.72; 57.79; 60.38; 41.20; 54.27; 45.55
 43.67; 21.11; 27.87; 78.50; 86.00; 34.71; 43.24; 55.71; 57.80; 60.38; 41.19; 54.27; 45.55
 43.67; 21.12; 27.86; 78.50; 86.01; 34.70; 43.23; 55.71; 57.80; 60.37; 41.20; 54.27; 45.54
 43.66; 21.13; 27.86; 78.50; 85.99; 34.71; 43.23; 55.72; 57.80; 60.38; 41.20; 54.28; 45.54
 43.66; 21.13; 27.85; 78.50; 85.99; 34.71; 43.24; 55.72; 57.81; 60.38; 41.20; 54.26; 45.55
 43.68; 21.13; 27.85; 78.50; 86.00; 34.71; 43.23; 55.72; 57.81; 60.38; 41.19; 54.26; 45.56
 43.67; 21.13; 27.84; 78.49; 86.00; 34.70; 43.22; 55.71; 57.81; 60.38; 41.21; 54.26; 45.56
 43.68; 21.13; 27.84; 78.49; 86.00; 34.71; 43.22; 55.72; 57.80; 60.37; 41.22; 54.26; 45.56
 43.68; 21.12; 27.85; 78.49; 86.01; 34.70; 43.24; 55.72; 57.81; 60.36; 41.22; 54.26; 45.55
 43.68; 21.12; 27.85; 78.49; 86.01; 34.69; 43.24; 55.71; 57.81; 60.35; 41.23; 54.27; 45.55
 43.67; 21.11; 27.84; 78.49; 86.00; 34.70; 43.24; 55.73; 57.81; 60.35; 41.23; 54.27; 45.55
 43.67; 21.11; 27.83; 78.48; 86.00; 34.70; 43.24; 55.74; 57.81; 60.35; 41.25; 54.26; 45.56
 43.67; 21.12; 27.83; 78.48; 86.01; 34.69; 43.23; 55.73; 57.82; 60.35; 41.25; 54.26; 45.57
 43.68; 21.13; 27.82; 78.47; 86.01; 34.69; 43.23; 55.73; 57.81; 60.35; 41.25; 54.26; 45.56
 43.67; 21.12; 27.82; 78.47; 86.02; 34.70; 43.24; 55.73; 57.81; 60.34; 41.25; 54.26; 45.56
 43.67; 21.11; 27.81; 78.47; 86.02; 34.70; 43.26; 55.73; 57.82; 60.34; 41.25; 54.26; 45.55
 43.68; 21.10; 27.81; 78.47; 86.01; 34.70; 43.27; 55.73; 57.83; 60.33; 41.25; 54.27; 45.55
 43.68; 21.10; 27.80; 78.47; 86.02; 34.69; 43.28; 55.73; 57.83; 60.33; 41.25; 54.26; 45.56
 43.68; 21.09; 27.81; 78.46; 86.02; 34.69; 43.28; 55.73; 57.83; 60.33; 41.25; 54.26; 45.56
 43.68; 21.10; 27.82; 78.46; 86.02; 34.69; 43.28; 55.73; 57.82; 60.34; 41.26; 54.25; 45.55
 43.70; 21.10; 27.83; 78.47; 86.01; 34.69; 43.27; 55.73; 57.82; 60.34; 41.25; 54.25; 45.55
 43.70; 21.10; 27.83; 78.46; 86.02; 34.70; 43.26; 55.73; 57.82; 60.33; 41.25; 54.25; 45.54
 43.71; 21.11; 27.83; 78.47; 86.01; 34.71; 43.26; 55.74; 57.82; 60.33; 41.24; 54.25; 45.53
 43.70; 21.10; 27.83; 78.48; 86.01; 34.71; 43.26; 55.74; 57.83; 60.33; 41.23; 54.25; 45.52
 43.71; 21.09; 27.82; 78.47; 86.01; 34.71; 43.28; 55.74; 57.84; 60.33; 41.22; 54.26; 45.52
 43.71; 21.09; 27.83; 78.46; 86.01; 34.71; 43.30; 55.74; 57.83; 60.33; 41.22; 54.25; 45.53
 43.71; 21.10; 27.83; 78.46; 86.00; 34.71; 43.30; 55.74; 57.82; 60.33; 41.23; 54.26; 45.52
 43.72; 21.10; 27.84; 78.46; 86.00; 34.71; 43.29; 55.72; 57.81; 60.34; 41.22; 54.27; 45.53
 43.70; 21.12; 27.85; 78.46; 86.00; 34.72; 43.27; 55.73; 57.82; 60.33; 41.22; 54.26; 45.52
 43.71; 21.11; 27.86; 78.47; 86.00; 34.72; 43.27; 55.72; 57.82; 60.33; 41.21; 54.25; 45.52
 43.70; 21.11; 27.87; 78.49; 86.00; 34.73; 43.28; 55.72; 57.82; 60.32; 41.21; 54.26; 45.51
 43.70; 21.11; 27.87; 78.48; 86.00; 34.73; 43.28; 55.71; 57.81; 60.33; 41.20; 54.25; 45.51
 43.70; 21.10; 27.88; 78.47; 86.01; 34.73; 43.29; 55.71; 57.81; 60.33; 41.20; 54.25; 45.51
 43.70; 21.12; 27.88; 78.47; 85.99; 34.73; 43.29; 55.71; 57.80; 60.34; 41.20; 54.24; 45.51
 43.71; 21.13; 27.88; 78.48; 85.98; 34.73; 43.28; 55.71; 57.79; 60.34; 41.19; 54.24; 45.52
 43.71; 21.13; 27.89; 78.48; 85.99; 34.73; 43.28; 55.71; 57.79; 60.34; 41.21; 54.23; 45.51
 43.71; 21.14; 27.89; 78.48; 85.98; 34.74; 43.29; 55.71; 57.79; 60.34; 41.19; 54.24; 45.51
 43.70; 21.13; 27.89; 78.48; 85.99; 34.74; 43.29; 55.71; 57.79; 60.34; 41.20; 54.24; 45.49
 43.71; 21.14; 27.90; 78.49; 85.99; 34.73; 43.30; 55.70; 57.77; 60.34; 41.21; 54.23; 45.50
 43.69; 21.14; 27.89; 78.48; 85.99; 34.72; 43.31; 55.70; 57.77; 60.35; 41.21; 54.24; 45.50
