AntiSquid;Baseline1;Baseline2;Coac;Conrisc;Fabbiamo;Marasbot;ProphetCoac;UJIAgent1;UJIAgent2;UJIAgent3
45.13;20.43;32.27;90.39;37.90;42.04;58.48;88.48;39.95;54.04;40.81
45.12;20.42;32.27;90.38;37.90;42.03;58.46;88.49;39.94;54.04;40.81
45.12;20.42;32.26;90.38;37.88;42.04;58.47;88.49;39.94;54.04;40.81
45.11;20.43;32.26;90.38;37.89;42.04;58.47;88.49;39.94;54.04;40.81
45.11;20.42;32.26;90.38;37.89;42.05;58.46;88.49;39.95;54.04;40.82
45.10;20.42;32.25;90.38;37.89;42.04;58.48;88.50;39.95;54.04;40.81
45.10;20.42;32.25;90.38;37.88;42.05;58.47;88.49;39.98;54.04;40.81
45.11;20.42;32.24;90.38;37.89;42.05;58.46;88.49;39.98;54.06;40.80
45.11;20.42;32.24;90.38;37.89;42.05;58.47;88.49;39.99;54.07;40.81
45.11;20.44;32.24;90.38;37.89;42.06;58.47;88.50;40.00;54.07;40.81
45.11;20.43;32.25;90.38;37.88;42.05;58.47;88.49;39.99;54.08;40.82
45.12;20.43;32.26;90.38;37.88;42.04;58.47;88.49;39.99;54.08;40.82
45.12;20.43;32.25;90.38;37.87;42.03;58.46;88.48;39.98;54.07;40.81
45.12;20.43;32.24;90.38;37.86;42.04;58.45;88.49;39.98;54.06;40.80
45.11;20.43;32.25;90.38;37.88;42.03;58.45;88.50;39.97;54.06;40.80
45.11;20.42;32.25;90.38;37.87;42.06;58.43;88.50;39.97;54.05;40.80
45.11;20.42;32.24;90.39;37.87;42.06;58.44;88.50;39.96;54.06;40.80
45.10;20.42;32.24;90.39;37.87;42.06;58.45;88.50;40.00;54.04;40.80
45.10;20.41;32.24;90.38;37.86;42.05;58.45;88.50;40.00;54.08;40.78
45.10;20.41;32.24;90.39;37.85;42.05;58.44;88.51;40.00;54.08;40.83
45.11;20.42;32.24;90.39;37.86;42.05;58.44;88.51;40.01;54.09;40.83
45.10;20.43;32.24;90.38;37.86;42.06;58.45;88.51;40.01;54.10;40.84
45.08;20.43;32.26;90.38;37.86;42.06;58.46;88.51;40.01;54.10;40.84
45.08;20.42;32.25;90.38;37.85;42.05;58.45;88.50;40.00;54.09;40.83
45.08;20.42;32.24;90.38;37.85;42.04;58.44;88.51;39.99;54.08;40.83
45.08;20.43;32.25;90.38;37.85;42.04;58.44;88.51;39.98;54.08;40.83
45.08;20.42;32.25;90.37;37.85;42.06;58.45;88.51;39.99;54.08;40.83
45.08;20.42;32.24;90.37;37.85;42.06;58.45;88.52;39.99;54.07;40.82
45.08;20.41;32.24;90.37;37.84;42.06;58.45;88.52;40.01;54.07;40.83
45.08;20.41;32.24;90.38;37.83;42.06;58.44;88.51;40.01;54.10;40.82
45.08;20.41;32.24;90.38;37.84;42.05;58.44;88.51;40.01;54.09;40.84
45.07;20.42;32.23;90.38;37.84;42.06;58.45;88.52;40.02;54.10;40.85
45.08;20.43;32.23;90.38;37.84;42.07;58.46;88.51;40.03;54.11;40.85
45.08;20.43;32.23;90.38;37.85;42.06;58.46;88.51;40.02;54.11;40.85
45.09;20.44;32.22;90.39;37.84;42.05;58.45;88.50;40.02;54.10;40.84
45.08;20.43;32.21;90.38;37.83;42.04;58.44;88.51;40.01;54.09;40.84
45.08;20.43;32.21;90.38;37.81;42.05;58.45;88.51;40.01;54.10;40.83
45.08;20.43;32.22;90.38;37.82;42.03;58.44;88.51;40.01;54.10;40.83
45.07;20.43;32.22;90.39;37.82;42.05;58.45;88.52;40.00;54.09;40.83
45.07;20.43;32.21;90.39;37.82;42.05;58.46;88.51;40.01;54.09;40.82
45.07;20.42;32.21;90.39;37.81;42.04;58.46;88.52;40.06;54.08;40.82
45.08;20.42;32.20;90.39;37.80;42.04;58.46;88.52;40.05;54.10;40.83
45.08;20.43;32.20;90.39;37.81;42.04;58.46;88.52;40.06;54.11;40.84
45.07;20.43;32.21;90.39;37.80;42.05;58.46;88.52;40.06;54.12;40.85
45.07;20.43;32.23;90.39;37.80;42.05;58.47;88.52;40.07;54.12;40.84
45.07;20.44;32.24;90.38;37.79;42.04;58.46;88.51;40.06;54.12;40.85
45.07;20.43;32.23;90.39;37.78;42.03;58.45;88.50;40.05;54.11;40.84
45.07;20.43;32.22;90.39;37.78;42.03;58.44;88.51;40.04;54.10;40.83
45.07;20.43;32.22;90.39;37.83;42.01;58.44;88.52;40.04;54.09;40.83
45.07;20.42;32.22;90.39;37.83;42.03;58.42;88.52;40.04;54.09;40.83
45.06;20.42;32.22;90.39;37.83;42.03;58.44;88.52;40.03;54.08;40.83
45.06;20.42;32.22;90.39;37.83;42.03;58.44;88.52;40.05;54.07;40.83
45.07;20.42;32.22;90.39;37.84;42.04;58.44;88.51;40.04;54.10;40.82
Invalid format at line 174819
45.07;20.41;32.22;90.39;37.84;42.04;58.44;88.52;40.04;54.09;40.84
45.07;20.44;32.21;90.39;37.84;42.05;58.44;88.52;40.05;54.10;40.85
45.07;20.43;32.22;90.39;37.84;42.05;58.44;88.52;40.05;54.10;40.86
45.07;20.43;32.22;90.39;37.84;42.06;58.45;88.52;40.05;54.11;40.85
45.06;20.43;32.22;90.40;37.84;42.05;58.45;88.50;40.04;54.10;40.84
45.07;20.42;32.21;90.39;37.83;42.04;58.43;88.52;40.03;54.08;40.83
45.06;20.42;32.21;90.39;37.86;42.03;58.44;88.52;40.02;54.08;40.83
45.07;20.42;32.22;90.39;37.86;42.03;58.44;88.52;40.02;54.08;40.84
45.06;20.42;32.22;90.39;37.86;42.02;58.45;88.52;40.02;54.08;40.84
45.07;20.42;32.22;90.39;37.86;42.02;58.45;88.53;40.00;54.08;40.84
45.07;20.42;32.22;90.39;37.86;42.03;58.45;88.53;40.01;54.08;40.84
45.07;20.42;32.21;90.39;37.86;42.03;58.45;88.53;40.01;54.08;40.83
45.07;20.42;32.21;90.39;37.87;42.03;58.46;88.53;40.01;54.09;40.86
45.07;20.43;32.21;90.39;37.87;42.04;58.47;88.53;40.01;54.09;40.86
45.05;20.43;32.23;90.39;37.87;42.04;58.47;88.54;40.01;54.10;40.86
45.05;20.43;32.23;90.39;37.86;42.04;58.46;88.53;40.00;54.09;40.86
45.04;20.43;32.22;90.38;37.85;42.03;58.45;88.53;39.99;54.08;40.85
45.04;20.42;32.21;90.38;37.85;42.03;58.46;88.53;39.99;54.08;40.84
45.05;20.43;32.21;90.39;37.88;42.02;58.45;88.54;39.99;54.08;40.84
45.04;20.43;32.22;90.38;37.88;42.05;58.44;88.54;39.99;54.08;40.83
45.05;20.42;32.21;90.39;37.88;42.05;58.46;88.54;39.96;54.07;40.83
45.05;20.42;32.21;90.38;37.88;42.05;58.47;88.54;39.99;54.05;40.82
45.05;20.42;32.21;90.38;37.88;42.05;58.46;88.53;39.99;54.08;40.82
Invalid format at line 176268
45.06;20.42;32.21;90.38;37.88;42.06;58.46;88.53;39.99;54.08;40.84
45.07;20.44;32.20;90.38;37.88;42.06;58.46;88.54;40.00;54.09;40.84
45.07;20.44;32.21;90.38;37.88;42.06;58.47;88.53;39.99;54.09;40.84
45.09;20.44;32.21;90.38;37.87;42.06;58.47;88.52;39.98;54.09;40.84
45.08;20.44;32.21;90.38;37.86;42.06;58.46;88.51;39.97;54.09;40.83
45.08;20.44;32.20;90.39;37.85;42.05;58.45;88.53;39.97;54.07;40.82
45.08;20.43;32.20;90.39;37.88;42.04;58.45;88.53;39.96;54.08;40.82
45.08;20.43;32.19;90.39;37.87;42.07;58.43;88.53;39.97;54.07;40.83
45.09;20.43;32.19;90.39;37.87;42.07;58.45;88.53;39.94;54.07;40.83
45.09;20.43;32.19;90.39;37.88;42.07;58.45;88.53;39.98;54.05;40.82
45.09;20.42;32.19;90.39;37.87;42.08;58.45;88.53;39.98;54.06;40.82
45.10;20.42;32.19;90.39;37.87;42.07;58.45;88.53;39.98;54.06;40.85
45.10;20.42;32.18;90.39;37.88;42.08;58.46;88.53;39.98;54.07;40.86
45.10;20.43;32.20;90.39;37.88;42.07;58.46;88.53;39.98;54.07;40.85
45.12;20.42;32.20;90.39;37.89;42.07;58.47;88.53;39.98;54.07;40.85
45.11;20.42;32.19;90.40;37.88;42.06;58.45;88.52;39.97;54.06;40.84
45.11;20.42;32.18;90.39;37.88;42.05;58.44;88.53;39.97;54.05;40.83
45.11;20.42;32.19;90.39;37.90;42.05;58.44;88.53;39.96;54.06;40.83
45.11;20.42;32.19;90.39;37.89;42.07;58.44;88.54;39.96;54.06;40.83
45.10;20.42;32.18;90.39;37.88;42.07;58.45;88.54;39.95;54.06;40.82
45.11;20.42;32.18;90.39;37.88;42.08;58.45;88.54;39.95;54.05;40.82
45.10;20.42;32.18;90.38;37.88;42.08;58.45;88.54;39.96;54.07;40.81
Invalid format at line 177723
45.10;20.41;32.18;90.38;37.87;42.08;58.45;88.54;39.95;54.08;40.83
45.11;20.40;32.17;90.39;37.88;42.09;58.46;88.55;39.96;54.09;40.85
45.11;20.40;32.19;90.39;37.88;42.08;58.46;88.55;39.96;54.09;40.86
45.11;20.40;32.19;90.39;37.89;42.08;58.47;88.55;39.96;54.09;40.86
45.11;20.41;32.19;90.38;37.88;42.08;58.46;88.54;39.95;54.09;40.86
45.10;20.40;32.19;90.38;37.87;42.07;58.44;88.54;39.94;54.08;40.85
45.09;20.40;32.18;90.38;37.88;42.07;58.45;88.55;39.93;54.08;40.84
45.09;20.40;32.17;90.38;37.90;42.06;58.44;88.55;39.94;54.08;40.84
45.09;20.39;32.18;90.38;37.90;42.09;58.42;88.56;39.94;54.08;40.84
45.10;20.39;32.17;90.38;37.91;42.08;58.44;88.56;39.93;54.08;40.84
45.09;20.39;32.17;90.38;37.90;42.08;58.44;88.56;39.96;54.07;40.83
45.08;20.39;32.17;90.39;37.90;42.08;58.44;88.56;39.96;54.09;40.84
Invalid format at line 178437
45.09;20.39;32.17;90.39;37.90;42.08;58.45;88.56;39.96;54.09;40.85
45.10;20.39;32.17;90.39;37.90;42.08;58.45;88.56;39.97;54.10;40.85
45.09;20.39;32.19;90.39;37.90;42.08;58.45;88.56;39.96;54.10;40.86
45.09;20.39;32.19;90.38;37.89;42.08;58.46;88.55;39.96;54.10;40.86
45.08;20.39;32.19;90.39;37.89;42.07;58.45;88.54;39.96;54.09;40.85
45.08;20.39;32.18;90.39;37.88;42.07;58.43;88.56;39.95;54.08;40.84
45.08;20.38;32.18;90.39;37.91;42.05;58.43;88.56;39.94;54.09;40.84
45.07;20.38;32.18;90.39;37.92;42.06;58.42;88.56;39.95;54.09;40.84
45.08;20.38;32.18;90.39;37.92;42.06;58.44;88.56;39.94;54.08;40.84
45.07;20.38;32.18;90.39;37.92;42.06;58.45;88.56;39.96;54.07;40.83
45.07;20.37;32.17;90.39;37.91;42.06;58.45;88.56;39.97;54.08;40.83
45.08;20.37;32.17;90.39;37.92;42.06;58.45;88.56;39.97;54.08;40.84
45.08;20.38;32.17;90.39;37.93;42.06;58.46;88.56;39.98;54.09;40.84
45.08;20.39;32.17;90.39;37.93;42.07;58.46;88.56;39.98;54.10;40.86
45.09;20.39;32.17;90.40;37.93;42.06;58.46;88.57;39.97;54.10;40.85
45.08;20.39;32.16;90.41;37.92;42.06;58.45;88.55;39.96;54.09;40.85
45.07;20.39;32.16;90.40;37.91;42.05;58.44;88.56;39.95;54.08;40.84
45.07;20.38;32.16;90.41;37.94;42.04;58.45;88.56;39.95;54.08;40.83
Invalid format at line 179637
45.07;20.38;32.16;90.41;37.94;42.05;58.45;88.56;39.94;54.07;40.84
45.06;20.38;32.16;90.41;37.94;42.06;58.48;88.55;39.94;54.07;40.83
45.07;20.37;32.16;90.41;37.94;42.06;58.49;88.55;39.92;54.08;40.83
45.07;20.37;32.16;90.41;37.94;42.06;58.48;88.55;39.93;54.08;40.82
45.07;20.37;32.16;90.41;37.93;42.06;58.49;88.55;39.92;54.08;40.83
45.08;20.36;32.16;90.41;37.94;42.07;58.50;88.55;39.94;54.09;40.84
45.08;20.37;32.15;90.41;37.95;42.08;58.50;88.56;39.93;54.10;40.85
45.08;20.38;32.16;90.41;37.95;42.08;58.50;88.55;39.93;54.09;40.84
45.08;20.38;32.16;90.43;37.94;42.07;58.49;88.53;39.93;54.09;40.84
45.07;20.38;32.16;90.42;37.93;42.06;58.48;88.53;39.92;54.08;40.83
45.08;20.38;32.15;90.42;37.94;42.06;58.48;88.53;39.91;54.07;40.83
45.07;20.38;32.15;90.42;37.97;42.06;58.48;88.54;39.91;54.07;40.82
45.07;20.38;32.16;90.42;37.97;42.07;58.47;88.54;39.91;54.06;40.82
45.07;20.37;32.16;90.42;37.97;42.07;58.49;88.54;39.90;54.06;40.81
45.07;20.37;32.16;90.42;37.97;42.08;58.49;88.53;39.92;54.04;40.81
45.08;20.37;32.16;90.42;37.97;42.08;58.49;88.53;39.92;54.06;40.81
Invalid format at line 180615
45.08;20.36;32.15;90.42;37.98;42.09;58.49;88.54;39.92;54.05;40.83
45.08;20.36;32.16;90.42;37.98;42.09;58.50;88.54;39.93;54.06;40.84
45.09;20.36;32.18;90.42;37.98;42.08;58.49;88.53;39.93;54.07;40.84
45.09;20.36;32.18;90.41;37.98;42.08;58.50;88.53;39.93;54.07;40.84
45.08;20.36;32.17;90.40;37.97;42.07;58.49;88.53;39.92;54.06;40.83
45.08;20.36;32.17;90.40;37.96;42.06;58.48;88.54;39.91;54.05;40.83
45.08;20.36;32.17;90.40;37.99;42.05;58.48;88.55;39.90;54.05;40.83
45.07;20.35;32.17;90.40;38.00;42.07;58.48;88.55;39.90;54.05;40.82
45.08;20.35;32.16;90.41;38.00;42.07;58.50;88.55;39.89;54.05;40.82
45.07;20.34;32.16;90.40;38.01;42.07;58.50;88.55;39.91;54.06;40.82
45.07;20.34;32.16;90.40;38.00;42.07;58.51;88.55;39.91;54.07;40.81
45.07;20.35;32.15;90.40;38.01;42.08;58.51;88.55;39.91;54.06;40.81
45.07;20.35;32.16;90.40;38.02;42.08;58.52;88.55;39.91;54.07;40.82
45.07;20.36;32.16;90.40;38.02;42.08;58.52;88.55;39.92;54.07;40.82
45.07;20.36;32.16;90.40;38.02;42.09;58.53;88.55;39.92;54.07;40.82
45.06;20.36;32.15;90.41;38.01;42.08;58.51;88.54;39.91;54.06;40.81
45.05;20.36;32.15;90.41;38.00;42.07;58.51;88.54;39.90;54.05;40.81
45.06;20.36;32.15;90.40;38.02;42.07;58.50;88.54;39.91;54.06;40.81
45.07;20.36;32.15;90.41;38.02;42.08;58.50;88.55;39.91;54.05;40.81
45.06;20.36;32.16;90.40;38.02;42.07;58.49;88.54;39.91;54.04;40.81
45.07;20.36;32.15;90.41;38.02;42.08;58.51;88.55;39.90;54.04;40.80
45.06;20.36;32.15;90.40;38.02;42.08;58.51;88.55;39.91;54.05;40.79
45.07;20.36;32.15;90.39;38.02;42.07;58.50;88.55;39.91;54.07;40.79
45.07;20.36;32.15;90.40;38.02;42.08;58.51;88.55;39.91;54.08;40.81
45.07;20.36;32.17;90.39;38.02;42.08;58.51;88.55;39.90;54.09;40.81
45.08;20.36;32.19;90.40;38.02;42.09;58.51;88.54;39.90;54.09;40.81
45.08;20.37;32.20;90.40;38.01;42.08;58.50;88.53;39.89;54.08;40.81
45.07;20.37;32.19;90.39;38.00;42.07;58.49;88.53;39.88;54.07;40.80
45.08;20.36;32.19;90.39;38.00;42.07;58.49;88.55;39.88;54.06;40.79
45.07;20.36;32.18;90.39;38.02;42.08;58.49;88.54;39.87;54.07;40.79
45.06;20.36;32.19;90.39;38.02;42.10;58.49;88.54;39.87;54.06;40.79
45.06;20.36;32.19;90.39;38.02;42.11;58.50;88.55;39.86;54.06;40.79
45.06;20.36;32.19;90.39;38.01;42.10;58.51;88.54;39.87;54.06;40.78
Invalid format at line 182757
45.06;20.35;32.20;90.38;38.02;42.10;58.51;88.54;39.86;54.08;40.78
45.07;20.35;32.20;90.38;38.03;42.10;58.50;88.55;39.86;54.08;40.80
45.07;20.35;32.20;90.38;38.03;42.10;58.51;88.55;39.87;54.09;40.81
45.08;20.35;32.21;90.37;38.02;42.10;58.51;88.54;39.87;54.10;40.82
45.09;20.35;32.21;90.37;38.02;42.10;58.51;88.53;39.86;54.10;40.81
45.08;20.34;32.21;90.37;38.01;42.10;58.50;88.53;39.86;54.09;40.80
45.08;20.34;32.20;90.37;38.01;42.09;58.49;88.54;39.85;54.08;40.79
45.08;20.34;32.21;90.37;38.01;42.08;58.50;88.55;39.85;54.09;40.79
45.07;20.34;32.21;90.37;38.01;42.11;58.49;88.54;39.84;54.09;40.80
45.08;20.33;32.21;90.36;38.01;42.11;58.50;88.54;39.83;54.09;40.79
45.07;20.33;32.22;90.36;38.01;42.12;58.50;88.54;39.84;54.09;40.80
45.07;20.33;32.21;90.36;38.01;42.13;58.49;88.54;39.84;54.11;40.79
45.07;20.34;32.21;90.36;38.01;42.12;58.49;88.54;39.84;54.11;40.81
45.08;20.34;32.21;90.37;38.03;42.13;58.49;88.54;39.84;54.12;40.81
45.08;20.33;32.23;90.37;38.03;42.13;58.50;88.54;39.84;54.12;40.81
45.09;20.34;32.23;90.37;38.04;42.13;58.50;88.54;39.83;54.13;40.81
45.08;20.34;32.23;90.37;38.03;42.13;58.49;88.53;39.82;54.11;40.80
45.07;20.33;32.22;90.35;38.02;42.12;58.48;88.53;39.81;54.11;40.80
45.07;20.33;32.22;90.35;38.04;42.12;58.48;88.54;39.81;54.11;40.80
45.07;20.33;32.22;90.35;38.04;42.13;58.47;88.54;39.81;54.11;40.80
45.07;20.33;32.22;90.35;38.04;42.14;58.46;88.54;39.81;54.11;40.80
45.07;20.33;32.21;90.35;38.03;42.15;58.47;88.54;39.79;54.11;40.81
45.07;20.34;32.21;90.35;38.03;42.15;58.46;88.54;39.81;54.11;40.81
Invalid format at line 184251
45.08;20.34;32.21;90.35;38.03;42.14;58.46;88.54;39.81;54.13;40.81
45.07;20.35;32.21;90.36;38.03;42.15;58.47;88.54;39.81;54.14;40.81
45.08;20.36;32.23;90.35;38.03;42.15;58.47;88.54;39.81;54.14;40.82
45.06;20.36;32.23;90.35;38.03;42.15;58.48;88.55;39.81;54.14;40.82
45.05;20.37;32.23;90.36;38.02;42.15;58.47;88.53;39.80;54.15;40.82
45.05;20.37;32.22;90.34;38.01;42.14;58.45;88.53;39.80;54.14;40.82
45.05;20.37;32.22;90.35;38.01;42.14;58.45;88.53;39.79;54.14;40.81
45.05;20.36;32.22;90.35;38.03;42.13;58.46;88.54;39.78;54.14;40.81
45.05;20.37;32.22;90.35;38.03;42.14;58.44;88.54;39.79;54.14;40.81
45.04;20.36;32.22;90.35;38.04;42.14;58.45;88.54;39.78;54.14;40.81
45.04;20.36;32.22;90.34;38.03;42.13;58.45;88.54;39.80;54.15;40.81
45.04;20.36;32.22;90.34;38.03;42.13;58.45;88.53;39.79;54.18;40.80
Invalid format at line 184995
45.04;20.36;32.21;90.34;38.04;42.13;58.45;88.54;39.79;54.18;40.83
45.05;20.36;32.20;90.34;38.05;42.14;58.45;88.54;39.80;54.19;40.83
45.04;20.36;32.22;90.34;38.05;42.14;58.46;88.53;39.80;54.19;40.83
Invalid format at line 185181
45.07;20.36;32.22;90.34;38.05;42.14;58.46;88.52;39.79;54.19;40.83
45.06;20.36;32.22;90.34;38.05;42.13;58.45;88.51;39.78;54.18;40.82
45.06;20.36;32.21;90.33;38.04;42.12;58.44;88.52;39.78;54.18;40.81
45.06;20.36;32.22;90.33;38.06;42.12;58.44;88.52;39.77;54.17;40.81
45.05;20.35;32.22;90.33;38.06;42.14;58.43;88.52;39.77;54.18;40.81
45.05;20.35;32.22;90.33;38.05;42.14;58.46;88.52;39.76;54.17;40.81
45.05;20.35;32.22;90.33;38.06;42.14;58.46;88.52;39.77;54.17;40.80
45.06;20.35;32.22;90.34;38.06;42.14;58.46;88.52;39.78;54.17;40.79
Invalid format at line 185709
45.06;20.36;32.23;90.33;38.06;42.14;58.46;88.52;39.77;54.16;40.82
45.06;20.35;32.23;90.34;38.07;42.15;58.46;88.52;39.78;54.17;40.83
45.06;20.36;32.24;90.34;38.06;42.16;58.46;88.52;39.78;54.17;40.83
45.09;20.35;32.25;90.33;38.06;42.16;58.46;88.52;39.78;54.17;40.82
45.08;20.35;32.25;90.33;38.06;42.15;58.45;88.51;39.77;54.16;40.81
45.07;20.34;32.24;90.32;38.05;42.14;58.45;88.51;39.76;54.15;40.81
45.07;20.35;32.24;90.32;38.08;42.14;58.45;88.51;39.76;54.15;40.80
45.07;20.34;32.24;90.32;38.09;42.14;58.45;88.51;39.76;54.15;40.79
Invalid format at line 186237
45.06;20.34;32.24;90.31;38.08;42.15;58.46;88.52;39.76;54.14;40.79
45.07;20.34;32.25;90.32;38.08;42.16;58.46;88.52;39.75;54.15;40.79
45.06;20.34;32.25;90.31;38.08;42.15;58.46;88.51;39.76;54.16;40.79
45.06;20.33;32.25;90.31;38.08;42.15;58.46;88.52;39.76;54.18;40.78
45.07;20.32;32.25;90.32;38.09;42.16;58.47;88.52;39.76;54.18;40.80
45.08;20.33;32.26;90.31;38.09;42.17;58.47;88.52;39.76;54.18;40.80
45.08;20.34;32.26;90.31;38.09;42.16;58.47;88.52;39.76;54.18;40.81
45.10;20.34;32.26;90.31;38.08;42.16;58.46;88.51;39.75;54.18;40.80
45.09;20.34;32.25;90.31;38.07;42.15;58.45;88.50;39.75;54.17;40.79
45.09;20.34;32.25;90.31;38.07;42.15;58.45;88.51;39.74;54.17;40.79
45.09;20.34;32.26;90.30;38.09;42.14;58.46;88.51;39.74;54.17;40.79
45.09;20.34;32.26;90.31;38.08;42.17;58.43;88.51;39.73;54.17;40.79
45.09;20.33;32.25;90.31;38.08;42.17;58.44;88.51;39.73;54.17;40.79
45.09;20.33;32.25;90.31;38.08;42.17;58.44;88.51;39.76;54.16;40.79
45.09;20.32;32.25;90.31;38.08;42.18;58.44;88.51;39.75;54.19;40.78
45.09;20.32;32.24;90.31;38.09;42.18;58.44;88.51;39.75;54.19;40.79
45.09;20.34;32.24;90.31;38.09;42.19;58.44;88.51;39.75;54.20;40.79
45.08;20.33;32.26;90.31;38.08;42.19;58.45;88.51;39.75;54.21;40.79
45.10;20.34;32.26;90.31;38.08;42.19;58.45;88.50;39.76;54.21;40.79
45.10;20.33;32.25;90.31;38.07;42.18;58.44;88.49;39.75;54.20;40.78
45.10;20.33;32.25;90.30;38.06;42.17;58.43;88.50;39.74;54.19;40.77
45.10;20.33;32.25;90.30;38.08;42.16;58.44;88.50;39.75;54.19;40.77
45.09;20.32;32.25;90.30;38.08;42.17;58.43;88.50;39.75;54.20;40.78
45.10;20.32;32.24;90.31;38.07;42.17;58.43;88.51;39.74;54.20;40.78
45.09;20.32;32.25;90.31;38.08;42.18;58.44;88.51;39.74;54.21;40.78
45.09;20.32;32.24;90.30;38.07;42.18;58.43;88.51;39.74;54.22;40.79
45.09;20.32;32.24;90.29;38.08;42.18;58.44;88.51;39.74;54.22;40.79
45.10;20.31;32.25;90.29;38.09;42.19;58.45;88.51;39.75;54.23;40.80
45.10;20.30;32.26;90.29;38.10;42.20;58.45;88.51;39.74;54.23;40.80
45.12;20.30;32.25;90.29;38.10;42.19;58.45;88.50;39.74;54.23;40.80
45.12;20.30;32.25;90.30;38.09;42.19;58.44;88.49;39.73;54.22;40.79
45.12;20.30;32.24;90.29;38.08;42.18;58.43;88.49;39.73;54.22;40.78
45.12;20.29;32.24;90.29;38.09;42.19;58.43;88.49;39.72;54.22;40.79
45.12;20.30;32.24;90.29;38.09;42.19;58.42;88.50;39.72;54.22;40.78
45.11;20.29;32.24;90.29;38.09;42.21;58.42;88.50;39.72;54.22;40.78
45.12;20.29;32.24;90.30;38.08;42.20;58.43;88.50;39.71;54.22;40.78
45.12;20.29;32.24;90.29;38.09;42.21;58.42;88.49;39.73;54.23;40.78
45.12;20.29;32.24;90.29;38.08;42.20;58.42;88.50;39.73;54.25;40.77
45.12;20.29;32.25;90.29;38.09;42.22;58.42;88.50;39.73;54.25;40.78
45.12;20.29;32.27;90.29;38.09;42.21;58.43;88.50;39.72;54.26;40.79
45.12;20.29;32.27;90.29;38.09;42.21;58.42;88.49;39.73;54.26;40.80
45.13;20.30;32.27;90.27;38.08;42.21;58.42;88.49;39.72;54.27;40.80
45.12;20.30;32.26;90.27;38.07;42.20;58.41;88.49;39.72;54.26;40.79
45.12;20.29;32.25;90.27;38.07;42.20;58.41;88.49;39.71;54.25;40.78
45.12;20.30;32.26;90.27;38.07;42.20;58.41;88.49;39.72;54.25;40.78
45.12;20.29;32.26;90.26;38.07;42.22;58.41;88.49;39.72;54.24;40.78
45.12;20.29;32.27;90.27;38.06;42.22;58.41;88.49;39.73;54.23;40.78
45.11;20.29;32.27;90.27;38.06;42.22;58.41;88.49;39.76;54.23;40.78
45.11;20.28;32.26;90.27;38.06;42.22;58.40;88.49;39.76;54.25;40.77
45.12;20.29;32.26;90.27;38.05;42.23;58.40;88.49;39.76;54.26;40.77
45.11;20.30;32.26;90.27;38.06;42.24;58.40;88.49;39.77;54.27;40.78
45.10;20.30;32.31;90.27;38.05;42.23;58.40;88.48;39.77;54.27;40.77
45.08;20.31;32.32;90.27;38.05;42.24;58.41;88.48;39.78;54.28;40.77
45.08;20.30;32.31;90.26;38.04;42.23;58.40;88.48;39.77;54.27;40.76
45.08;20.30;32.30;90.26;38.03;42.23;58.39;88.49;39.76;54.25;40.75
45.08;20.30;32.31;90.26;38.02;42.22;58.40;88.49;39.77;54.26;40.76
45.08;20.30;32.32;90.26;38.01;42.24;58.40;88.50;39.77;54.25;40.76
45.07;20.29;32.31;90.26;38.01;42.24;58.40;88.50;39.79;54.25;40.76
45.07;20.30;32.30;90.26;38.01;42.23;58.39;88.50;39.83;54.24;40.76
45.07;20.30;32.30;90.25;38.01;42.23;58.39;88.50;39.83;54.26;40.76
45.06;20.30;32.30;90.25;38.00;42.23;58.39;88.50;39.83;54.26;40.77
45.06;20.31;32.31;90.25;38.01;42.23;58.40;88.50;39.85;54.27;40.77
45.06;20.31;32.33;90.25;38.01;42.24;58.39;88.50;39.85;54.27;40.77
45.07;20.32;32.33;90.26;38.01;42.24;58.40;88.49;39.85;54.27;40.76
45.07;20.31;32.32;90.25;38.00;42.23;58.39;88.49;39.84;54.26;40.76
45.07;20.31;32.32;90.24;38.00;42.22;58.38;88.49;39.83;54.26;40.75
45.07;20.31;32.31;90.24;37.99;42.23;58.38;88.49;39.84;54.26;40.75
45.07;20.32;32.32;90.24;37.98;42.23;58.38;88.48;39.83;54.27;40.75
45.07;20.31;32.32;90.24;37.98;42.24;58.38;88.48;39.83;54.26;40.75
45.07;20.31;32.31;90.25;37.97;42.24;58.39;88.48;39.83;54.26;40.75
45.07;20.31;32.31;90.24;37.97;42.24;58.38;88.48;39.86;54.26;40.74
45.07;20.30;32.31;90.25;37.96;42.25;58.38;88.47;39.86;54.29;40.74
45.07;20.32;32.31;90.25;37.97;42.25;58.39;88.47;39.87;54.29;40.75
45.06;20.32;32.33;90.25;37.97;42.25;58.39;88.47;39.87;54.30;40.75
45.05;20.32;32.34;90.25;37.97;42.25;58.39;88.47;39.87;54.30;40.76
45.06;20.32;32.33;90.24;37.96;42.25;58.38;88.46;39.87;54.31;40.76
45.05;20.32;32.32;90.25;37.95;42.24;58.38;88.46;39.86;54.30;40.75
45.06;20.32;32.32;90.25;37.94;42.25;58.38;88.46;39.85;54.29;40.74
45.05;20.32;32.32;90.25;37.94;42.25;58.38;88.47;39.86;54.29;40.74
45.05;20.32;32.32;90.25;37.93;42.26;58.37;88.46;39.86;54.29;40.74
45.05;20.32;32.32;90.25;37.93;42.27;58.39;88.46;39.87;54.29;40.73
45.05;20.31;32.32;90.24;37.93;42.27;58.39;88.46;39.90;54.29;40.73
