AntiSquid;Baseline1;Baseline2;Coac;Conrisc;Fabbiamo;Marasbot;ProphetCoac;UJIAgent1;UJIAgent2;UJIAgent3
44.74;20.15;31.95;90.46;37.99;42.48;58.47;88.55;40.19;54.20;40.63
44.74;20.15;31.96;90.45;37.99;42.48;58.46;88.55;40.20;54.21;40.64
44.74;20.15;31.97;90.46;37.99;42.48;58.50;88.56;40.18;54.20;40.63
44.75;20.14;31.97;90.46;38.00;42.48;58.51;88.56;40.19;54.17;40.64
44.75;20.14;31.96;90.46;37.99;42.47;58.51;88.56;40.19;54.21;40.62
44.75;20.14;31.95;90.46;37.99;42.47;58.51;88.56;40.18;54.21;40.65
44.75;20.14;31.97;90.46;37.99;42.48;58.51;88.57;40.20;54.22;40.66
44.74;20.14;32.00;90.46;37.99;42.48;58.52;88.57;40.20;54.22;40.65
44.74;20.15;32.01;90.47;37.99;42.48;58.52;88.57;40.19;54.22;40.65
44.73;20.14;32.00;90.47;37.98;42.47;58.51;88.56;40.19;54.21;40.64
44.73;20.14;31.99;90.47;37.97;42.46;58.50;88.58;40.18;54.19;40.63
44.73;20.13;32.00;90.47;38.00;42.45;58.49;88.58;40.17;54.19;40.63
44.73;20.14;32.01;90.47;38.01;42.43;58.50;88.58;40.18;54.19;40.64
44.72;20.14;32.01;90.47;38.01;42.42;58.51;88.59;40.17;54.18;40.64
44.72;20.14;32.01;90.47;38.01;42.42;58.52;88.58;40.18;54.18;40.64
Invalid format at line 152247
44.72;20.13;32.02;90.48;38.02;42.42;58.52;88.59;40.18;54.16;40.63
44.73;20.13;32.01;90.47;38.02;42.41;58.52;88.59;40.17;54.18;40.65
44.73;20.13;32.01;90.48;38.02;42.42;58.52;88.59;40.18;54.19;40.67
44.74;20.14;32.04;90.48;38.02;42.41;58.52;88.59;40.18;54.19;40.67
44.75;20.14;32.05;90.47;38.02;42.42;58.53;88.59;40.17;54.19;40.67
44.74;20.14;32.06;90.47;38.01;42.41;58.52;88.57;40.16;54.18;40.67
44.74;20.13;32.05;90.47;38.00;42.40;58.50;88.57;40.15;54.16;40.66
44.74;20.13;32.04;90.47;38.00;42.40;58.51;88.58;40.15;54.16;40.65
44.75;20.13;32.04;90.47;38.02;42.38;58.50;88.59;40.16;54.16;40.65
44.73;20.13;32.04;90.47;38.02;42.40;58.50;88.58;40.15;54.16;40.66
44.75;20.12;32.03;90.47;38.03;42.40;58.53;88.58;40.13;54.15;40.66
44.75;20.13;32.04;90.47;38.03;42.40;58.54;88.58;40.14;54.12;40.66
44.75;20.13;32.03;90.46;38.03;42.40;58.54;88.58;40.14;54.15;40.66
44.75;20.15;32.03;90.46;38.03;42.40;58.54;88.59;40.13;54.15;40.67
44.76;20.16;32.03;90.46;38.03;42.40;58.55;88.59;40.14;54.16;40.67
44.75;20.16;32.05;90.46;38.03;42.40;58.55;88.59;40.14;54.17;40.67
44.76;20.17;32.05;90.46;38.02;42.39;58.55;88.58;40.14;54.16;40.67
44.75;20.16;32.05;90.45;38.01;42.39;58.54;88.59;40.13;54.15;40.66
44.75;20.16;32.04;90.45;38.00;42.38;58.53;88.60;40.13;54.14;40.65
44.75;20.16;32.04;90.45;38.03;42.36;58.53;88.60;40.13;54.15;40.65
44.74;20.17;32.05;90.45;38.03;42.36;58.52;88.60;40.14;54.15;40.66
44.75;20.17;32.04;90.45;38.03;42.35;58.55;88.60;40.11;54.14;40.65
44.75;20.17;32.05;90.45;38.03;42.35;58.55;88.60;40.14;54.11;40.65
44.76;20.17;32.05;90.45;38.02;42.35;58.55;88.60;40.14;54.13;40.64
44.76;20.17;32.05;90.45;38.02;42.34;58.55;88.60;40.15;54.14;40.67
44.77;20.19;32.04;90.45;38.02;42.35;58.56;88.60;40.16;54.14;40.67
44.77;20.20;32.06;90.45;38.02;42.34;58.56;88.60;40.16;54.14;40.67
44.78;20.20;32.06;90.44;38.02;42.34;58.56;88.60;40.16;54.15;40.67
44.77;20.19;32.06;90.46;38.01;42.33;58.55;88.59;40.15;54.13;40.66
44.77;20.19;32.05;90.44;38.01;42.32;58.54;88.60;40.14;54.12;40.65
44.77;20.19;32.06;90.44;38.03;42.32;58.53;88.60;40.14;54.13;40.65
44.77;20.19;32.05;90.44;38.04;42.31;58.54;88.60;40.14;54.13;40.65
44.76;20.19;32.06;90.43;38.03;42.30;58.56;88.61;40.14;54.13;40.65
44.77;20.18;32.05;90.43;38.03;42.30;58.56;88.61;40.13;54.13;40.65
44.78;20.18;32.05;90.43;38.03;42.30;58.56;88.61;40.15;54.12;40.66
44.78;20.18;32.05;90.43;38.02;42.30;58.55;88.61;40.14;54.13;40.66
44.78;20.19;32.06;90.43;38.02;42.31;58.56;88.62;40.16;54.14;40.68
44.77;20.20;32.09;90.43;38.03;42.31;58.56;88.62;40.15;54.14;40.68
44.79;20.21;32.10;90.42;38.02;42.30;58.57;88.62;40.14;54.13;40.68
44.79;20.21;32.10;90.41;38.02;42.29;58.56;88.61;40.13;54.12;40.67
44.79;20.21;32.09;90.41;38.01;42.28;58.54;88.61;40.13;54.12;40.66
44.79;20.20;32.09;90.41;38.00;42.29;58.54;88.62;40.13;54.11;40.65
44.80;20.20;32.09;90.41;38.02;42.26;58.55;88.62;40.14;54.12;40.65
44.79;20.20;32.09;90.40;38.02;42.26;58.56;88.62;40.13;54.12;40.65
44.79;20.20;32.09;90.41;38.02;42.26;58.58;88.62;40.11;54.12;40.65
44.79;20.20;32.10;90.41;38.02;42.26;58.58;88.62;40.13;54.11;40.65
44.80;20.19;32.09;90.41;38.02;42.26;58.57;88.62;40.13;54.14;40.63
44.79;20.20;32.09;90.41;38.02;42.27;58.58;88.62;40.13;54.14;40.66
44.80;20.23;32.10;90.41;38.02;42.26;58.58;88.63;40.13;54.14;40.65
44.80;20.23;32.11;90.41;38.01;42.26;58.59;88.62;40.14;54.14;40.66
44.81;20.23;32.11;90.40;38.00;42.26;58.59;88.62;40.13;54.15;40.66
44.80;20.23;32.11;90.41;37.99;42.25;58.58;88.61;40.12;54.14;40.65
44.81;20.22;32.10;90.41;37.98;42.24;58.57;88.61;40.11;54.12;40.64
44.82;20.22;32.11;90.41;37.99;42.22;58.58;88.61;40.10;54.13;40.65
44.82;20.22;32.12;90.40;37.99;42.24;58.58;88.61;40.11;54.12;40.64
44.83;20.22;32.11;90.41;37.98;42.24;58.62;88.61;40.08;54.12;40.64
44.82;20.22;32.11;90.40;37.99;42.24;58.61;88.61;40.10;54.12;40.64
44.83;20.22;32.11;90.40;37.99;42.24;58.61;88.61;40.11;54.12;40.63
44.83;20.22;32.11;90.40;37.99;42.24;58.61;88.61;40.10;54.12;40.66
44.83;20.23;32.12;90.40;38.00;42.24;58.61;88.61;40.11;54.13;40.67
44.83;20.23;32.16;90.40;38.00;42.24;58.61;88.61;40.11;54.13;40.68
44.85;20.23;32.15;90.39;37.99;42.25;58.62;88.61;40.10;54.13;40.68
44.85;20.22;32.14;90.40;37.98;42.24;58.61;88.59;40.09;54.11;40.67
44.85;20.22;32.14;90.39;37.97;42.23;58.60;88.59;40.08;54.10;40.66
44.85;20.22;32.14;90.40;37.98;42.23;58.61;88.59;40.08;54.11;40.65
44.84;20.21;32.14;90.40;37.99;42.24;58.61;88.59;40.08;54.11;40.65
44.83;20.22;32.14;90.40;37.99;42.23;58.62;88.59;40.07;54.11;40.65
44.83;20.21;32.15;90.40;38.00;42.23;58.62;88.59;40.08;54.10;40.65
44.83;20.22;32.16;90.39;37.99;42.23;58.62;88.58;40.08;54.10;40.65
44.83;20.22;32.15;90.39;37.99;42.22;58.62;88.58;40.08;54.11;40.66
44.83;20.24;32.15;90.39;37.99;42.23;58.62;88.58;40.09;54.12;40.68
44.84;20.24;32.17;90.40;37.99;42.23;58.62;88.58;40.09;54.13;40.69
44.86;20.24;32.19;90.40;37.99;42.23;58.61;88.58;40.08;54.11;40.69
44.88;20.24;32.18;90.41;37.98;42.22;58.60;88.56;40.07;54.11;40.68
44.87;20.24;32.18;90.39;37.97;42.21;58.59;88.56;40.07;54.10;40.68
44.87;20.23;32.17;90.39;37.99;42.20;58.58;88.58;40.06;54.09;40.67
44.87;20.23;32.17;90.39;38.02;42.19;58.59;88.57;40.07;54.09;40.66
44.86;20.23;32.17;90.39;38.01;42.19;58.59;88.58;40.07;54.09;40.66
44.86;20.24;32.17;90.39;38.00;42.19;58.60;88.58;40.07;54.09;40.66
44.86;20.24;32.17;90.39;38.00;42.18;58.60;88.58;40.08;54.08;40.66
44.87;20.24;32.17;90.39;38.01;42.19;58.60;88.57;40.08;54.09;40.64
44.87;20.26;32.18;90.39;38.01;42.19;58.61;88.58;40.08;54.09;40.65
44.87;20.29;32.17;90.39;38.01;42.19;58.61;88.58;40.09;54.10;40.65
44.86;20.29;32.21;90.39;38.01;42.19;58.60;88.58;40.09;54.10;40.65
44.88;20.29;32.21;90.38;38.00;42.19;58.61;88.57;40.09;54.10;40.65
44.87;20.28;32.20;90.38;38.00;42.18;58.59;88.58;40.08;54.09;40.64
44.87;20.28;32.19;90.38;37.98;42.17;58.58;88.59;40.07;54.08;40.63
44.87;20.28;32.19;90.38;38.01;42.16;58.58;88.60;40.08;54.07;40.62
44.86;20.28;32.20;90.39;38.01;42.16;58.58;88.59;40.08;54.07;40.62
44.87;20.28;32.21;90.39;38.01;42.16;58.60;88.59;40.07;54.07;40.62
44.86;20.28;32.21;90.39;38.01;42.15;58.61;88.59;40.09;54.06;40.62
44.86;20.28;32.21;90.39;38.01;42.15;58.61;88.59;40.09;54.05;40.62
44.87;20.28;32.21;90.39;38.01;42.15;58.61;88.59;40.09;54.06;40.64
44.87;20.29;32.21;90.39;38.01;42.16;58.61;88.59;40.10;54.07;40.65
44.87;20.29;32.22;90.39;38.01;42.15;58.61;88.60;40.10;54.08;40.66
44.89;20.30;32.23;90.40;38.00;42.15;58.61;88.60;40.09;54.08;40.66
44.88;20.29;32.22;90.40;37.99;42.14;58.59;88.59;40.08;54.07;40.65
44.88;20.29;32.21;90.39;37.98;42.13;58.58;88.60;40.07;54.06;40.64
Invalid format at line 158515
44.88;20.29;32.21;90.38;37.99;42.14;58.58;88.60;40.07;54.07;40.63
44.88;20.30;32.21;90.39;37.99;42.13;58.58;88.61;40.08;54.07;40.64
44.88;20.30;32.21;90.38;37.98;42.12;58.59;88.61;40.07;54.06;40.64
44.89;20.29;32.21;90.39;37.98;42.12;58.60;88.61;40.08;54.06;40.64
44.88;20.30;32.22;90.38;37.97;42.12;58.60;88.61;40.09;54.06;40.63
44.88;20.29;32.21;90.38;37.97;42.11;58.60;88.61;40.08;54.09;40.64
44.89;20.30;32.21;90.38;37.98;42.12;58.61;88.62;40.09;54.09;40.66
44.89;20.31;32.22;90.38;37.97;42.12;58.61;88.61;40.09;54.09;40.67
44.88;20.31;32.24;90.39;37.97;42.12;58.61;88.61;40.08;54.10;40.67
44.87;20.31;32.24;90.39;37.97;42.11;58.60;88.60;40.07;54.09;40.67
44.86;20.31;32.23;90.38;37.96;42.10;58.59;88.61;40.06;54.08;40.67
44.86;20.30;32.23;90.38;37.97;42.10;58.58;88.60;40.06;54.08;40.66
44.87;20.31;32.23;90.38;37.99;42.08;58.58;88.60;40.06;54.09;40.67
44.86;20.31;32.24;90.38;37.99;42.09;58.56;88.60;40.06;54.09;40.67
44.87;20.30;32.24;90.38;38.00;42.08;58.59;88.61;40.04;54.08;40.66
44.87;20.30;32.24;90.39;37.99;42.08;58.58;88.61;40.06;54.07;40.66
44.88;20.30;32.23;90.39;38.00;42.08;58.58;88.60;40.06;54.09;40.65
44.89;20.31;32.23;90.39;38.01;42.08;58.58;88.61;40.07;54.09;40.65
44.90;20.31;32.23;90.39;38.01;42.08;58.59;88.61;40.07;54.10;40.66
44.90;20.32;32.26;90.38;38.02;42.08;58.59;88.60;40.07;54.10;40.67
44.92;20.33;32.26;90.37;38.01;42.07;58.59;88.59;40.06;54.10;40.67
44.91;20.32;32.25;90.37;38.01;42.07;58.57;88.58;40.05;54.08;40.66
44.91;20.32;32.25;90.38;37.99;42.06;58.56;88.59;40.05;54.07;40.65
44.92;20.31;32.25;90.38;38.03;42.04;58.56;88.59;40.04;54.08;40.65
44.91;20.31;32.25;90.38;38.03;42.08;58.55;88.59;40.04;54.07;40.65
44.92;20.30;32.25;90.38;38.02;42.08;58.57;88.59;40.02;54.06;40.66
44.92;20.30;32.25;90.38;38.03;42.08;58.58;88.59;40.02;54.06;40.66
44.91;20.31;32.25;90.37;38.03;42.07;58.59;88.59;40.02;54.07;40.66
44.91;20.32;32.24;90.37;38.03;42.06;58.59;88.59;40.02;54.07;40.70
44.91;20.32;32.25;90.37;38.04;42.06;58.59;88.59;40.03;54.08;40.71
44.91;20.32;32.26;90.38;38.04;42.06;58.59;88.59;40.02;54.09;40.71
44.95;20.33;32.26;90.37;38.04;42.06;58.60;88.58;40.02;54.09;40.70
44.94;20.32;32.25;90.38;38.04;42.05;58.58;88.56;40.01;54.08;40.69
44.93;20.32;32.25;90.37;38.03;42.04;58.57;88.57;40.00;54.07;40.69
44.93;20.33;32.24;90.37;38.03;42.04;58.57;88.57;40.00;54.07;40.70
44.94;20.32;32.24;90.37;38.03;42.05;58.57;88.57;40.00;54.06;40.70
44.93;20.33;32.24;90.36;38.03;42.05;58.56;88.58;40.00;54.07;40.70
44.94;20.32;32.24;90.37;38.03;42.05;58.58;88.58;39.98;54.07;40.70
44.94;20.32;32.25;90.36;38.03;42.06;58.57;88.58;39.98;54.07;40.70
44.94;20.32;32.24;90.36;38.04;42.05;58.57;88.58;39.98;54.09;40.70
44.94;20.32;32.24;90.36;38.04;42.06;58.58;88.58;39.99;54.09;40.73
44.95;20.33;32.25;90.36;38.05;42.06;58.57;88.58;39.99;54.09;40.73
44.96;20.33;32.26;90.37;38.05;42.06;58.57;88.58;39.98;54.10;40.73
44.96;20.33;32.26;90.35;38.04;42.05;58.56;88.58;39.98;54.10;40.73
44.95;20.33;32.25;90.34;38.03;42.04;58.54;88.58;39.97;54.09;40.72
44.95;20.33;32.25;90.35;38.03;42.04;58.54;88.59;39.97;54.08;40.72
44.95;20.32;32.25;90.35;38.06;42.04;58.54;88.59;39.96;54.08;40.72
44.94;20.32;32.26;90.35;38.05;42.08;58.52;88.59;39.96;54.07;40.71
44.95;20.31;32.25;90.35;38.06;42.08;58.56;88.60;39.93;54.06;40.71
44.95;20.31;32.26;90.34;38.07;42.08;58.56;88.59;39.95;54.05;40.70
44.95;20.30;32.25;90.35;38.08;42.08;58.56;88.59;39.95;54.06;40.69
Invalid format at line 161750
44.95;20.30;32.25;90.35;38.08;42.08;58.56;88.59;39.95;54.06;40.71
44.96;20.33;32.25;90.35;38.09;42.09;58.57;88.59;39.95;54.06;40.71
44.95;20.33;32.26;90.35;38.08;42.09;58.58;88.59;39.95;54.06;40.72
44.97;20.33;32.26;90.34;38.07;42.10;58.58;88.59;39.95;54.06;40.72
44.97;20.32;32.25;90.33;38.07;42.09;58.57;88.58;39.94;54.06;40.71
44.98;20.32;32.24;90.33;38.04;42.08;58.56;88.59;39.93;54.05;40.70
44.97;20.32;32.25;90.33;38.06;42.08;58.56;88.59;39.92;54.06;40.70
44.96;20.32;32.26;90.33;38.06;42.11;58.56;88.59;39.92;54.05;40.70
44.96;20.31;32.25;90.33;38.05;42.11;58.59;88.59;39.92;54.06;40.70
44.97;20.31;32.26;90.33;38.06;42.10;58.59;88.59;39.92;54.05;40.69
44.97;20.31;32.26;90.34;38.05;42.10;58.60;88.59;39.92;54.06;40.69
44.97;20.32;32.25;90.34;38.04;42.11;58.60;88.58;39.92;54.06;40.70
Invalid format at line 162545
44.98;20.35;32.25;90.33;38.04;42.11;58.60;88.59;39.92;54.06;40.71
44.98;20.35;32.26;90.33;38.05;42.11;58.61;88.59;39.92;54.07;40.71
44.99;20.35;32.27;90.33;38.04;42.12;58.61;88.59;39.92;54.07;40.71
44.98;20.35;32.27;90.34;38.03;42.11;58.59;88.57;39.91;54.06;40.70
44.98;20.34;32.26;90.33;38.02;42.10;58.58;88.57;39.90;54.05;40.70
44.98;20.34;32.26;90.33;38.04;42.10;58.58;88.57;39.89;54.05;40.70
44.98;20.34;32.26;90.33;38.05;42.08;58.58;88.57;39.90;54.06;40.70
44.98;20.34;32.27;90.33;38.05;42.08;58.59;88.57;39.90;54.05;40.70
44.97;20.34;32.27;90.34;38.05;42.07;58.60;88.57;39.91;54.04;40.70
44.97;20.34;32.27;90.33;38.05;42.07;58.60;88.56;39.91;54.05;40.70
44.98;20.33;32.27;90.33;38.05;42.06;58.60;88.56;39.91;54.06;40.71
44.98;20.34;32.28;90.33;38.06;42.07;58.60;88.56;39.92;54.07;40.73
44.98;20.34;32.29;90.33;38.07;42.07;58.60;88.56;39.91;54.07;40.74
44.99;20.34;32.30;90.33;38.06;42.07;58.61;88.55;39.91;54.07;40.74
45.00;20.35;32.30;90.33;38.05;42.06;58.60;88.54;39.90;54.07;40.74
44.99;20.35;32.29;90.32;38.05;42.05;58.59;88.54;39.89;54.06;40.73
44.99;20.35;32.29;90.32;38.03;42.06;58.59;88.54;39.89;54.05;40.73
44.98;20.35;32.29;90.32;38.07;42.06;58.58;88.54;39.89;54.05;40.72
44.97;20.35;32.29;90.32;38.06;42.08;58.57;88.54;39.89;54.05;40.72
44.98;20.34;32.29;90.32;38.07;42.08;58.59;88.54;39.87;54.05;40.72
44.97;20.34;32.29;90.31;38.06;42.09;58.60;88.54;39.89;54.04;40.72
44.98;20.34;32.29;90.32;38.05;42.09;58.60;88.53;39.89;54.07;40.72
44.97;20.35;32.29;90.32;38.05;42.08;58.60;88.53;39.89;54.06;40.75
44.99;20.36;32.28;90.32;38.06;42.09;58.60;88.53;39.89;54.07;40.75
44.98;20.36;32.31;90.32;38.06;42.08;58.60;88.53;39.89;54.07;40.76
45.01;20.37;32.31;90.32;38.06;42.08;58.61;88.51;39.88;54.07;40.76
45.00;20.36;32.30;90.32;38.06;42.07;58.60;88.50;39.88;54.05;40.75
45.01;20.36;32.30;90.32;38.04;42.06;58.59;88.50;39.87;54.05;40.74
45.00;20.36;32.29;90.32;38.07;42.06;58.59;88.50;39.87;54.04;40.74
44.99;20.36;32.30;90.33;38.07;42.09;58.60;88.50;39.88;54.03;40.73
45.00;20.36;32.29;90.32;38.08;42.08;58.61;88.50;39.86;54.03;40.72
45.00;20.35;32.30;90.32;38.07;42.09;58.62;88.51;39.86;54.03;40.73
45.00;20.35;32.29;90.33;38.07;42.09;58.60;88.50;39.86;54.05;40.72
45.00;20.36;32.30;90.33;38.07;42.08;58.61;88.50;39.86;54.06;40.73
45.00;20.37;32.30;90.33;38.07;42.10;58.61;88.51;39.87;54.07;40.73
45.01;20.37;32.32;90.33;38.06;42.10;58.61;88.51;39.87;54.07;40.73
45.03;20.38;32.31;90.33;38.06;42.10;58.62;88.51;39.86;54.07;40.73
45.03;20.37;32.31;90.34;38.05;42.09;58.61;88.49;39.85;54.06;40.72
45.03;20.37;32.30;90.33;38.04;42.08;58.59;88.50;39.85;54.06;40.71
45.03;20.37;32.30;90.33;38.04;42.08;58.60;88.50;39.84;54.06;40.71
45.03;20.37;32.30;90.33;38.05;42.10;58.59;88.50;39.84;54.05;40.70
45.02;20.37;32.30;90.32;38.04;42.12;58.61;88.50;39.84;54.05;40.70
45.02;20.36;32.30;90.33;38.04;42.12;58.62;88.50;39.83;54.04;40.70
45.02;20.36;32.30;90.32;38.04;42.12;58.63;88.50;39.83;54.04;40.70
45.03;20.36;32.30;90.32;38.04;42.12;58.63;88.50;39.84;54.07;40.68
45.02;20.35;32.29;90.32;38.04;42.13;58.63;88.51;39.84;54.08;40.70
45.02;20.37;32.29;90.32;38.05;42.14;58.64;88.51;39.84;54.09;40.70
45.02;20.37;32.30;90.32;38.05;42.14;58.65;88.49;39.83;54.09;40.71
45.04;20.37;32.30;90.33;38.04;42.14;58.63;88.47;39.83;54.09;40.70
45.03;20.36;32.30;90.33;38.03;42.13;58.62;88.46;39.82;54.08;40.70
45.05;20.36;32.29;90.33;38.02;42.12;58.62;88.47;39.81;54.07;40.69
45.05;20.36;32.29;90.33;38.06;42.11;58.62;88.47;39.80;54.07;40.69
45.05;20.36;32.29;90.33;38.06;42.15;58.59;88.47;39.80;54.06;40.68
45.06;20.36;32.29;90.34;38.07;42.15;58.60;88.47;39.79;54.07;40.68
45.05;20.35;32.29;90.34;38.07;42.15;58.60;88.46;39.80;54.06;40.68
45.06;20.35;32.29;90.34;38.07;42.15;58.60;88.46;39.80;54.09;40.67
45.06;20.37;32.28;90.34;38.07;42.15;58.59;88.46;39.80;54.09;40.69
45.06;20.40;32.27;90.34;38.08;42.16;58.59;88.45;39.80;54.10;40.68
45.06;20.40;32.30;90.34;38.07;42.16;58.59;88.45;39.80;54.10;40.69
45.11;20.41;32.29;90.33;38.07;42.16;58.59;88.44;39.80;54.10;40.68
45.10;20.40;32.29;90.33;38.06;42.15;58.58;88.42;39.79;54.09;40.67
45.11;20.40;32.28;90.33;38.05;42.15;58.57;88.43;39.78;54.09;40.67
45.10;20.40;32.28;90.33;38.07;42.15;58.57;88.43;39.77;54.09;40.66
45.10;20.40;32.28;90.33;38.07;42.16;58.58;88.43;39.78;54.09;40.66
45.11;20.40;32.28;90.33;38.07;42.16;58.58;88.43;39.76;54.08;40.66
45.11;20.40;32.27;90.33;38.08;42.15;58.57;88.44;39.79;54.08;40.66
45.11;20.40;32.27;90.33;38.07;42.14;58.58;88.43;39.79;54.09;40.65
45.12;20.41;32.27;90.34;38.07;42.14;58.58;88.44;39.79;54.08;40.65
45.12;20.42;32.28;90.33;38.08;42.15;58.59;88.44;39.80;54.09;40.65
45.13;20.42;32.28;90.34;38.08;42.15;58.59;88.43;39.80;54.10;40.66
45.14;20.43;32.28;90.33;38.08;42.15;58.59;88.43;39.79;54.10;40.67
45.13;20.43;32.28;90.35;38.07;42.14;58.58;88.42;39.78;54.08;40.66
45.13;20.42;32.27;90.34;38.06;42.13;58.57;88.41;39.78;54.08;40.66
45.13;20.42;32.26;90.34;38.06;42.13;58.57;88.42;39.78;54.08;40.65
45.13;20.42;32.27;90.34;38.07;42.14;58.58;88.42;39.77;54.07;40.66
45.12;20.42;32.27;90.34;38.07;42.15;58.57;88.42;39.77;54.07;40.65
45.12;20.42;32.26;90.34;38.06;42.15;58.58;88.42;39.78;54.07;40.65
45.12;20.42;32.26;90.35;38.06;42.16;58.58;88.43;39.80;54.04;40.65
45.12;20.41;32.26;90.35;38.05;42.15;58.58;88.43;39.80;54.06;40.66
45.12;20.41;32.26;90.35;38.06;42.16;58.59;88.43;39.81;54.06;40.68
45.12;20.42;32.28;90.35;38.05;42.16;58.58;88.43;39.81;54.07;40.69
45.12;20.42;32.28;90.34;38.05;42.16;58.59;88.43;39.81;54.08;40.70
45.14;20.42;32.28;90.34;38.04;42.15;58.58;88.42;39.81;54.07;40.70
45.13;20.42;32.27;90.33;38.03;42.14;58.57;88.42;39.80;54.06;40.69
45.13;20.41;32.26;90.34;38.02;42.14;58.57;88.44;39.79;54.05;40.69
45.12;20.41;32.27;90.34;38.02;42.14;58.57;88.44;39.79;54.06;40.69
45.12;20.41;32.26;90.34;38.01;42.17;58.57;88.44;39.79;54.05;40.69
45.12;20.41;32.26;90.34;38.01;42.17;58.58;88.44;39.79;54.05;40.69
45.12;20.41;32.27;90.34;38.00;42.17;58.58;88.44;39.81;54.03;40.69
45.13;20.41;32.27;90.34;38.00;42.17;58.57;88.44;39.81;54.06;40.68
45.12;20.41;32.27;90.34;37.99;42.18;58.56;88.44;39.82;54.06;40.70
45.12;20.42;32.27;90.34;37.99;42.18;58.57;88.44;39.83;54.06;40.71
45.11;20.43;32.29;90.34;37.99;42.18;58.58;88.44;39.82;54.07;40.72
45.12;20.43;32.30;90.34;37.99;42.18;58.58;88.44;39.82;54.06;40.71
45.11;20.43;32.29;90.34;37.98;42.17;58.57;88.44;39.81;54.05;40.71
45.12;20.42;32.28;90.34;37.97;42.16;58.56;88.45;39.80;54.04;40.70
45.12;20.42;32.28;90.34;37.99;42.16;58.55;88.46;39.80;54.04;40.70
45.13;20.42;32.29;90.34;37.99;42.15;58.56;88.46;39.81;54.05;40.70
45.13;20.42;32.29;90.34;37.98;42.15;58.55;88.46;39.80;54.05;40.70
45.13;20.42;32.28;90.34;37.98;42.15;58.55;88.46;39.83;54.04;40.70
45.12;20.42;32.27;90.34;37.98;42.15;58.54;88.45;39.83;54.06;40.70
45.12;20.42;32.27;90.35;37.98;42.15;58.54;88.45;39.82;54.05;40.74
45.12;20.42;32.27;90.35;37.99;42.15;58.55;88.46;39.84;54.06;40.75
45.12;20.43;32.26;90.35;37.99;42.15;58.56;88.46;39.84;54.06;40.76
45.15;20.42;32.26;90.35;37.99;42.14;58.55;88.45;39.84;54.06;40.76
45.15;20.42;32.26;90.36;37.98;42.13;58.54;88.44;39.83;54.05;40.76
45.15;20.42;32.25;90.35;37.98;42.12;58.53;88.44;39.82;54.04;40.75
45.15;20.41;32.25;90.36;37.97;42.13;58.53;88.45;39.82;54.03;40.75
45.16;20.42;32.25;90.36;37.98;42.10;58.53;88.45;39.83;54.04;40.75
45.16;20.42;32.25;90.36;37.98;42.11;58.52;88.45;39.83;54.04;40.75
45.16;20.42;32.25;90.36;37.98;42.10;58.52;88.46;39.84;54.03;40.75
45.16;20.41;32.25;90.36;37.97;42.10;58.52;88.45;39.87;54.02;40.74
45.16;20.41;32.25;90.36;37.97;42.10;58.51;88.46;39.88;54.03;40.76
45.16;20.41;32.24;90.36;37.97;42.11;58.51;88.46;39.88;54.03;40.78
45.17;20.43;32.25;90.37;37.97;42.11;58.51;88.46;39.88;54.03;40.78
45.16;20.43;32.27;90.37;37.97;42.11;58.51;88.46;39.88;54.04;40.78
45.16;20.44;32.27;90.37;37.96;42.10;58.51;88.45;39.88;54.04;40.78
45.15;20.43;32.26;90.37;37.95;42.09;58.50;88.46;39.87;54.03;40.77
45.15;20.43;32.25;90.37;37.94;42.09;58.49;88.48;39.86;54.02;40.76
45.17;20.42;32.27;90.37;37.95;42.07;58.49;88.47;39.87;54.02;40.76
45.16;20.42;32.27;90.37;37.95;42.08;58.48;88.48;39.87;54.02;40.76
45.16;20.42;32.26;90.37;37.95;42.09;58.48;88.48;39.86;54.01;40.76
45.16;20.42;32.26;90.37;37.94;42.08;58.48;88.47;39.91;54.01;40.76
45.17;20.42;32.26;90.37;37.94;42.09;58.47;88.48;39.91;54.03;40.74
45.16;20.42;32.26;90.38;37.94;42.08;58.48;88.48;39.91;54.03;40.76
45.17;20.42;32.25;90.38;37.94;42.09;58.49;88.48;39.92;54.03;40.77
45.16;20.42;32.27;90.38;37.94;42.09;58.49;88.48;39.92;54.04;40.78
45.16;20.42;32.27;90.38;37.94;42.09;58.50;88.48;39.92;54.04;40.78
45.15;20.42;32.27;90.38;37.93;42.08;58.49;88.47;39.91;54.03;40.78
45.15;20.41;32.26;90.38;37.93;42.07;58.47;88.48;39.90;54.02;40.77
45.15;20.41;32.27;90.38;37.92;42.07;58.48;88.48;39.91;54.02;40.77
45.15;20.42;32.28;90.38;37.92;42.05;58.49;88.48;39.92;54.02;40.78
45.15;20.42;32.27;90.37;37.91;42.05;58.49;88.49;39.92;54.02;40.78
45.15;20.41;32.27;90.38;37.91;42.05;58.49;88.49;39.96;54.02;40.78
45.14;20.41;32.27;90.37;37.90;42.04;58.48;88.48;39.96;54.04;40.77
45.14;20.41;32.26;90.38;37.90;42.04;58.48;88.49;39.95;54.04;40.80
45.14;20.41;32.26;90.38;37.91;42.05;58.48;88.49;39.96;54.05;40.81
45.15;20.42;32.27;90.38;37.91;42.04;58.48;88.49;39.97;54.05;40.82
45.13;20.42;32.27;90.38;37.91;42.05;58.49;88.49;39.96;54.06;40.82
