AdvancedAvocadoAgent;Ag2O;Baseline1;Baseline2;ByteRL;Chad;Coac;DrainPower;DrainPowerAggressive;LANE\\_1\\_0;OneLaneIsEnough;ReinforcedGreediness
 19.69; 18.25; 21.31; 20.40; 94.13; 67.06; 68.40; 74.38; 74.92; 35.38; 55.25; 50.81
 19.68; 18.25; 21.29; 20.41; 94.14; 67.09; 68.40; 74.38; 74.89; 35.39; 55.25; 50.83
 19.69; 18.25; 21.27; 20.38; 94.13; 67.08; 68.39; 74.41; 74.91; 35.40; 55.25; 50.84
 19.76; 18.24; 21.26; 20.39; 94.14; 67.11; 68.41; 74.39; 74.90; 35.37; 55.20; 50.84
 19.78; 18.25; 21.23; 20.40; 94.15; 67.12; 68.39; 74.38; 74.90; 35.37; 55.20; 50.84
 19.76; 18.27; 21.23; 20.42; 94.15; 67.12; 68.41; 74.38; 74.91; 35.36; 55.18; 50.81
 19.77; 18.25; 21.26; 20.40; 94.16; 67.15; 68.41; 74.34; 74.87; 35.40; 55.15; 50.83
 19.78; 18.26; 21.25; 20.42; 94.16; 67.15; 68.39; 74.35; 74.89; 35.39; 55.15; 50.81
 19.78; 18.25; 21.26; 20.42; 94.17; 67.18; 68.38; 74.33; 74.87; 35.40; 55.15; 50.82
 19.78; 18.25; 21.28; 20.42; 94.17; 67.17; 68.41; 74.33; 74.88; 35.37; 55.15; 50.80
 19.77; 18.23; 21.29; 20.40; 94.18; 67.17; 68.42; 74.34; 74.85; 35.40; 55.16; 50.78
 19.79; 18.24; 21.31; 20.39; 94.19; 67.17; 68.43; 74.33; 74.85; 35.38; 55.15; 50.77
 19.80; 18.22; 21.33; 20.40; 94.21; 67.17; 68.43; 74.34; 74.81; 35.40; 55.14; 50.76
 19.81; 18.22; 21.31; 20.42; 94.22; 67.18; 68.44; 74.35; 74.79; 35.41; 55.11; 50.73
 19.82; 18.22; 21.31; 20.39; 94.23; 67.20; 68.45; 74.32; 74.75; 35.43; 55.14; 50.74
 19.82; 18.26; 21.30; 20.38; 94.22; 67.18; 68.50; 74.32; 74.75; 35.42; 55.11; 50.73
 19.83; 18.25; 21.29; 20.38; 94.23; 67.20; 68.50; 74.32; 74.74; 35.43; 55.09; 50.74
 19.86; 18.27; 21.26; 20.38; 94.23; 67.21; 68.50; 74.30; 74.75; 35.43; 55.10; 50.73
 19.85; 18.29; 21.27; 20.37; 94.24; 67.24; 68.51; 74.26; 74.74; 35.43; 55.10; 50.71
 19.87; 18.31; 21.25; 20.38; 94.23; 67.24; 68.53; 74.28; 74.76; 35.39; 55.07; 50.69
 19.86; 18.31; 21.28; 20.36; 94.25; 67.24; 68.52; 74.28; 74.72; 35.41; 55.07; 50.69
 19.87; 18.33; 21.26; 20.38; 94.26; 67.24; 68.51; 74.28; 74.74; 35.41; 55.05; 50.65
 19.87; 18.33; 21.26; 20.38; 94.26; 67.23; 68.49; 74.31; 74.74; 35.43; 55.03; 50.66
 19.85; 18.31; 21.26; 20.39; 94.27; 67.22; 68.47; 74.32; 74.76; 35.42; 55.05; 50.67
 19.86; 18.29; 21.27; 20.39; 94.28; 67.20; 68.47; 74.33; 74.77; 35.42; 55.05; 50.66
 19.86; 18.29; 21.26; 20.41; 94.29; 67.19; 68.45; 74.33; 74.78; 35.40; 55.08; 50.67
 19.85; 18.29; 21.25; 20.42; 94.29; 67.18; 68.48; 74.33; 74.79; 35.40; 55.04; 50.67
 19.84; 18.28; 21.26; 20.42; 94.30; 67.19; 68.49; 74.32; 74.77; 35.38; 55.07; 50.67
 19.85; 18.30; 21.26; 20.42; 94.29; 67.19; 68.49; 74.33; 74.79; 35.35; 55.07; 50.66
 19.85; 18.28; 21.24; 20.44; 94.30; 67.21; 68.47; 74.32; 74.80; 35.36; 55.07; 50.64
 19.89; 18.27; 21.24; 20.45; 94.29; 67.19; 68.47; 74.34; 74.80; 35.36; 55.10; 50.61
 19.86; 18.26; 21.23; 20.49; 94.28; 67.22; 68.46; 74.34; 74.80; 35.35; 55.12; 50.58
 19.85; 18.25; 21.24; 20.48; 94.29; 67.23; 68.47; 74.33; 74.82; 35.34; 55.13; 50.57
 19.86; 18.24; 21.22; 20.51; 94.30; 67.21; 68.47; 74.34; 74.84; 35.35; 55.13; 50.56
 19.86; 18.24; 21.22; 20.53; 94.29; 67.18; 68.49; 74.33; 74.83; 35.36; 55.13; 50.54
 19.90; 18.24; 21.24; 20.57; 94.28; 67.20; 68.47; 74.34; 74.84; 35.30; 55.09; 50.53
 19.88; 18.22; 21.26; 20.56; 94.28; 67.20; 68.49; 74.36; 74.83; 35.32; 55.08; 50.52
 19.91; 18.21; 21.24; 20.58; 94.27; 67.21; 68.48; 74.36; 74.87; 35.28; 55.09; 50.51
 19.91; 18.17; 21.24; 20.58; 94.28; 67.19; 68.52; 74.36; 74.88; 35.28; 55.08; 50.49
 19.90; 18.16; 21.25; 20.61; 94.28; 67.20; 68.50; 74.37; 74.88; 35.27; 55.09; 50.49
 19.88; 18.15; 21.25; 20.64; 94.29; 67.20; 68.52; 74.39; 74.85; 35.26; 55.09; 50.49
 19.90; 18.14; 21.24; 20.63; 94.29; 67.20; 68.52; 74.39; 74.85; 35.25; 55.06; 50.52
 19.92; 18.13; 21.25; 20.65; 94.29; 67.16; 68.53; 74.40; 74.88; 35.24; 55.05; 50.52
 19.91; 18.11; 21.26; 20.65; 94.30; 67.16; 68.53; 74.40; 74.87; 35.24; 55.05; 50.54
 19.90; 18.15; 21.23; 20.64; 94.30; 67.19; 68.52; 74.39; 74.87; 35.21; 55.05; 50.53
 19.91; 18.15; 21.24; 20.63; 94.31; 67.20; 68.50; 74.38; 74.85; 35.23; 55.05; 50.56
 19.91; 18.17; 21.21; 20.64; 94.29; 67.18; 68.52; 74.38; 74.84; 35.22; 55.07; 50.57
 19.89; 18.20; 21.22; 20.64; 94.30; 67.16; 68.51; 74.34; 74.83; 35.24; 55.09; 50.58
 19.88; 18.21; 21.22; 20.64; 94.31; 67.19; 68.51; 74.33; 74.82; 35.20; 55.10; 50.58
 19.88; 18.19; 21.23; 20.69; 94.31; 67.22; 68.50; 74.31; 74.79; 35.19; 55.10; 50.59
 19.86; 18.24; 21.22; 20.71; 94.32; 67.22; 68.52; 74.31; 74.77; 35.16; 55.09; 50.58
 19.87; 18.25; 21.22; 20.68; 94.33; 67.22; 68.50; 74.33; 74.75; 35.15; 55.10; 50.59
 19.86; 18.25; 21.22; 20.73; 94.34; 67.21; 68.52; 74.30; 74.75; 35.13; 55.11; 50.57
 19.85; 18.26; 21.22; 20.76; 94.34; 67.23; 68.49; 74.29; 74.73; 35.14; 55.09; 50.60
 19.83; 18.29; 21.23; 20.77; 94.35; 67.23; 68.48; 74.27; 74.72; 35.13; 55.09; 50.60
 19.80; 18.29; 21.24; 20.80; 94.36; 67.23; 68.49; 74.25; 74.71; 35.11; 55.09; 50.61
 19.80; 18.31; 21.24; 20.80; 94.38; 67.26; 68.50; 74.25; 74.69; 35.07; 55.09; 50.60
 19.79; 18.34; 21.25; 20.78; 94.39; 67.26; 68.49; 74.24; 74.70; 35.08; 55.09; 50.59
 19.79; 18.37; 21.25; 20.77; 94.39; 67.27; 68.52; 74.22; 74.67; 35.08; 55.07; 50.59
 19.76; 18.37; 21.25; 20.79; 94.40; 67.28; 68.50; 74.22; 74.65; 35.11; 55.07; 50.60
 19.75; 18.39; 21.27; 20.81; 94.40; 67.25; 68.51; 74.21; 74.63; 35.09; 55.11; 50.58
 19.74; 18.42; 21.28; 20.79; 94.41; 67.28; 68.48; 74.21; 74.61; 35.08; 55.12; 50.57
 19.72; 18.45; 21.28; 20.81; 94.41; 67.28; 68.47; 74.20; 74.60; 35.07; 55.11; 50.59
 19.71; 18.43; 21.33; 20.83; 94.42; 67.27; 68.45; 74.19; 74.59; 35.07; 55.13; 50.58
 19.72; 18.43; 21.32; 20.83; 94.42; 67.27; 68.45; 74.20; 74.58; 35.09; 55.12; 50.57
 19.73; 18.43; 21.30; 20.83; 94.43; 67.27; 68.43; 74.21; 74.59; 35.10; 55.11; 50.56
 19.75; 18.41; 21.30; 20.84; 94.43; 67.30; 68.42; 74.19; 74.59; 35.08; 55.12; 50.56
 19.77; 18.39; 21.30; 20.86; 94.42; 67.26; 68.44; 74.22; 74.60; 35.05; 55.13; 50.58
 19.79; 18.37; 21.29; 20.86; 94.43; 67.23; 68.46; 74.23; 74.58; 35.08; 55.12; 50.57
 19.80; 18.38; 21.31; 20.85; 94.43; 67.17; 68.48; 74.21; 74.61; 35.07; 55.14; 50.55
 19.83; 18.36; 21.30; 20.86; 94.43; 67.17; 68.47; 74.20; 74.63; 35.07; 55.13; 50.54
 19.83; 18.36; 21.29; 20.87; 94.41; 67.15; 68.50; 74.20; 74.63; 35.08; 55.11; 50.55
 19.83; 18.33; 21.29; 20.87; 94.42; 67.18; 68.48; 74.20; 74.63; 35.10; 55.12; 50.55
 19.83; 18.33; 21.30; 20.90; 94.41; 67.18; 68.52; 74.18; 74.64; 35.09; 55.12; 50.51
 19.87; 18.32; 21.30; 20.90; 94.41; 67.20; 68.52; 74.17; 74.61; 35.09; 55.12; 50.50
 19.89; 18.33; 21.28; 20.91; 94.42; 67.18; 68.55; 74.18; 74.59; 35.09; 55.13; 50.47
 19.92; 18.30; 21.27; 20.90; 94.43; 67.18; 68.54; 74.15; 74.58; 35.10; 55.15; 50.48
 19.93; 18.31; 21.30; 20.88; 94.44; 67.17; 68.58; 74.15; 74.57; 35.09; 55.11; 50.46
 19.95; 18.32; 21.30; 20.87; 94.44; 67.18; 68.59; 74.15; 74.55; 35.12; 55.11; 50.43
 19.98; 18.30; 21.31; 20.88; 94.42; 67.16; 68.60; 74.14; 74.58; 35.10; 55.13; 50.41
 20.01; 18.29; 21.31; 20.89; 94.42; 67.14; 68.59; 74.16; 74.57; 35.10; 55.11; 50.41
 20.00; 18.27; 21.34; 20.88; 94.42; 67.14; 68.63; 74.18; 74.55; 35.09; 55.09; 50.40
 20.04; 18.27; 21.33; 20.86; 94.42; 67.14; 68.64; 74.16; 74.56; 35.10; 55.07; 50.42
 20.05; 18.26; 21.35; 20.84; 94.42; 67.11; 68.68; 74.16; 74.58; 35.09; 55.04; 50.42
 20.06; 18.26; 21.33; 20.83; 94.41; 67.10; 68.69; 74.15; 74.57; 35.11; 55.06; 50.43
 20.07; 18.26; 21.35; 20.82; 94.41; 67.09; 68.71; 74.15; 74.57; 35.11; 55.04; 50.44
 20.08; 18.25; 21.33; 20.83; 94.41; 67.08; 68.70; 74.16; 74.56; 35.13; 55.04; 50.44
 20.09; 18.22; 21.33; 20.82; 94.41; 67.07; 68.72; 74.18; 74.55; 35.15; 55.03; 50.43
 20.10; 18.21; 21.31; 20.84; 94.41; 67.07; 68.72; 74.21; 74.55; 35.17; 55.02; 50.40
 20.10; 18.21; 21.30; 20.83; 94.41; 67.05; 68.75; 74.22; 74.55; 35.17; 55.02; 50.40
 20.12; 18.21; 21.28; 20.82; 94.39; 67.05; 68.74; 74.22; 74.56; 35.19; 55.01; 50.41
 20.10; 18.20; 21.28; 20.83; 94.39; 67.03; 68.75; 74.23; 74.57; 35.20; 54.99; 50.42
 20.10; 18.20; 21.27; 20.84; 94.37; 67.00; 68.76; 74.26; 74.56; 35.22; 54.99; 50.42
 20.10; 18.21; 21.28; 20.83; 94.37; 67.01; 68.76; 74.26; 74.56; 35.23; 54.97; 50.40
 20.09; 18.21; 21.28; 20.83; 94.35; 67.02; 68.77; 74.26; 74.51; 35.26; 54.98; 50.43
 20.11; 18.21; 21.27; 20.82; 94.35; 67.00; 68.80; 74.27; 74.51; 35.27; 54.96; 50.42
 20.13; 18.21; 21.28; 20.82; 94.35; 66.98; 68.81; 74.27; 74.54; 35.24; 54.96; 50.41
 20.12; 18.23; 21.27; 20.80; 94.34; 66.97; 68.82; 74.30; 74.53; 35.24; 54.95; 50.43
 20.14; 18.22; 21.26; 20.79; 94.33; 66.95; 68.83; 74.31; 74.49; 35.28; 54.99; 50.42
 20.14; 18.21; 21.27; 20.77; 94.34; 66.93; 68.84; 74.33; 74.49; 35.28; 54.98; 50.41
 20.14; 18.21; 21.26; 20.77; 94.35; 66.91; 68.83; 74.33; 74.52; 35.29; 54.99; 50.40
 20.13; 18.22; 21.25; 20.78; 94.35; 66.91; 68.84; 74.35; 74.52; 35.29; 54.97; 50.40
 20.13; 18.21; 21.25; 20.78; 94.36; 66.91; 68.84; 74.34; 74.51; 35.30; 54.97; 50.41
 20.15; 18.21; 21.24; 20.77; 94.37; 66.89; 68.85; 74.32; 74.52; 35.27; 54.97; 50.43
 20.16; 18.18; 21.26; 20.76; 94.36; 66.90; 68.87; 74.30; 74.51; 35.27; 54.97; 50.46
 20.14; 18.19; 21.26; 20.76; 94.36; 66.92; 68.87; 74.29; 74.51; 35.24; 54.98; 50.48
 20.12; 18.17; 21.28; 20.77; 94.37; 66.94; 68.88; 74.27; 74.49; 35.24; 55.01; 50.45
 20.13; 18.20; 21.26; 20.76; 94.36; 66.96; 68.90; 74.25; 74.47; 35.23; 55.02; 50.47
 20.14; 18.18; 21.28; 20.76; 94.36; 66.97; 68.89; 74.23; 74.47; 35.22; 55.01; 50.49
 20.15; 18.21; 21.27; 20.74; 94.36; 66.99; 68.91; 74.23; 74.45; 35.19; 55.01; 50.50
 20.13; 18.22; 21.27; 20.73; 94.37; 67.01; 68.89; 74.21; 74.44; 35.21; 55.03; 50.50
 20.11; 18.24; 21.28; 20.73; 94.37; 67.01; 68.92; 74.18; 74.43; 35.22; 55.03; 50.49
 20.10; 18.23; 21.30; 20.73; 94.38; 67.00; 68.91; 74.17; 74.40; 35.25; 55.05; 50.49
 20.10; 18.25; 21.30; 20.71; 94.37; 67.00; 68.93; 74.17; 74.38; 35.25; 55.04; 50.51
 20.09; 18.24; 21.30; 20.70; 94.37; 67.01; 68.95; 74.14; 74.36; 35.26; 55.06; 50.51
 20.09; 18.26; 21.32; 20.69; 94.38; 67.01; 68.97; 74.12; 74.35; 35.25; 55.04; 50.52
 20.07; 18.25; 21.33; 20.67; 94.39; 67.03; 68.98; 74.08; 74.33; 35.25; 55.08; 50.52
 20.06; 18.26; 21.33; 20.67; 94.40; 67.04; 69.00; 74.07; 74.32; 35.25; 55.08; 50.53
 20.04; 18.25; 21.33; 20.68; 94.40; 67.04; 69.03; 74.05; 74.32; 35.25; 55.08; 50.53
 20.06; 18.27; 21.35; 20.66; 94.41; 67.06; 69.03; 74.03; 74.29; 35.21; 55.07; 50.55
 20.08; 18.26; 21.35; 20.65; 94.41; 67.07; 69.05; 74.00; 74.31; 35.20; 55.05; 50.57
 20.11; 18.27; 21.35; 20.65; 94.42; 67.07; 69.05; 73.98; 74.30; 35.18; 55.06; 50.57
 20.10; 18.28; 21.36; 20.65; 94.42; 67.09; 69.06; 73.97; 74.29; 35.16; 55.06; 50.56
 20.11; 18.25; 21.37; 20.65; 94.42; 67.09; 69.04; 73.96; 74.32; 35.15; 55.08; 50.56
 20.10; 18.24; 21.38; 20.65; 94.41; 67.10; 69.06; 73.93; 74.31; 35.18; 55.08; 50.56
 20.12; 18.21; 21.38; 20.65; 94.42; 67.10; 69.07; 73.95; 74.31; 35.18; 55.08; 50.53
 20.11; 18.21; 21.39; 20.65; 94.43; 67.11; 69.07; 73.96; 74.28; 35.17; 55.09; 50.53
 20.12; 18.19; 21.38; 20.65; 94.44; 67.09; 69.05; 73.99; 74.30; 35.19; 55.09; 50.52
 20.11; 18.19; 21.38; 20.69; 94.43; 67.09; 69.04; 73.98; 74.31; 35.20; 55.08; 50.51
 20.12; 18.17; 21.37; 20.68; 94.44; 67.08; 69.03; 73.99; 74.31; 35.20; 55.08; 50.51
 20.11; 18.14; 21.40; 20.70; 94.44; 67.08; 69.06; 74.00; 74.29; 35.18; 55.08; 50.53
 20.13; 18.13; 21.38; 20.70; 94.44; 67.07; 69.05; 74.01; 74.29; 35.18; 55.09; 50.52
 20.12; 18.11; 21.39; 20.70; 94.45; 67.05; 69.08; 74.01; 74.31; 35.17; 55.10; 50.52
 20.12; 18.09; 21.39; 20.70; 94.45; 67.05; 69.06; 74.03; 74.32; 35.19; 55.09; 50.51
 20.11; 18.07; 21.39; 20.71; 94.46; 67.06; 69.06; 74.02; 74.29; 35.19; 55.11; 50.51
 20.11; 18.05; 21.40; 20.72; 94.45; 67.04; 69.07; 74.02; 74.30; 35.19; 55.14; 50.51
 20.09; 18.02; 21.40; 20.74; 94.42; 67.06; 69.08; 74.02; 74.30; 35.20; 55.16; 50.51
 20.10; 18.01; 21.41; 20.75; 94.42; 67.06; 69.10; 74.04; 74.29; 35.17; 55.16; 50.49
 20.08; 18.00; 21.41; 20.77; 94.41; 67.07; 69.12; 74.03; 74.28; 35.15; 55.18; 50.50
 20.06; 17.98; 21.42; 20.76; 94.40; 67.05; 69.10; 74.06; 74.30; 35.18; 55.21; 50.47
 20.05; 17.98; 21.43; 20.78; 94.41; 67.05; 69.12; 74.07; 74.28; 35.16; 55.21; 50.47
 20.06; 17.97; 21.41; 20.77; 94.41; 67.07; 69.10; 74.09; 74.28; 35.16; 55.21; 50.48
 20.05; 17.95; 21.45; 20.77; 94.42; 67.06; 69.11; 74.08; 74.29; 35.14; 55.21; 50.48
 20.06; 17.94; 21.46; 20.76; 94.43; 67.09; 69.09; 74.08; 74.29; 35.12; 55.20; 50.49
 20.05; 17.94; 21.50; 20.78; 94.43; 67.09; 69.07; 74.06; 74.30; 35.10; 55.21; 50.50
 20.07; 17.94; 21.51; 20.76; 94.44; 67.12; 69.03; 74.05; 74.30; 35.08; 55.18; 50.52
 20.06; 17.95; 21.53; 20.76; 94.42; 67.16; 69.04; 74.03; 74.28; 35.07; 55.19; 50.53
 20.07; 17.98; 21.55; 20.74; 94.43; 67.17; 69.03; 74.03; 74.27; 35.04; 55.18; 50.53
 20.06; 17.99; 21.56; 20.72; 94.42; 67.18; 69.01; 74.02; 74.26; 35.02; 55.19; 50.54
 20.08; 18.02; 21.55; 20.71; 94.41; 67.23; 68.99; 74.00; 74.25; 35.00; 55.19; 50.55
 20.07; 18.04; 21.55; 20.72; 94.42; 67.24; 69.00; 73.99; 74.22; 35.00; 55.19; 50.56
 20.10; 18.03; 21.56; 20.69; 94.42; 67.26; 68.97; 74.00; 74.23; 34.99; 55.19; 50.57
 20.09; 18.03; 21.56; 20.70; 94.43; 67.25; 68.97; 73.99; 74.21; 34.99; 55.21; 50.58
 20.09; 18.03; 21.59; 20.69; 94.43; 67.27; 68.95; 73.98; 74.22; 34.95; 55.21; 50.60
 20.07; 18.06; 21.61; 20.69; 94.44; 67.28; 68.93; 73.97; 74.18; 34.92; 55.21; 50.65
 20.09; 18.07; 21.62; 20.67; 94.44; 67.28; 68.89; 73.98; 74.18; 34.90; 55.21; 50.67
 20.07; 18.08; 21.60; 20.67; 94.45; 67.29; 68.88; 73.97; 74.16; 34.91; 55.23; 50.69
 20.08; 18.07; 21.63; 20.67; 94.44; 67.31; 68.85; 73.98; 74.16; 34.89; 55.23; 50.70
 20.09; 18.08; 21.64; 20.66; 94.44; 67.33; 68.85; 73.94; 74.13; 34.90; 55.22; 50.72
 20.10; 18.08; 21.64; 20.65; 94.44; 67.36; 68.82; 73.93; 74.13; 34.89; 55.21; 50.75
 20.08; 18.09; 21.67; 20.65; 94.44; 67.37; 68.81; 73.89; 74.11; 34.91; 55.21; 50.78
 20.09; 18.10; 21.66; 20.65; 94.43; 67.37; 68.78; 73.87; 74.10; 34.89; 55.22; 50.82
 20.07; 18.12; 21.66; 20.65; 94.44; 67.38; 68.76; 73.86; 74.10; 34.88; 55.22; 50.86
 20.06; 18.12; 21.66; 20.66; 94.44; 67.37; 68.76; 73.87; 74.10; 34.89; 55.22; 50.86
 20.06; 18.11; 21.67; 20.68; 94.44; 67.39; 68.77; 73.87; 74.09; 34.88; 55.19; 50.86
 20.04; 18.12; 21.67; 20.68; 94.43; 67.40; 68.79; 73.87; 74.10; 34.86; 55.18; 50.85
 20.05; 18.09; 21.69; 20.70; 94.42; 67.40; 68.82; 73.89; 74.10; 34.84; 55.16; 50.84
 20.05; 18.08; 21.69; 20.69; 94.42; 67.41; 68.81; 73.91; 74.09; 34.87; 55.16; 50.83
 20.06; 18.07; 21.70; 20.72; 94.43; 67.43; 68.81; 73.92; 74.09; 34.85; 55.11; 50.84
 20.07; 18.09; 21.70; 20.73; 94.43; 67.42; 68.80; 73.92; 74.11; 34.84; 55.08; 50.81
 20.09; 18.07; 21.71; 20.74; 94.43; 67.44; 68.80; 73.90; 74.14; 34.83; 55.04; 50.81
 20.08; 18.11; 21.69; 20.76; 94.44; 67.45; 68.78; 73.86; 74.13; 34.81; 55.06; 50.82
 20.11; 18.10; 21.71; 20.76; 94.44; 67.45; 68.80; 73.86; 74.13; 34.78; 55.05; 50.82
 20.11; 18.10; 21.70; 20.77; 94.44; 67.45; 68.78; 73.89; 74.11; 34.79; 55.07; 50.81
 20.12; 18.08; 21.71; 20.77; 94.43; 67.46; 68.79; 73.91; 74.13; 34.77; 55.03; 50.81
 20.10; 18.10; 21.73; 20.77; 94.42; 67.45; 68.79; 73.91; 74.15; 34.76; 55.02; 50.81
 20.10; 18.10; 21.74; 20.79; 94.41; 67.46; 68.81; 73.90; 74.13; 34.74; 55.02; 50.80
 20.09; 18.10; 21.75; 20.79; 94.42; 67.46; 68.82; 73.91; 74.14; 34.73; 55.03; 50.77
 20.10; 18.10; 21.75; 20.80; 94.40; 67.47; 68.85; 73.92; 74.14; 34.72; 55.00; 50.76
 20.07; 18.10; 21.76; 20.80; 94.41; 67.49; 68.84; 73.93; 74.14; 34.70; 55.00; 50.75
 20.08; 18.10; 21.77; 20.82; 94.41; 67.49; 68.84; 73.93; 74.16; 34.69; 54.97; 50.73
 20.07; 18.11; 21.77; 20.81; 94.41; 67.50; 68.85; 73.94; 74.16; 34.68; 54.97; 50.74
 20.08; 18.10; 21.78; 20.82; 94.41; 67.51; 68.86; 73.94; 74.16; 34.63; 54.96; 50.74
 20.10; 18.10; 21.83; 20.83; 94.41; 67.52; 68.85; 73.93; 74.15; 34.60; 54.92; 50.77
 20.10; 18.09; 21.84; 20.79; 94.42; 67.52; 68.84; 73.95; 74.16; 34.61; 54.92; 50.76
 20.11; 18.12; 21.86; 20.80; 94.43; 67.54; 68.82; 73.92; 74.12; 34.59; 54.90; 50.78
 20.12; 18.13; 21.87; 20.77; 94.44; 67.53; 68.82; 73.92; 74.13; 34.61; 54.91; 50.76
 20.15; 18.13; 21.90; 20.79; 94.43; 67.53; 68.79; 73.90; 74.09; 34.57; 54.93; 50.80
 20.16; 18.11; 21.92; 20.77; 94.43; 67.53; 68.78; 73.90; 74.11; 34.58; 54.91; 50.81
 20.18; 18.11; 21.94; 20.80; 94.44; 67.54; 68.75; 73.87; 74.10; 34.54; 54.90; 50.83
 20.20; 18.10; 21.92; 20.79; 94.44; 67.54; 68.77; 73.87; 74.10; 34.55; 54.90; 50.83
 20.19; 18.09; 21.95; 20.82; 94.44; 67.56; 68.76; 73.86; 74.08; 34.52; 54.89; 50.85
 20.20; 18.08; 21.97; 20.79; 94.45; 67.55; 68.75; 73.85; 74.09; 34.52; 54.90; 50.85
 20.23; 18.10; 21.97; 20.82; 94.44; 67.58; 68.72; 73.81; 74.07; 34.51; 54.87; 50.87
 20.23; 18.09; 21.98; 20.79; 94.44; 67.58; 68.74; 73.82; 74.07; 34.54; 54.86; 50.86
 20.27; 18.12; 22.00; 20.80; 94.45; 67.60; 68.71; 73.81; 74.08; 34.50; 54.80; 50.87
 20.27; 18.11; 22.01; 20.78; 94.45; 67.59; 68.73; 73.81; 74.08; 34.50; 54.80; 50.86
 20.28; 18.12; 22.01; 20.80; 94.46; 67.60; 68.70; 73.81; 74.05; 34.48; 54.81; 50.88
 20.29; 18.10; 22.02; 20.78; 94.46; 67.59; 68.69; 73.82; 74.06; 34.48; 54.82; 50.89
 20.31; 18.11; 22.05; 20.81; 94.47; 67.63; 68.66; 73.81; 74.01; 34.45; 54.77; 50.91
 20.31; 18.10; 22.07; 20.79; 94.48; 67.62; 68.65; 73.81; 74.02; 34.47; 54.77; 50.91
 20.32; 18.11; 22.08; 20.81; 94.49; 67.63; 68.60; 73.82; 73.98; 34.45; 54.77; 50.94
 20.31; 18.10; 22.11; 20.79; 94.48; 67.64; 68.62; 73.83; 73.98; 34.47; 54.75; 50.92
 20.31; 18.09; 22.10; 20.79; 94.48; 67.65; 68.59; 73.85; 73.99; 34.46; 54.77; 50.93
 20.32; 18.09; 22.10; 20.78; 94.49; 67.67; 68.59; 73.82; 73.98; 34.47; 54.76; 50.94
 20.32; 18.09; 22.09; 20.78; 94.49; 67.65; 68.59; 73.84; 73.97; 34.46; 54.76; 50.95
 20.35; 18.08; 22.09; 20.78; 94.50; 67.65; 68.57; 73.82; 73.97; 34.47; 54.76; 50.95
 20.34; 18.07; 22.08; 20.79; 94.49; 67.66; 68.59; 73.84; 73.98; 34.47; 54.74; 50.95
 20.37; 18.07; 22.09; 20.80; 94.49; 67.66; 68.57; 73.85; 73.94; 34.47; 54.74; 50.96
 20.38; 18.08; 22.08; 20.78; 94.47; 67.65; 68.56; 73.86; 73.94; 34.48; 54.76; 50.97
 20.39; 18.07; 22.07; 20.78; 94.47; 67.66; 68.55; 73.85; 73.93; 34.49; 54.76; 50.98
 20.40; 18.09; 22.06; 20.76; 94.46; 67.64; 68.55; 73.85; 73.95; 34.50; 54.77; 50.99
 20.42; 18.09; 22.04; 20.75; 94.46; 67.65; 68.53; 73.82; 73.93; 34.53; 54.75; 51.02
 20.42; 18.09; 22.03; 20.76; 94.47; 67.65; 68.53; 73.83; 73.93; 34.54; 54.76; 51.01
 20.43; 18.09; 22.03; 20.77; 94.47; 67.65; 68.53; 73.80; 73.90; 34.56; 54.72; 51.06
 20.42; 18.09; 22.02; 20.77; 94.46; 67.66; 68.54; 73.80; 73.90; 34.57; 54.72; 51.04
 20.44; 18.10; 22.01; 20.78; 94.46; 67.66; 68.54; 73.78; 73.87; 34.57; 54.71; 51.07
 20.42; 18.11; 21.99; 20.79; 94.46; 67.68; 68.54; 73.78; 73.88; 34.58; 54.71; 51.06
 20.43; 18.09; 21.99; 20.80; 94.47; 67.69; 68.52; 73.76; 73.88; 34.58; 54.72; 51.07
 20.44; 18.09; 21.97; 20.79; 94.47; 67.69; 68.52; 73.77; 73.89; 34.59; 54.73; 51.05
 20.46; 18.09; 21.96; 20.78; 94.48; 67.72; 68.51; 73.75; 73.86; 34.60; 54.72; 51.07
 20.47; 18.08; 21.94; 20.77; 94.48; 67.72; 68.50; 73.76; 73.87; 34.62; 54.72; 51.06
 20.49; 18.07; 21.95; 20.78; 94.49; 67.73; 68.50; 73.76; 73.85; 34.59; 54.71; 51.08
 20.51; 18.05; 21.96; 20.78; 94.49; 67.73; 68.52; 73.76; 73.83; 34.57; 54.70; 51.10
 20.53; 18.04; 21.95; 20.77; 94.50; 67.74; 68.50; 73.77; 73.82; 34.59; 54.68; 51.10
 20.52; 18.04; 21.96; 20.78; 94.51; 67.75; 68.49; 73.75; 73.81; 34.59; 54.69; 51.12
 20.53; 18.02; 21.98; 20.76; 94.51; 67.75; 68.47; 73.74; 73.79; 34.62; 54.68; 51.14
 20.53; 18.04; 21.97; 20.76; 94.52; 67.74; 68.46; 73.75; 73.76; 34.63; 54.68; 51.15
 20.55; 18.03; 21.97; 20.77; 94.52; 67.74; 68.42; 73.75; 73.76; 34.62; 54.72; 51.15
 20.56; 18.02; 21.97; 20.77; 94.52; 67.74; 68.42; 73.75; 73.76; 34.59; 54.74; 51.16
 20.58; 18.00; 21.98; 20.78; 94.52; 67.75; 68.41; 73.71; 73.73; 34.61; 54.72; 51.19
